"","PC1","PC2","PC3","PC4","PC5"
"V212_3",0.006,0.045,-0.024,-0.007,-0.004
"V212_4",-0.012,0.039,-0.021,-0.011,0.007
"V213_1",-0.073,-0.054,-0.018,0.029,0.074
"V213_2",0.045,-0.014,-0.006,0.033,-0.094
"V213_3",0.008,0.028,0.021,-0.043,0.002
"V213_4",0.001,0.038,0.018,-0.052,0.003
"V214_1",-0.078,0.008,-0.002,-0.07,0.121
"V214_2",0.055,-0.007,0.005,0.031,-0.123
"V214_3",0.001,0.002,0.007,0.005,-0.014
"V214_4",0,0.003,0,-0.001,-0.003
"V216_1",-0.039,-0.035,-0.016,0.014,0.007
"V216_2",0.028,-0.014,0,0.026,-0.057
"V216_3",0.004,0.006,0.027,-0.024,-0.015
"V216_4",-0.011,0.04,0.02,-0.045,0.042
"V243_1",0.015,-0.004,-0.003,0.024,0.033
"V244_1",0.016,-0.006,-0.003,0.025,0.034
"V245_1",-0.076,-0.105,0.006,-0.112,0.1
"V246_1",-0.054,-0.074,-0.032,-0.104,0.13
"V170_1",-0.03,0.003,-0.061,0.063,0.105
"V170_2",0.037,0.054,0.047,-0.007,-0.04
"V170_3",-0.004,-0.052,0.002,-0.038,-0.056
"V170_4",-0.005,-0.015,0.001,-0.01,-0.007
"V171_1",-0.012,-0.039,-0.007,-0.013,-0.023
"V171_2",-0.021,-0.043,-0.013,0.012,-0.05
"V171_3",0.014,-0.051,0.005,0.028,-0.052
"V171_4",0.01,0.11,-0.006,-0.008,0.119
"V172_1",-0.013,-0.065,0.004,-0.06,-0.02
"V172_2",-0.002,-0.046,0.02,-0.044,-0.031
"V172_3",0.027,-0.011,0.021,0.029,-0.018
"V172_4",-0.017,0.11,-0.06,0.075,0.073
"V173_1",-0.006,-0.012,0.004,0.006,-0.01
"V173_2",-0.013,-0.017,0.005,0.017,-0.024
"V173_3",0.009,-0.04,0.014,0.015,-0.028
"V173_4",0.005,0.043,-0.057,-0.001,0.066
"V174_1",-0.006,-0.012,-0.001,0.008,-0.007
"V174_2",-0.01,-0.017,-0.001,0.028,-0.017
"V174_3",0.017,-0.045,0.012,0.054,-0.029
"V174_4",-0.006,0.027,-0.063,-0.025,0.051
"V175_1",-0.011,-0.049,-0.009,-0.011,-0.013
"V175_2",-0.009,-0.052,-0.007,0.006,-0.021
"V175_3",0.004,-0.049,0.017,0.035,-0.016
"V175_4",0.006,0.1,-0.054,0.047,0.042
"V176_1",0.036,-0.024,0.092,-0.117,-0.02
"V177_1",-0.016,-0.022,0.092,-0.081,-0.011
"V178_1",-0.011,-0.007,0.01,0.019,-0.007
"V179_1",0,-0.047,-0.004,-0.007,-0.016
"V180_1",0.003,-0.068,-0.02,-0.01,-0.032
"V181_1",-0.078,-0.05,0.036,-0.065,-0.068
"V181_2",0.01,0.023,0.04,-0.011,-0.039
"V181_3",0.027,0.014,-0.007,0.026,0.014
"V181_4",0.028,-0.003,-0.055,0.033,0.07
"V182_1",-0.087,-0.072,0.018,-0.057,-0.064
"V182_2",0.001,0.042,0.053,-0.011,-0.04
"V182_3",0.019,0.022,-0.005,0.02,0.009
"V182_4",0.042,-0.008,-0.045,0.027,0.076
"V183_1",-0.1,-0.017,0,-0.052,-0.062
"V183_2",-0.003,0.021,0.029,-0.029,-0.039
"V183_3",0.05,0.009,-0.003,0.029,0.023
"V183_4",0.05,-0.025,-0.034,0.044,0.076
"V184_1",-0.099,-0.031,0.007,-0.041,-0.078
"V184_2",0,0.027,0.021,-0.028,-0.012
"V184_3",0.061,0.016,-0.011,0.04,0.034
"V184_4",0.036,-0.024,-0.026,0.024,0.054
"V185_1",-0.097,-0.015,0.007,-0.014,-0.069
"V185_2",-0.017,0.028,0.03,-0.04,-0.027
"V185_3",0.036,0.031,0.013,0.007,0.005
"V185_4",0.08,-0.019,-0.047,0.069,0.103
"V186_1",-0.045,-0.052,0.003,-0.021,-0.065
"V186_2",0.005,0.008,0.028,-0.022,-0.04
"V186_3",0.037,0.023,0.016,0.009,-0.015
"V186_4",0.02,-0.018,-0.061,0.025,0.024
"V187_1",-0.014,-0.002,0.005,0.126,0.012
"V188_1",-0.011,-0.003,0.007,-0.006,-0.004
"V188_2",-0.027,-0.033,0.029,-0.012,-0.018
"V188_3",-0.028,-0.012,0.028,-0.024,-0.02
"V188_4",0.065,0.04,-0.072,0.04,0.045
"V189_1",-0.009,-0.029,-0.001,-0.004,-0.017
"V189_2",-0.018,-0.073,0.005,-0.003,-0.042
"V189_3",-0.012,-0.039,0.032,0.027,-0.038
"V189_4",0.037,0.128,-0.045,-0.018,0.097
"V190_1",-0.015,-0.009,0,-0.01,-0.005
"V190_2",-0.037,-0.036,0.014,-0.003,-0.018
"V190_3",-0.031,-0.003,0.034,-0.002,-0.018
"V190_4",0.081,0.038,-0.057,0.016,0.045
"V191_1",-0.021,0.008,0.028,-0.04,-0.002
"V191_2",-0.038,-0.015,0.034,-0.047,-0.006
"V191_3",-0.021,0.004,0.022,-0.029,-0.019
"V191_4",0.078,-0.005,-0.092,0.112,0.032
"V23_Very Low",-0.014,0.013,-0.011,-0.001,-0.009
"V23_Low",-0.01,0.018,0.006,0.004,-0.013
"V23_Med",-0.018,0.038,0.02,0.004,-0.037
"V23_High",0.044,-0.006,0.018,0.023,0.022
"V23_ Very High",-0.003,-0.065,-0.029,-0.032,0.04
"V56_Very Low",-0.029,-0.034,-0.034,-0.014,0.007
"V56_Low",-0.004,0.005,-0.009,-0.014,-0.016
"V56_Med",0.009,0.009,0.028,-0.015,-0.035
"V56_High",0.025,0.017,0.036,0.013,0.004
"V56_ Very High",-0.022,0.008,-0.002,0,0.015
"V55_Very Low",-0.007,0.009,-0.005,-0.002,-0.004
"V55_Low",-0.002,0.021,0.002,-0.007,-0.013
"V55_Med",-0.003,0.036,0.014,0,-0.04
"V55_High",0.025,-0.009,0.042,0.04,0.011
"V55_ Very High",-0.013,-0.066,-0.045,-0.033,0.051
"V157_Very Low",-0.016,0.015,-0.001,-0.008,-0.003
"V157_Low",0.019,0.019,0.018,-0.017,0.003
"V157_Med",0.019,-0.004,-0.015,-0.015,0.015
"V157_High",0.002,-0.018,-0.011,0.01,-0.003
"V157_ Very High",-0.024,-0.022,-0.006,0.013,-0.017
"V158_Very Low",-0.007,-0.002,-0.01,-0.001,-0.014
"V158_Low",-0.007,-0.004,-0.015,-0.014,-0.021
"V158_Med",0.004,-0.004,-0.012,-0.022,-0.028
"V158_High",0.035,0.001,0.001,0.011,0.021
"V158_ Very High",-0.026,-0.001,0.022,0.008,0.039
"V159_Very Low",0.006,0.005,-0.022,-0.071,-0.017
"V159_Low",0.031,-0.002,-0.023,-0.049,-0.005
"V159_Med",0.015,0.001,-0.007,0.014,-0.013
"V159_High",-0.004,0,0.021,0.043,-0.002
"V159_ Very High",-0.048,-0.014,0.011,0.043,0.034
"V160_Very Low",-0.013,-0.003,-0.014,0.012,-0.008
"V160_Low",0.003,-0.001,0,0.023,-0.008
"V160_Med",0.008,0.002,0.007,0.041,-0.026
"V160_High",0.023,-0.004,0.033,0.005,0.01
"V160_ Very High",-0.018,-0.007,-0.029,-0.102,0.031
"V164_Very Low",-0.015,0.011,-0.037,-0.054,0.019
"V164_Low",0.014,0.004,-0.011,-0.022,0.022
"V164_Med",0.005,0.008,-0.002,0.013,-0.019
"V164_High",0.014,-0.001,0.035,0.049,-0.026
"V164_ Very High",-0.015,-0.032,0.002,-0.004,0.007
"V59_Very Low",-0.022,0.018,-0.024,-0.02,0.016
"V59_Low",-0.008,0.026,0.005,-0.017,0.025
"V59_Med",-0.009,0.013,0.017,-0.003,-0.022
"V59_High",0.031,-0.019,0.011,0.031,-0.022
"V59_ Very High",0.006,-0.041,-0.009,0.007,0.005
"V95_Very Low",0.001,-0.024,-0.001,-0.013,0.004
"V95_Low",0.025,-0.017,0,0.007,-0.004
"V95_Med",0.022,-0.022,0.051,-0.072,-0.023
"V95_High",-0.001,-0.015,0.029,0.013,-0.002
"V95_ Very High",-0.02,-0.032,0.018,-0.014,0.01
"V96_Very Low",0.008,0.007,-0.022,-0.058,0.023
"V96_Low",0.027,0.015,0.005,-0.019,0.008
"V96_Med",0.013,-0.001,0.025,0.017,-0.015
"V96_High",0.001,-0.01,0.017,0.048,-0.022
"V96_ Very High",-0.046,-0.024,-0.006,0.003,0.009
"V97_Very Low",-0.014,-0.022,0.004,0,0.034
"V97_Low",0.018,-0.001,0.019,0.018,0.005
"V97_Med",0.031,0.002,0.011,0.023,-0.015
"V97_High",-0.004,0,0.013,0.003,-0.017
"V97_ Very High",-0.036,0.002,-0.013,-0.054,0.007
"V98_Very Low",-0.05,0.046,-0.047,-0.043,-0.028
"V98_Low",0.014,0.022,0.011,-0.001,-0.016
"V98_Med",0.013,-0.015,0.011,0.018,-0.002
"V98_High",0.026,-0.022,0.023,0.034,0.02
"V98_ Very High",-0.003,-0.038,0.013,-0.014,0.027
"V99_Very Low",-0.061,-0.005,-0.052,0.03,0.038
"V99_Low",0.042,0.015,0.023,0.02,-0.007
"V99_Med",0.022,-0.001,0.022,-0.024,-0.015
"V99_High",0.001,-0.01,0.02,0,-0.008
"V99_ Very High",-0.004,-0.01,0.007,-0.029,0
"V100_Very Low",-0.059,-0.028,-0.03,0.047,0.011
"V100_Low",0.033,0.006,0.018,0.015,-0.001
"V100_Med",0.019,-0.003,0.017,-0.02,-0.012
"V100_High",0.011,0.009,0.016,-0.009,-0.001
"V100_ Very High",-0.007,0.008,-0.008,-0.038,0.008
"V101_Very Low",-0.011,0.004,-0.013,0.001,0.004
"V101_Low",0.007,0.009,0.005,0.011,0.006
"V101_Med",0.019,0.005,0.032,0.016,-0.011
"V101_High",0.018,-0.003,0.029,0.013,-0.003
"V101_ Very High",-0.036,-0.033,-0.031,-0.049,0.013
"V131_Very Low",-0.015,-0.056,-0.009,-0.008,0.015
"V131_Low",0.002,-0.027,0.013,0.001,-0.001
"V131_Med",0.018,-0.013,0.012,0.004,0.001
"V131_High",0.026,0.024,0.019,0.018,-0.009
"V131_ Very High",-0.033,0.062,-0.007,-0.014,0.011
"V132_Very Low",0.081,-0.002,-0.042,-0.009,0.06
"V132_Low",0.002,-0.003,0.036,-0.018,-0.012
"V132_Med",-0.015,-0.012,0.036,-0.012,-0.011
"V132_High",-0.031,-0.004,0.011,0.017,-0.005
"V132_ Very High",-0.039,-0.001,0.002,0.027,-0.005
"V134_Very Low",-0.01,-0.028,-0.004,0.004,0.005
"V134_Low",-0.004,-0.023,0.015,0.014,0.001
"V134_Med",0.011,-0.027,0.03,0.022,-0.011
"V134_High",0.023,0.003,0.022,0.022,-0.011
"V134_ Very High",-0.023,0.066,-0.041,-0.063,0.034
"V135_Very Low",0.07,-0.023,-0.053,-0.002,0.037
"V135_Low",0.002,0.006,0.03,-0.006,-0.011
"V135_Med",-0.008,0.006,0.041,-0.002,-0.004
"V135_High",-0.022,-0.008,0.022,0.005,-0.004
"V135_ Very High",-0.04,-0.01,0.002,0.002,0.011
"V136_Very Low",-0.007,-0.013,0.003,-0.002,0.002
"V136_Low",-0.008,-0.014,0.018,0.007,-0.004
"V136_Med",-0.004,-0.016,0.028,0.007,-0.011
"V136_High",0.002,-0.006,0.023,0.019,-0.02
"V136_ Very High",0.018,0.039,-0.027,-0.037,0.063
"V137_Very Low",0.018,-0.063,-0.032,0.041,0.041
"V137_Low",0.006,-0.018,0.007,0.026,-0.006
"V137_Med",0.009,0.001,0.023,-0.002,-0.008
"V137_High",-0.002,0.019,0.016,-0.012,-0.017
"V137_ Very High",-0.033,0.046,0.016,-0.054,0.01
"V138_Very Low",0.044,0.001,-0.026,0.008,0.011
"V138_Low",0.014,0.003,0.002,0.003,-0.015
"V138_Med",0.013,0.005,0.009,-0.003,-0.024
"V138_High",-0.015,-0.006,0.017,-0.005,-0.002
"V138_ Very High",-0.062,-0.022,0.025,-0.004,0.057
"V141_Very Low",-0.025,0.017,-0.044,-0.017,-0.032
"V141_Low",-0.007,0.027,-0.016,-0.021,-0.034
"V141_Med",-0.006,0.008,0.016,-0.015,-0.053
"V141_High",0.036,-0.026,0.048,0.039,0.001
"V141_ Very High",0.011,-0.063,0.014,0.014,0.02
"V192_Very Low",-0.003,-0.013,-0.008,-0.008,-0.006
"V192_Low",0.003,-0.011,-0.005,-0.007,-0.007
"V192_Med",0.015,-0.026,0.005,-0.008,-0.004
"V192_High",0.03,-0.014,0.034,0.033,0
"V192_ Very High",-0.044,0.048,-0.01,-0.011,0.038
"V194_Very Low",0.01,0.025,-0.072,0.043,0.035
"V194_Low",0.009,0.011,0.016,0.014,0.003
"V194_Med",-0.001,-0.001,0.057,-0.001,-0.006
"V194_High",-0.002,-0.024,0.035,-0.011,-0.004
"V194_ Very High",-0.015,-0.04,-0.008,-0.048,0.002
"V197_Very Low",-0.011,-0.022,-0.02,-0.005,-0.021
"V197_Low",-0.002,-0.018,-0.008,0.003,-0.017
"V197_Med",0.01,-0.027,0.006,-0.008,-0.024
"V197_High",0.032,-0.004,0.039,0.026,0
"V197_ Very High",-0.03,0.054,-0.007,-0.019,0.079
"V198_Very Low",-0.004,-0.017,-0.059,0.001,0.133
"V198_Low",-0.001,0.01,0.027,-0.003,-0.026
"V198_Med",0.005,0.006,0.025,-0.005,-0.039
"V198_High",0.002,0,0.017,0.001,-0.032
"V198_ Very High",-0.002,-0.013,0.006,-0.003,-0.02
"V200_Very Low",0.007,0.017,-0.067,-0.028,0.038
"V200_Low",-0.004,-0.004,0.029,0.01,-0.013
"V200_Med",-0.001,-0.007,0.02,0.007,-0.01
"V200_High",-0.002,-0.007,0.012,0.004,-0.006
"V200_ Very High",-0.002,-0.007,0.01,0.002,-0.003
"V209_Very Low",0.062,0.023,-0.085,-0.102,0.051
"V209_Low",-0.017,0.015,0.002,0.016,-0.011
"V209_Med",-0.02,-0.005,0.019,0.031,-0.02
"V209_High",-0.015,-0.019,0.039,0.031,-0.011
"V209_ Very High",-0.012,-0.022,0.025,0.018,-0.004
"V210_Very Low",0.003,0.021,-0.062,-0.07,0.042
"V210_Low",-0.002,-0.008,0.027,0.033,-0.014
"V210_Med",0,-0.006,0.018,0.019,-0.011
"V210_High",-0.001,-0.006,0.012,0.008,-0.007
"V210_ Very High",-0.001,-0.008,0.01,0.004,-0.003
"V199_Very Low",-0.012,0.01,-0.049,0.028,0.068
"V199_Low",0.011,0.005,0.026,0.004,-0.013
"V199_Med",0.007,-0.001,0.019,-0.015,-0.021
"V199_High",-0.001,-0.008,0.009,-0.013,-0.013
"V199_ Very High",-0.005,-0.015,0.003,-0.011,-0.012
"V201_Very Low",-0.004,-0.023,-0.029,-0.037,0.04
"V201_Low",-0.004,0.006,0.028,0.005,-0.019
"V201_Med",-0.002,0.003,0.014,-0.001,-0.016
"V201_High",-0.003,-0.001,0.009,0.004,-0.011
"V201_ Very High",-0.005,-0.004,0.004,0,-0.009
"V202_Very Low",0.007,0.019,-0.081,-0.02,0.041
"V202_Low",-0.004,-0.006,0.037,0.008,-0.013
"V202_Med",-0.001,-0.006,0.025,0.003,-0.01
"V202_High",-0.002,-0.006,0.013,0.004,-0.007
"V202_ Very High",-0.003,-0.009,0.011,0,-0.003
"V203_Very Low",-0.143,0.077,0.044,-0.015,0.057
"V203_Low",0.004,-0.006,0.032,-0.006,-0.018
"V203_Med",0.038,-0.029,0.02,-0.023,-0.033
"V203_High",0.024,-0.018,-0.003,-0.001,-0.017
"V203_ Very High",0.072,-0.04,-0.06,0.033,0.035
"V204_Very Low",-0.122,-0.054,0.016,-0.01,-0.007
"V204_Low",0.001,0.025,0.032,0.004,-0.012
"V204_Med",0.044,0.025,0.007,-0.019,-0.003
"V204_High",0.032,0.004,-0.008,0.009,0.007
"V204_ Very High",0.039,-0.013,-0.033,0.015,0.029
"V205_Very Low",-0.107,-0.011,0.069,0.028,0.039
"V205_Low",-0.019,0.019,0.029,0.019,-0.021
"V205_Med",0.024,0.023,-0.005,-0.016,-0.02
"V205_High",0.032,-0.002,-0.014,-0.009,-0.003
"V205_ Very High",0.063,-0.037,-0.072,-0.02,0.015
"V207_Very Low",-0.094,-0.019,-0.102,0.017,-0.169
"V207_Low",-0.005,-0.001,-0.001,0.013,-0.029
"V207_Med",0.013,-0.014,-0.001,0.011,-0.027
"V207_High",0.017,-0.011,-0.003,0.017,-0.004
"V207_ Very High",0.023,-0.015,-0.012,0.012,-0.005
"V206_Very Low",-0.106,0.02,0.091,-0.046,0.186
"V206_Low",-0.003,-0.013,0.061,-0.013,0
"V206_Med",0.032,-0.028,0.067,-0.05,-0.025
"V206_High",0.036,-0.016,0.005,-0.034,-0.009
"V206_ Very High",0.098,-0.046,-0.089,-0.034,0.043
"V208_Very Low",0.045,-0.008,-0.092,-0.077,0.052
"V208_Low",-0.023,0.008,0.043,0.035,-0.024
"V208_Med",-0.015,0,0.028,0.024,-0.016
"V208_High",-0.006,-0.003,0.013,0.01,-0.005
"V208_ Very High",-0.004,-0.007,0.009,0.004,-0.001
"V231_Very Low",-0.01,-0.043,-0.043,-0.07,0.009
"V231_Low",0.005,-0.003,0.034,-0.001,0
"V231_Med",0.017,-0.002,0.042,-0.008,-0.006
"V231_High",0.028,0.004,0.044,0.022,-0.002
"V231_ Very High",0.026,0.011,-0.013,-0.02,0.035
"V232_Very Low",-0.008,-0.02,-0.039,-0.082,0.006
"V232_Low",0.018,0.01,0.041,-0.007,-0.002
"V232_Med",0.02,0.003,0.044,0.004,-0.005
"V232_High",0.029,-0.011,0.026,0.024,0.016
"V232_ Very High",0.008,-0.018,-0.007,-0.017,0.018
"V233_Very Low",-0.003,0.016,-0.017,-0.041,0.015
"V233_Low",0.009,0.017,0.016,-0.014,-0.01
"V233_Med",0.013,0.013,0.045,-0.011,-0.019
"V233_High",0.039,-0.019,0.043,0.027,0.02
"V233_ Very High",0.006,-0.064,-0.021,-0.038,0.031
"V239_Very Low",-0.009,-0.009,-0.027,-0.018,-0.031
"V239_Low",0.004,0.012,-0.011,-0.027,-0.018
"V239_Med",-0.001,0.008,0.014,-0.013,0.016
"V239_High",-0.006,-0.011,0.031,0.039,0.032
"V239_ Very High",0,-0.007,0.004,0.012,0.008
"V161_Low",-0.014,-0.005,0.019,0,-0.026
"V161_Med",0.012,0.021,0.009,0.001,-0.032
"V161_High",-0.002,-0.03,-0.043,-0.012,0.071
"V162_Low",0.012,-0.035,-0.027,0.005,-0.048
"V162_Med",0.025,0.015,-0.007,0.004,-0.039
"V162_High",-0.041,0.007,0.016,-0.019,0.099
"V163_Low",0.012,-0.024,-0.011,0.001,-0.022
"V163_Med",0.025,0.01,-0.007,0.014,-0.045
"V163_High",-0.042,0,0.004,-0.023,0.08
