"","V2","V258","V81","V82","V83"
"11090",170,1,2,2,2
"11091",170,1,2,2,2
"11092",170,1,2,2,2
"11093",170,1,1,2,2
"11094",170,1,1,2,2
"11095",170,1,1,1,2
"11096",170,1,1,2,2
"11097",170,1,1,2,2
"11098",170,1,2,2,1
"11099",170,1,1,2,2
"11100",170,1,2,2,2
"11101",170,1,1,2,1
"11102",170,1,1,2,2
"11103",170,1,1,1,1
"11104",170,1,1,2,2
"11105",170,1,1,2,2
"11106",170,1,1,2,2
"11107",170,1,2,1,2
"11108",170,1,1,2,2
"11109",170,1,1,2,2
"11110",170,1,1,2,2
"11111",170,1,2,2,2
"11112",170,1,1,2,2
"11113",170,1,2,2,2
"11114",170,1,1,2,2
"11115",170,1,1,2,2
"11116",170,1,2,2,2
"11117",170,1,1,2,2
"11118",170,1,1,2,1
"11119",170,1,1,2,1
"11120",170,1,1,2,2
"11121",170,1,1,2,2
"11122",170,1,2,1,1
"11123",170,1,1,2,2
"11124",170,1,1,2,2
"11125",170,1,2,2,2
"11126",170,1,1,2,1
"11127",170,1,1,2,2
"11128",170,1,2,2,2
"11129",170,1,1,2,2
"11130",170,1,1,2,2
"11131",170,1,1,2,2
"11132",170,1,1,2,2
"11133",170,1,1,2,2
"11134",170,1,1,2,2
"11135",170,1,1,2,2
"11136",170,1,1,2,1
"11137",170,1,2,2,1
"11138",170,1,2,2,2
"11139",170,1,1,2,2
"11140",170,1,1,2,2
"11141",170,1,1,2,2
"11142",170,1,1,2,2
"11143",170,1,1,2,2
"11144",170,1,1,2,2
"11145",170,1,1,2,2
"11146",170,1,1,2,2
"11147",170,1,1,2,2
"11148",170,1,1,2,2
"11149",170,1,1,2,2
"11150",170,1,1,2,2
"11151",170,1,1,2,2
"11152",170,1,1,2,2
"11153",170,1,1,2,2
"11154",170,1,-1,2,2
"11155",170,1,1,2,2
"11156",170,1,1,2,2
"11157",170,1,1,2,2
"11158",170,1,2,2,2
"11159",170,1,1,2,2
"11160",170,1,1,1,1
"11161",170,1,1,2,1
"11162",170,1,1,2,1
"11163",170,1,1,2,2
"11164",170,1,1,2,1
"11165",170,1,1,2,2
"11166",170,1,1,2,2
"11167",170,1,2,2,2
"11168",170,1,1,2,2
"11169",170,1,1,2,2
"11170",170,1,2,1,2
"11171",170,1,2,2,2
"11172",170,1,1,2,2
"11173",170,1,2,2,2
"11174",170,1,1,2,1
"11175",170,1,2,2,2
"11176",170,1,1,2,2
"11177",170,1,1,2,1
"11178",170,1,1,2,2
"11179",170,1,1,2,2
"11180",170,1,1,2,2
"11181",170,1,2,1,2
"11182",170,1,1,2,2
"11183",170,1,1,2,1
"11184",170,1,1,2,2
"11185",170,1,1,2,2
"11186",170,1,2,2,2
"11187",170,1,1,2,2
"11188",170,1,2,2,2
"11189",170,1,2,2,2
"11190",170,1,1,2,2
"11191",170,1,2,2,2
"11192",170,1,2,2,2
"11193",170,1,2,2,2
"11194",170,1,2,2,2
"11195",170,1,2,2,2
"11196",170,1,2,2,2
"11197",170,1,2,2,2
"11198",170,1,2,2,2
"11199",170,1,2,2,2
"11200",170,1,1,2,2
"11201",170,1,2,2,2
"11202",170,1,1,2,2
"11203",170,1,1,2,2
"11204",170,1,1,2,2
"11205",170,1,2,2,2
"11206",170,1,1,2,2
"11207",170,1,1,2,2
"11208",170,1,1,2,2
"11209",170,1,2,2,2
"11210",170,1,1,2,2
"11211",170,1,2,2,2
"11212",170,1,1,2,2
"11213",170,1,2,2,2
"11214",170,1,1,2,2
"11215",170,1,2,2,2
"11216",170,1,2,2,2
"11217",170,1,2,2,1
"11218",170,1,1,2,2
"11219",170,1,1,2,2
"11220",170,1,2,2,2
"11221",170,1,2,2,2
"11222",170,1,2,2,2
"11223",170,1,1,2,2
"11224",170,1,1,2,2
"11225",170,1,2,2,2
"11226",170,1,1,2,2
"11227",170,1,2,2,2
"11228",170,1,2,2,2
"11229",170,1,1,2,2
"11230",170,1,1,2,2
"11231",170,1,1,2,2
"11232",170,1,1,2,2
"11233",170,1,1,2,2
"11234",170,1,1,2,2
"11235",170,1,1,2,1
"11236",170,1,1,2,2
"11237",170,1,1,2,2
"11238",170,1,1,2,2
"11239",170,1,1,2,1
"11240",170,1,1,2,2
"11241",170,1,2,2,2
"11242",170,1,1,2,2
"11243",170,1,2,2,1
"11244",170,1,1,2,2
"11245",170,1,2,2,2
"11246",170,1,2,2,2
"11247",170,1,1,2,2
"11248",170,1,1,2,2
"11249",170,1,1,2,2
"11250",170,1,2,2,2
"11251",170,1,1,2,2
"11252",170,1,2,2,2
"11253",170,1,2,2,2
"11254",170,1,2,1,2
"11255",170,1,1,2,2
"11256",170,1,1,2,2
"11257",170,1,1,1,2
"11258",170,1,2,2,2
"11259",170,1,2,2,2
"11260",170,1,1,1,1
"11261",170,1,2,2,2
"11262",170,1,1,2,2
"11263",170,1,1,2,2
"11264",170,1,2,2,2
"11265",170,1,1,2,2
"11266",170,1,1,2,2
"11267",170,1,1,2,2
"11268",170,1,1,2,2
"11269",170,1,1,2,1
"11270",170,1,1,2,2
"11271",170,1,1,2,2
"11272",170,1,1,2,2
"11273",170,1,2,2,2
"11274",170,1,1,2,1
"11275",170,1,1,1,1
"11276",170,1,1,2,1
"11277",170,1,2,2,2
"11278",170,1,1,2,1
"11279",170,1,1,1,1
"11280",170,1,1,2,2
"11281",170,1,2,2,2
"11282",170,1,1,2,2
"11283",170,1,1,2,2
"11284",170,1,1,2,2
"11285",170,1,2,2,2
"11286",170,1,1,2,2
"11287",170,1,1,1,1
"11288",170,1,1,2,2
"11289",170,1,2,1,2
"11290",170,1,1,1,2
"11291",170,1,1,2,2
"11292",170,1,2,1,2
"11293",170,1,1,2,2
"11294",170,1,1,2,2
"11295",170,1,1,2,1
"11296",170,1,1,2,2
"11297",170,1,1,1,1
"11298",170,1,1,1,2
"11299",170,1,1,2,2
"11300",170,1,2,1,2
"11301",170,1,-2,2,2
"11302",170,1,1,2,2
"11303",170,1,1,2,2
"11304",170,1,1,2,2
"11305",170,1,1,2,2
"11306",170,1,1,2,1
"11307",170,1,1,2,2
"11308",170,1,1,2,2
"11309",170,1,1,2,2
"11310",170,1,2,2,2
"11311",170,1,1,2,2
"11312",170,1,1,2,2
"11313",170,1,1,2,2
"11314",170,1,1,1,2
"11315",170,1,2,2,2
"11316",170,1,2,2,2
"11317",170,1,2,2,2
"11318",170,1,1,1,2
"11319",170,1,1,2,2
"11320",170,1,1,1,1
"11321",170,1,2,2,1
"11322",170,1,2,2,2
"11323",170,1,2,2,2
"11324",170,1,2,2,2
"11325",170,1,1,2,2
"11326",170,1,2,2,1
"11327",170,1,1,2,2
"11328",170,1,1,2,1
"11329",170,1,1,1,2
"11330",170,1,1,1,1
"11331",170,1,1,2,2
"11332",170,1,1,2,2
"11333",170,1,1,2,2
"11334",170,1,1,2,2
"11335",170,1,1,2,2
"11336",170,1,2,2,2
"11337",170,1,1,2,2
"11338",170,1,1,2,1
"11339",170,1,1,2,2
"11340",170,1,2,2,2
"11341",170,1,2,2,2
"11342",170,1,1,1,1
"11343",170,1,1,2,2
"11344",170,1,1,2,2
"11345",170,1,2,2,2
"11346",170,1,1,2,2
"11347",170,1,1,2,1
"11348",170,1,1,2,1
"11349",170,1,2,2,2
"11350",170,1,1,2,2
"11351",170,1,2,2,2
"11352",170,1,1,2,2
"11353",170,1,2,2,2
"11354",170,1,2,2,2
"11355",170,1,1,2,2
"11356",170,1,1,2,2
"11357",170,1,1,2,2
"11358",170,1,2,2,2
"11359",170,1,1,2,1
"11360",170,1,1,2,2
"11361",170,1,2,2,1
"11362",170,1,1,1,1
"11363",170,1,1,2,1
"11364",170,1,1,2,1
"11365",170,1,2,2,1
"11366",170,1,1,1,1
"11367",170,1,2,2,2
"11368",170,1,1,2,2
"11369",170,1,2,2,2
"11370",170,1,1,1,2
"11371",170,1,2,2,1
"11372",170,1,1,2,2
"11373",170,1,1,2,2
"11374",170,1,1,2,2
"11375",170,1,1,2,2
"11376",170,1,1,2,1
"11377",170,1,1,2,2
"11378",170,1,1,2,2
"11379",170,1,2,2,2
"11380",170,1,1,2,2
"11381",170,1,2,2,2
"11382",170,1,1,1,1
"11383",170,1,1,1,1
"11384",170,1,2,2,1
"11385",170,1,2,2,2
"11386",170,1,1,2,1
"11387",170,1,2,2,2
"11388",170,1,1,2,1
"11389",170,1,1,2,2
"11390",170,1,1,2,2
"11391",170,1,2,2,2
"11392",170,1,2,2,2
"11393",170,1,2,2,2
"11394",170,1,1,2,2
"11395",170,1,1,2,2
"11396",170,1,1,2,2
"11397",170,1,2,2,2
"11398",170,1,3,2,2
"11399",170,1,1,2,2
"11400",170,1,1,1,2
"11401",170,1,1,2,2
"11402",170,1,1,2,2
"11403",170,1,1,2,2
"11404",170,1,1,2,2
"11405",170,1,1,2,2
"11406",170,1,1,2,1
"11407",170,1,2,2,2
"11408",170,1,1,2,2
"11409",170,1,1,2,2
"11410",170,1,-2,1,2
"11411",170,1,1,2,2
"11412",170,1,1,2,2
"11413",170,1,1,2,2
"11414",170,1,1,2,1
"11415",170,1,2,2,1
"11416",170,1,1,1,2
"11417",170,1,1,2,1
"11418",170,1,1,2,-2
"11419",170,1,1,2,2
"11420",170,1,1,2,2
"11421",170,1,2,2,2
"11422",170,1,1,1,2
"11423",170,1,1,2,1
"11424",170,1,1,2,1
"11425",170,1,2,2,1
"11426",170,1,1,2,2
"11427",170,1,2,2,2
"11428",170,1,1,2,1
"11429",170,1,2,2,1
"11430",170,1,2,2,2
"11431",170,1,1,2,1
"11432",170,1,1,2,1
"11433",170,1,2,1,1
"11434",170,1,2,2,1
"11435",170,1,1,2,1
"11436",170,1,1,2,2
"11437",170,1,2,2,2
"11438",170,1,1,2,2
"11439",170,1,1,2,2
"11440",170,1,1,2,1
"11441",170,1,1,2,1
"11442",170,1,2,1,1
"11443",170,1,2,2,2
"11444",170,1,1,2,2
"11445",170,1,1,2,2
"11446",170,1,1,2,2
"11447",170,1,1,1,2
"11448",170,1,1,2,2
"11449",170,1,1,2,2
"11450",170,1,1,2,2
"11451",170,1,2,2,1
"11452",170,1,1,1,2
"11453",170,1,1,1,1
"11454",170,1,1,1,1
"11455",170,1,2,2,2
"11456",170,1,1,2,2
"11457",170,1,2,2,2
"11458",170,1,1,2,1
"11459",170,1,2,2,2
"11460",170,1,1,2,2
"11461",170,1,1,2,2
"11462",170,1,1,2,1
"11463",170,1,1,2,2
"11464",170,1,1,2,1
"11465",170,1,1,1,2
"11466",170,1,1,1,1
"11467",170,1,1,2,2
"11468",170,1,1,2,2
"11469",170,1,1,2,2
"11470",170,1,1,1,2
"11471",170,1,1,2,1
"11472",170,1,2,2,2
"11473",170,1,1,2,2
"11474",170,1,1,2,2
"11475",170,1,2,2,2
"11476",170,1,2,2,2
"11477",170,1,2,2,2
"11478",170,1,1,2,1
"11479",170,1,1,2,2
"11480",170,1,2,2,2
"11481",170,1,1,2,2
"11482",170,1,1,2,1
"11483",170,1,2,2,2
"11484",170,1,2,1,2
"11485",170,1,2,2,2
"11486",170,1,1,1,2
"11487",170,1,1,1,2
"11488",170,1,1,2,2
"11489",170,1,1,2,2
"11490",170,1,1,2,1
"11491",170,1,1,2,2
"11492",170,1,2,2,2
"11493",170,1,1,2,2
"11494",170,1,1,2,2
"11495",170,1,-1,2,2
"11496",170,1,1,2,2
"11497",170,1,1,2,2
"11498",170,1,1,2,2
"11499",170,1,1,1,1
"11500",170,1,1,2,2
"11501",170,1,1,2,2
"11502",170,1,1,2,2
"11503",170,1,2,2,2
"11504",170,1,1,2,2
"11505",170,1,2,2,2
"11506",170,1,1,2,1
"11507",170,1,1,2,2
"11508",170,1,1,2,1
"11509",170,1,2,2,2
"11510",170,1,1,2,2
"11511",170,1,1,2,2
"11512",170,1,1,2,2
"11513",170,1,1,2,2
"11514",170,1,1,2,2
"11515",170,1,1,2,2
"11516",170,1,2,2,2
"11517",170,1,1,2,2
"11518",170,1,2,2,2
"11519",170,1,1,2,1
"11520",170,1,1,2,2
"11521",170,1,1,2,2
"11522",170,1,1,2,2
"11523",170,1,2,2,2
"11524",170,1,1,2,1
"11525",170,1,1,2,1
"11526",170,1,2,2,2
"11527",170,1,2,2,2
"11528",170,1,1,2,2
"11529",170,1,1,2,1
"11530",170,1,1,2,2
"11531",170,1,2,2,2
"11532",170,1,1,2,2
"11533",170,1,1,2,1
"11534",170,1,2,2,2
"11535",170,1,1,2,2
"11536",170,1,1,2,2
"11537",170,1,2,2,2
"11538",170,1,1,2,2
"11539",170,1,1,2,2
"11540",170,1,1,2,2
"11541",170,1,1,2,1
"11542",170,1,2,2,2
"11543",196,1.54478033988134,2,2,2
"11544",196,1.03053096893122,2,2,2
"11545",196,1.09310022698794,1,2,2
"11546",196,0.80179556559193,2,2,2
"11547",196,1.03053096893122,1,2,2
"11548",196,1.09310022698794,2,2,2
"11549",196,2.09725617830861,2,2,2
"11550",196,0.80179556559193,1,2,2
"11551",196,0.80179556559193,2,1,1
"11552",196,1.56019711189491,1,2,2
"11553",196,1.03053096893122,1,1,2
"11554",196,1.54478033988134,2,2,2
"11555",196,1.11882663143808,2,2,2
"11556",196,1.09310022698794,2,2,2
"11557",196,1.09310022698794,2,2,2
"11558",196,1.09310022698794,2,2,2
"11559",196,0.80179556559193,2,2,2
"11560",196,1.11882663143808,2,2,2
"11561",196,1.11882663143808,2,2,2
"11562",196,1.09310022698794,1,2,2
"11563",196,1.03053096893122,2,2,2
"11564",196,1.09310022698794,2,2,2
"11565",196,1.03053096893122,2,2,2
"11566",196,0.80179556559193,2,2,2
"11567",196,1.03053096893122,2,2,2
"11568",196,1.56019711189491,2,2,2
"11569",196,0.80179556559193,2,2,2
"11570",196,0.80179556559193,2,2,2
"11571",196,0.80179556559193,2,2,2
"11572",196,1.09310022698794,2,2,2
"11573",196,2.2326395415667,2,2,2
"11574",196,1.54478033988134,2,2,2
"11575",196,0.80179556559193,1,2,2
"11576",196,2.01523124020512,2,2,2
"11577",196,1.09310022698794,2,2,2
"11578",196,2.96179843470379,2,2,2
"11579",196,2.09725617830861,2,2,2
"11580",196,1.03053096893122,2,2,2
"11581",196,1.09310022698794,2,2,2
"11582",196,2.23868322567109,2,2,2
"11583",196,1.03053096893122,1,1,2
"11584",196,1.09310022698794,2,2,2
"11585",196,1.03053096893122,2,2,2
"11586",196,1.11882663143808,1,2,2
"11587",196,1.56019711189491,2,2,2
"11588",196,1.09310022698794,2,2,2
"11589",196,1.03053096893122,2,2,2
"11590",196,2.2326395415667,1,2,2
"11591",196,2.09725617830861,2,2,2
"11592",196,1.03053096893122,1,2,2
"11593",196,1.11882663143808,1,2,2
"11594",196,1.56019711189491,3,1,2
"11595",196,2.16714977943019,2,2,2
"11596",196,1.03053096893122,2,2,2
"11597",196,0.80179556559193,2,2,2
"11598",196,2.09725617830861,2,2,2
"11599",196,0.80179556559193,2,2,2
"11600",196,1.54478033988134,2,2,2
"11601",196,2.16714977943019,2,2,2
"11602",196,2.01523124020512,2,2,2
"11603",196,2.96179843470379,2,2,2
"11604",196,1.03053096893122,2,2,2
"11605",196,2.23868322567109,2,2,2
"11606",196,1.09310022698794,2,2,2
"11607",196,0.80179556559193,2,1,2
"11608",196,2.01523124020512,1,1,2
"11609",196,0.80179556559193,2,2,2
"11610",196,1.09310022698794,1,1,2
"11611",196,1.03053096893122,1,1,2
"11612",196,0.80179556559193,1,2,2
"11613",196,2.01523124020512,1,1,2
"11614",196,2.23868322567109,3,1,2
"11615",196,2.09725617830861,2,2,2
"11616",196,1.56019711189491,2,2,2
"11617",196,0.80179556559193,2,2,2
"11618",196,2.96179843470379,2,2,2
"11619",196,1.03053096893122,2,2,2
"11620",196,2.2326395415667,1,1,2
"11621",196,1.56019711189491,1,1,2
"11622",196,1.09310022698794,1,2,2
"11623",196,2.01523124020512,1,1,2
"11624",196,1.09310022698794,1,1,1
"11625",196,1.11882663143808,2,1,2
"11626",196,0.80179556559193,2,1,2
"11627",196,1.03053096893122,1,1,1
"11628",196,1.03053096893122,1,1,2
"11629",196,2.2326395415667,2,1,2
"11630",196,1.54478033988134,2,1,2
"11631",196,1.56019711189491,2,2,2
"11632",196,0.80179556559193,1,2,2
"11633",196,1.56019711189491,2,2,2
"11634",196,1.54478033988134,1,2,2
"11635",196,1.54478033988134,1,2,2
"11636",196,2.16714977943019,1,2,2
"11637",196,2.16714977943019,2,2,2
"11638",196,1.54478033988134,1,2,2
"11639",196,1.11882663143808,2,2,2
"11640",196,1.03053096893122,2,2,2
"11641",196,2.01523124020512,1,2,2
"11642",196,2.01523124020512,2,2,2
"11643",196,1.09310022698794,1,1,2
"11644",196,1.09310022698794,1,2,2
"11645",196,0.80179556559193,1,2,2
"11646",196,2.01523124020512,2,2,2
"11647",196,2.16714977943019,1,2,2
"11648",196,2.16714977943019,2,2,2
"11649",196,2.09725617830861,1,2,2
"11650",196,1.11882663143808,2,2,2
"11651",196,2.09725617830861,1,2,2
"11652",196,2.2326395415667,1,2,2
"11653",196,1.03053096893122,2,2,2
"11654",196,1.03053096893122,1,2,2
"11655",196,0.80179556559193,2,2,2
"11656",196,1.54478033988134,2,2,2
"11657",196,1.11882663143808,2,2,2
"11658",196,2.01523124020512,2,2,2
"11659",196,2.2326395415667,2,2,2
"11660",196,2.09725617830861,3,2,2
"11661",196,1.03053096893122,3,2,2
"11662",196,1.09310022698794,1,2,2
"11663",196,2.23868322567109,2,2,2
"11664",196,1.54478033988134,2,2,2
"11665",196,1.54478033988134,1,2,2
"11666",196,1.56019711189491,1,2,2
"11667",196,1.11882663143808,1,2,2
"11668",196,2.01523124020512,2,2,2
"11669",196,2.2326395415667,1,2,2
"11670",196,2.2326395415667,2,2,2
"11671",196,2.01523124020512,2,2,2
"11672",196,1.03053096893122,2,2,2
"11673",196,0.80179556559193,2,2,2
"11674",196,0.80179556559193,2,2,2
"11675",196,1.09310022698794,2,2,2
"11676",196,2.01523124020512,2,2,2
"11677",196,1.09310022698794,1,2,2
"11678",196,1.11882663143808,1,2,2
"11679",196,1.56019711189491,2,2,2
"11680",196,2.96179843470379,2,2,2
"11681",196,2.16714977943019,2,2,2
"11682",196,1.54478033988134,2,2,2
"11683",196,1.56019711189491,1,1,1
"11684",196,1.03053096893122,2,2,2
"11685",196,1.09310022698794,1,2,2
"11686",196,1.54478033988134,1,2,2
"11687",196,1.54478033988134,2,2,2
"11688",196,1.11882663143808,1,2,2
"11689",196,0.80179556559193,2,2,2
"11690",196,0.80179556559193,2,2,2
"11691",196,0.80179556559193,2,2,2
"11692",196,2.96179843470379,2,2,2
"11693",196,1.56019711189491,1,2,2
"11694",196,2.01523124020512,1,2,2
"11695",196,2.2326395415667,1,2,2
"11696",196,2.2326395415667,1,2,2
"11697",196,1.54478033988134,2,2,2
"11698",196,2.16714977943019,2,2,2
"11699",196,1.54478033988134,2,2,2
"11700",196,0.80179556559193,1,2,2
"11701",196,2.23868322567109,2,2,2
"11702",196,1.03053096893122,2,2,2
"11703",196,2.01523124020512,2,2,2
"11704",196,0.80179556559193,2,2,2
"11705",196,0.80179556559193,2,2,2
"11706",196,2.23868322567109,1,2,2
"11707",196,2.09725617830861,1,2,2
"11708",196,2.16714977943019,2,2,2
"11709",196,2.96179843470379,1,2,2
"11710",196,1.09310022698794,1,2,2
"11711",196,1.54478033988134,1,1,2
"11712",196,0.80179556559193,2,2,2
"11713",196,2.23868322567109,2,1,2
"11714",196,1.11882663143808,1,2,2
"11715",196,1.56019711189491,1,2,2
"11716",196,2.01523124020512,1,2,2
"11717",196,1.54478033988134,1,2,2
"11718",196,2.96179843470379,1,2,2
"11719",196,1.11882663143808,1,1,2
"11720",196,1.56019711189491,1,2,2
"11721",196,1.56019711189491,1,2,2
"11722",196,1.09310022698794,1,2,2
"11723",196,0.80179556559193,1,2,1
"11724",196,1.09310022698794,1,2,2
"11725",196,1.09310022698794,1,2,2
"11726",196,1.03053096893122,1,2,2
"11727",196,0.80179556559193,1,2,2
"11728",196,1.54478033988134,1,2,2
"11729",196,1.03053096893122,1,2,2
"11730",196,1.54478033988134,1,2,2
"11731",196,1.09310022698794,1,2,2
"11732",196,2.16714977943019,1,1,2
"11733",196,0.80179556559193,1,2,2
"11734",196,0.80179556559193,1,2,2
"11735",196,1.54478033988134,1,2,2
"11736",196,1.09310022698794,1,2,2
"11737",196,0.80179556559193,1,2,2
"11738",196,1.09310022698794,1,2,2
"11739",196,0.80179556559193,1,2,2
"11740",196,2.2326395415667,1,2,2
"11741",196,2.2326395415667,1,2,2
"11742",196,1.56019711189491,3,1,2
"11743",196,1.03390535969911,1,2,2
"11744",196,2.23995014051253,1,2,2
"11745",196,1.09667949622941,1,2,2
"11746",196,0.804420980996138,1,2,2
"11747",196,0.804420980996138,1,2,2
"11748",196,0.804420980996138,1,2,2
"11749",196,2.10412347474914,2,2,2
"11750",196,2.1742459363365,1,2,2
"11751",196,1.12249013953767,1,2,2
"11752",196,1.09667949622941,1,2,2
"11753",196,1.12249013953767,2,2,2
"11754",196,2.23995014051253,2,2,2
"11755",196,1.12249013953767,2,1,2
"11756",196,2.1742459363365,2,2,2
"11757",196,2.02182995362214,2,1,1
"11758",196,2.10412347474914,2,2,2
"11759",196,0.804420980996138,1,2,2
"11760",196,1.09667949622941,1,2,2
"11761",196,1.03390535969911,1,2,2
"11762",196,1.5653058513643,1,2,2
"11763",196,1.09667949622941,2,2,2
"11764",196,1.5653058513643,2,2,2
"11765",196,1.12249013953767,1,2,2
"11766",196,0.804420980996138,3,2,2
"11767",196,0.804420980996138,1,2,2
"11768",196,1.12249013953767,1,2,2
"11769",196,2.23995014051253,2,2,2
"11770",196,0.804420980996138,1,2,2
"11771",196,1.03390535969911,2,2,2
"11772",196,1.03390535969911,2,2,2
"11773",196,0.804420980996138,1,2,2
"11774",196,1.03390535969911,1,2,2
"11775",196,1.03390535969911,2,2,2
"11776",196,2.10412347474914,1,1,2
"11777",196,1.03390535969911,1,2,2
"11778",196,1.03390535969911,1,2,2
"11779",196,0.804420980996138,1,1,2
"11780",196,0.804420980996138,1,2,2
"11781",196,1.12249013953767,1,2,2
"11782",196,1.03390535969911,1,2,2
"11783",196,0.804420980996138,1,1,2
"11784",196,1.09667949622941,1,2,2
"11785",196,0.804420980996138,1,2,2
"11786",196,2.24601361294675,1,2,2
"11787",196,1.09667949622941,1,2,2
"11788",196,1.09667949622941,1,2,2
"11789",196,1.03390535969911,1,2,2
"11790",196,2.24601361294675,1,2,2
"11791",196,1.12249013953767,1,2,2
"11792",196,1.12249013953767,2,2,2
"11793",196,1.12249013953767,1,2,2
"11794",196,1.5653058513643,1,2,2
"11795",196,1.09667949622941,2,2,2
"11796",196,1.03390535969911,2,2,2
"11797",196,2.23995014051253,1,2,2
"11798",196,1.09667949622941,2,1,2
"11799",196,0.804420980996138,1,2,2
"11800",196,1.12249013953767,1,2,2
"11801",196,1.12249013953767,1,2,2
"11802",196,1.5653058513643,1,1,1
"11803",196,2.23995014051253,2,1,2
"11804",196,1.54983859764723,1,2,2
"11805",196,2.10412347474914,1,2,2
"11806",196,1.09667949622941,2,2,2
"11807",196,0.804420980996138,1,2,2
"11808",196,0.804420980996138,1,1,2
"11809",196,2.23995014051253,3,2,2
"11810",196,1.09667949622941,2,2,2
"11811",196,1.12249013953767,2,2,2
"11812",196,1.12249013953767,3,1,2
"11813",196,2.10412347474914,2,1,2
"11814",196,0.804420980996138,1,2,2
"11815",196,1.09667949622941,2,2,2
"11816",196,0.804420980996138,2,1,2
"11817",196,0.804420980996138,2,2,2
"11818",196,1.03390535969911,1,2,2
"11819",196,1.03390535969911,1,1,1
"11820",196,1.54983859764723,2,2,2
"11821",196,1.54983859764723,2,2,2
"11822",196,1.54983859764723,1,2,2
"11823",196,1.09667949622941,1,2,2
"11824",196,1.03390535969911,2,2,2
"11825",196,2.1742459363365,2,2,2
"11826",196,2.23995014051253,1,2,2
"11827",196,2.9714966054593,2,2,2
"11828",196,1.09667949622941,2,2,2
"11829",196,1.09667949622941,2,2,2
"11830",196,1.03390535969911,1,2,2
"11831",196,0.804420980996138,1,2,2
"11832",196,2.10412347474914,1,2,1
"11833",196,2.23995014051253,2,2,2
"11834",196,1.5653058513643,2,2,2
"11835",196,2.02182995362214,2,2,2
"11836",196,2.24601361294675,1,2,2
"11837",196,1.09667949622941,1,2,2
"11838",196,2.02182995362214,2,2,2
"11839",196,1.09667949622941,1,2,2
"11840",196,2.24601361294675,2,2,2
"11841",196,2.02182995362214,2,2,2
"11842",196,2.1742459363365,1,2,2
"11843",196,2.23995014051253,1,2,2
"11844",196,0.804420980996138,2,2,2
"11845",196,1.54983859764723,2,2,2
"11846",196,2.1742459363365,2,2,2
"11847",196,2.23995014051253,1,2,2
"11848",196,2.1742459363365,2,2,2
"11849",196,2.23995014051253,1,2,2
"11850",196,1.12249013953767,3,1,2
"11851",196,2.24601361294675,1,2,2
"11852",196,2.02182995362214,1,2,2
"11853",196,1.5653058513643,1,2,2
"11854",196,1.5653058513643,1,1,2
"11855",196,2.10412347474914,1,2,2
"11856",196,0.804420980996138,3,2,2
"11857",196,1.09667949622941,1,2,2
"11858",196,2.24601361294675,1,2,2
"11859",196,2.10412347474914,2,2,2
"11860",196,1.12249013953767,3,2,2
"11861",196,2.9714966054593,1,2,2
"11862",196,1.03390535969911,1,2,2
"11863",196,1.5653058513643,2,1,1
"11864",196,2.23995014051253,1,2,2
"11865",196,1.12249013953767,1,2,2
"11866",196,2.9714966054593,1,2,2
"11867",196,2.24601361294675,2,2,2
"11868",196,1.09667949622941,1,2,2
"11869",196,1.54983859764723,2,2,2
"11870",196,1.03390535969911,2,2,2
"11871",196,0.804420980996138,1,2,2
"11872",196,1.12249013953767,1,2,2
"11873",196,1.5653058513643,1,2,2
"11874",196,2.24601361294675,1,1,2
"11875",196,2.24601361294675,1,1,1
"11876",196,1.5653058513643,1,2,2
"11877",196,1.54983859764723,1,2,2
"11878",196,0.804420980996138,2,2,2
"11879",196,2.10412347474914,2,2,2
"11880",196,1.5653058513643,2,2,2
"11881",196,1.12249013953767,1,2,2
"11882",196,2.23995014051253,2,2,2
"11883",196,1.2713468204444,2,2,2
"11884",196,1.81929524257769,2,2,2
"11885",196,1.2713468204444,1,1,2
"11886",196,1.2713468204444,1,2,2
"11887",196,0.839741504930468,1,1,2
"11888",196,1.25878426386288,1,2,2
"11889",196,1.81929524257769,2,2,2
"11890",196,1.25878426386288,1,2,2
"11891",196,0.653353499903853,1,2,2
"11892",196,0.890726875945484,2,2,2
"11893",196,0.717524615061924,2,2,2
"11894",196,1.87682870533762,2,2,2
"11895",196,1.39621604512197,2,2,2
"11896",196,1.93937629428366,2,2,2
"11897",196,1.93937629428366,2,2,2
"11898",196,1.93937629428366,2,2,2
"11899",196,0.922219289205064,2,2,2
"11900",196,1.80342481747298,2,2,2
"11901",196,1.00123483215456,2,2,2
"11902",196,1.38241961741335,2,2,2
"11903",196,1.00123483215456,1,2,2
"11904",196,2.0033913750802,1,2,2
"11905",196,1.80342481747298,1,2,2
"11906",196,2.65050515977099,2,2,2
"11907",196,1.87682870533762,1,2,2
"11908",196,1.80342481747298,1,2,2
"11909",196,1.80342481747298,1,2,2
"11910",196,1.38241961741335,1,1,2
"11911",196,2.0033913750802,1,2,2
"11912",196,1.38241961741335,1,2,2
"11913",196,0.97821234547017,2,2,2
"11914",196,1.93937629428366,1,2,2
"11915",196,0.97821234547017,1,2,2
"11916",196,0.922219289205064,1,2,2
"11917",196,1.80342481747298,1,2,2
"11918",196,1.39621604512197,1,2,2
"11919",196,1.39621604512197,1,2,2
"11920",196,1.80342481747298,1,2,2
"11921",196,1.39621604512197,1,2,2
"11922",196,0.97821234547017,1,2,2
"11923",196,0.922219289205064,2,2,1
