"","V2","V258","V81","V82","V83"
"58307",616,0.868952110286622,1,2,2
"58308",616,0.940063682996196,1,2,2
"58309",616,1.41147756136326,2,2,2
"58310",616,0.786311146112533,2,2,2
"58311",616,0.530485310798205,1,2,2
"58312",616,0.922486260295486,1,2,2
"58313",616,0.765173598678185,2,2,2
"58314",616,0.531386821033688,-1,2,2
"58315",616,0.602597089873214,1,2,2
"58316",616,0.909427962647364,2,2,2
"58317",616,1.05199176963468,2,2,2
"58318",616,0.589396676290037,2,2,2
"58319",616,1.11336905846959,2,2,2
"58320",616,0.770287118236922,2,1,2
"58321",616,1.22853915375608,1,2,2
"58322",616,0.909241928471313,2,2,2
"58323",616,1.16338502568732,-1,2,2
"58324",616,1.2925094009311,2,2,2
"58325",616,0.827654972197251,2,2,2
"58326",616,0.728909975689519,2,2,2
"58327",616,0.852752672954117,2,2,2
"58328",616,0.457121028177343,1,2,2
"58329",616,1.58005931206738,1,2,2
"58330",616,0.932598961939108,1,2,2
"58331",616,1.07814897839042,2,2,2
"58332",616,0.849729810711883,2,2,2
"58333",616,1.19169977965865,3,2,2
"58334",616,0.936571536667183,3,2,2
"58335",616,0.783276662914989,2,2,2
"58336",616,0.827148803342722,1,2,2
"58337",616,0.983464821726104,-1,2,2
"58338",616,0.807435227289205,2,2,2
"58339",616,0.753933011521263,2,2,2
"58340",616,0.890958647809248,2,2,2
"58341",616,0.835953036662159,2,2,2
"58342",616,0.688946910017676,2,2,2
"58343",616,0.466248123757715,2,2,2
"58344",616,0.400457845351047,1,2,2
"58345",616,0.56210445420234,2,2,2
"58346",616,0.807435227289205,1,2,2
"58347",616,0.570246958231547,2,2,2
"58348",616,2.24516738445719,3,2,2
"58349",616,1.45443505458591,1,2,2
"58350",616,0.76414469964077,2,2,2
"58351",616,1.12175484111683,2,2,2
"58352",616,1.12580142476509,1,2,2
"58353",616,0.807435227289205,2,2,2
"58354",616,0.629279255493041,2,2,2
"58355",616,0.807435227289205,2,2,2
"58356",616,0.783373329337482,1,2,2
"58357",616,0.662778693192768,1,2,2
"58358",616,1.29171921535788,2,2,2
"58359",616,1.31464914687179,2,1,2
"58360",616,0.932598961939108,2,2,2
"58361",616,1.45443505458591,1,2,2
"58362",616,1.14305842571048,1,1,2
"58363",616,1.01943343079373,1,2,2
"58364",616,1.79070798542664,3,2,2
"58365",616,1.52864054859613,2,2,2
"58366",616,1.13255885803405,2,2,2
"58367",616,1.07962103342313,3,2,2
"58368",616,0.511591480820371,2,2,2
"58369",616,0.506208367820461,2,2,2
"58370",616,1.15274317692816,2,2,2
"58371",616,0.756481682480215,1,1,2
"58372",616,1.08252254696463,2,2,2
"58373",616,1.1047113561867,1,2,2
"58374",616,1.44665536808814,1,2,2
"58375",616,1.35943493702412,2,2,2
"58376",616,0.688266523917904,2,2,2
"58377",616,1.33281896987616,2,2,2
"58378",616,1.33281896987616,2,2,2
"58379",616,0.85156857581967,2,2,2
"58380",616,0.720397596647377,2,2,2
"58381",616,0.956838251062246,1,2,2
"58382",616,1.11831100659138,-1,2,2
"58383",616,0.847012939889536,2,2,2
"58384",616,1.30239930221692,1,2,2
"58385",616,1.18625617238728,2,2,2
"58386",616,1.20387867605964,1,1,2
"58387",616,0.979381706149858,1,2,2
"58388",616,1.47637526899118,1,2,2
"58389",616,1.59195894409423,1,2,2
"58390",616,1.50907824712936,2,2,2
"58391",616,0.860789051639729,2,2,2
"58392",616,0.79900523948671,2,2,2
"58393",616,0.661597155160823,2,2,2
"58394",616,0.970647195474766,2,2,2
"58395",616,0.736919452278785,2,2,2
"58396",616,0.800695739091632,1,2,2
"58397",616,1.06241944367873,1,2,2
"58398",616,1.05685768881197,1,2,2
"58399",616,1.15824658841049,1,2,2
"58400",616,0.981965018445075,1,2,2
"58401",616,1.1452502218288,2,2,2
"58402",616,0.661975098754959,2,2,2
"58403",616,1.12527492331261,2,2,2
"58404",616,0.661975098754959,2,2,2
"58405",616,1.52905205040968,1,2,2
"58406",616,1.40746620686184,1,2,2
"58407",616,0.984040936160827,-1,2,2
"58408",616,0.833916108573046,-1,2,2
"58409",616,0.547525809628872,1,1,2
"58410",616,0.709666695121079,1,2,2
"58411",616,0.592034760271626,2,2,2
"58412",616,0.581393205249573,1,2,2
"58413",616,0.915878091612449,-1,2,2
"58414",616,0.941849972568388,2,2,2
"58415",616,0.624832688954628,2,2,2
"58416",616,0.624832688954628,-1,2,2
"58417",616,0.555804971644826,2,2,2
"58418",616,1.17483682464203,1,2,2
"58419",616,0.887278221214128,1,2,2
"58420",616,0.857674780868818,1,2,2
"58421",616,0.762875886609275,2,2,2
"58422",616,1.50118612603957,-1,2,2
"58423",616,1.57104372489233,1,2,2
"58424",616,0.928420509368411,1,2,2
"58425",616,1.13585957456314,1,2,2
"58426",616,0.812012808077178,-1,2,2
"58427",616,0.718397058105299,2,2,2
"58428",616,0.672054186196575,2,2,2
"58429",616,0.95451773016705,2,2,2
"58430",616,0.930658517217825,1,2,2
"58431",616,0.583921816070797,1,2,2
"58432",616,0.933910574080674,1,2,2
"58433",616,1.04384689515464,2,2,2
"58434",616,1.39844669652863,2,2,2
"58435",616,0.87113506745148,2,2,2
"58436",616,1.00447924024116,2,2,2
"58437",616,0.907904575444258,2,2,2
"58438",616,0.851078806795912,1,2,2
"58439",616,0.828159112191207,2,2,2
"58440",616,0.795363782577319,1,2,2
"58441",616,0.77613037540831,2,2,1
"58442",616,1.00404247207837,2,2,2
"58443",616,0.718574797731577,1,2,2
"58444",616,2.02165708347159,1,1,2
"58445",616,1.14305842571048,1,1,2
"58446",616,0.592878113473476,2,2,2
"58447",616,0.76345708998382,1,2,2
"58448",616,1.3893593355823,1,2,2
"58449",616,0.953679739888544,2,2,2
"58450",616,1.56500524656004,2,2,2
"58451",616,0.84725302680276,2,2,2
"58452",616,0.798614677451062,2,2,2
"58453",616,1.04096446207391,1,2,2
"58454",616,0.997532015563395,1,2,2
"58455",616,1.19092783617792,1,2,2
"58456",616,0.377525573506923,2,2,2
"58457",616,1.53443176367944,2,2,1
"58458",616,1.19092783617792,2,2,2
"58459",616,0.714730638541128,2,2,2
"58460",616,0.882219842948752,2,2,2
"58461",616,1.08265120702979,2,2,2
"58462",616,0.614218348364892,-1,2,2
"58463",616,1.18625617238728,2,2,2
"58464",616,1.29543185740385,1,2,2
"58465",616,0.752153987050527,2,2,2
"58466",616,1.49564321685735,2,2,2
"58467",616,0.506565265719974,1,2,2
"58468",616,0.522188002495878,1,2,2
"58469",616,0.506565265719974,2,2,2
"58470",616,0.593409920532069,-1,2,2
"58471",616,0.548295348375973,2,2,2
"58472",616,1.04032689658384,2,2,2
"58473",616,0.427441049904788,1,2,2
"58474",616,0.762923315642461,1,2,2
"58475",616,0.668267339341407,1,2,2
"58476",616,0.502176478952185,1,2,2
"58477",616,1.8460301811848,2,2,2
"58478",616,0.861628904784371,2,2,2
"58479",616,1.35919132290119,2,2,2
"58480",616,1.12363043208815,-1,2,2
"58481",616,0.935181394482177,2,2,2
"58482",616,0.913895998733113,1,2,2
"58483",616,1.14582539444638,1,1,2
"58484",616,1.24660504625122,2,2,2
"58485",616,0.94652697051865,1,2,2
"58486",616,0.797026967506829,1,2,2
"58487",616,0.941608861060525,1,2,2
"58488",616,0.46786174337391,1,2,2
"58489",616,1.2047988711366,2,2,2
"58490",616,1.19835355929469,2,2,2
"58491",616,1.18263910538044,1,2,2
"58492",616,0.9810497287231,1,2,2
"58493",616,0.952437228009026,2,2,2
"58494",616,1.21261744495032,2,2,2
"58495",616,0.779543398653914,2,2,2
"58496",616,1.11553623639186,1,2,2
"58497",616,0.654649533055359,2,2,2
"58498",616,1.13229797334772,2,2,2
"58499",616,0.784999253813475,2,2,2
"58500",616,0.674231366875548,-1,2,2
"58501",616,0.773765043333472,1,2,1
"58502",616,1.1926364187646,3,2,2
"58503",616,1.34770424680625,1,2,2
"58504",616,1.43391591884292,2,2,2
"58505",616,1.23176428103088,2,2,2
"58506",616,0.826183098295824,1,1,2
"58507",616,1.04384689515464,2,2,2
"58508",616,0.955874147549589,1,2,2
"58509",616,0.770485652046378,2,2,2
"58510",616,0.557038919523133,2,2,2
"58511",616,0.701348048981156,1,2,2
"58512",616,1.96841993017244,1,1,2
"58513",616,1.31805935118345,2,1,2
"58514",616,1.5797758577177,2,2,2
"58515",616,1.2869793044844,2,2,2
"58516",616,0.815179709269758,2,2,2
"58517",616,1.4413895048969,3,2,1
"58518",616,0.815179709269758,2,2,2
"58519",616,0.995050229322589,2,2,2
"58520",616,0.663090997832565,2,2,2
"58521",616,0.991441228748549,2,2,2
"58522",616,0.696242939178687,2,2,2
"58523",616,0.77918587464219,2,2,2
"58524",616,1.20375415224844,1,2,2
"58525",616,1.13430494661434,2,2,2
"58526",616,1.06538265034289,1,2,2
"58527",616,1.35943493702412,1,2,2
"58528",616,1.35943493702412,2,2,2
"58529",616,1.15994257815232,1,2,2
"58530",616,1.08423735391966,2,2,2
"58531",616,0.845487324514317,1,2,2
"58532",616,1.28449264349865,1,2,2
"58533",616,0.558672695413929,2,2,2
"58534",616,1.33185898662139,1,2,2
"58535",616,1.34883625793893,1,2,2
"58536",616,0.911595897880971,2,2,2
"58537",616,1.24459592832636,1,2,2
"58538",616,1.47995168302623,2,2,2
"58539",616,1.08590498008498,2,2,2
"58540",616,1.60945765995688,-1,2,2
"58541",616,2.22107843957665,1,1,2
"58542",616,0.284491538991606,2,2,2
"58543",616,0.466248123757715,2,2,2
"58544",616,0.545172187543552,2,2,2
"58545",616,0.757374324216996,1,2,2
"58546",616,0.963688068612791,1,2,2
"58547",616,0.934856603780092,3,2,2
"58548",616,1.33596906817131,1,2,2
"58549",616,1.05214052742731,1,1,1
"58550",616,1.04231525619766,1,2,2
"58551",616,0.619419255340168,1,2,2
"58552",616,0.809883898604795,1,1,2
"58553",616,0.76414469964077,2,2,2
"58554",616,0.74743595493735,2,2,2
"58555",616,1.00809809968902,2,2,2
"58556",616,0.568773871626702,2,1,2
"58557",616,0.624354008453139,2,2,2
"58558",616,1.07681467206702,2,2,2
"58559",616,0.795478701199935,2,2,2
"58560",616,0.904610884481055,2,2,2
"58561",616,0.592051489980284,1,2,2
"58562",616,0.466248123757715,1,2,2
"58563",616,0.548295348375973,2,2,2
"58564",616,0.445649338987824,2,2,2
"58565",616,0.729637241064885,1,2,2
"58566",616,0.466248123757715,2,2,2
"58567",616,0.410393983681712,2,2,2
"58568",616,0.593409920532069,1,2,2
"58569",616,0.895395914165602,-1,2,2
"58570",616,1.5877110324704,2,2,2
"58571",616,1.41094078037441,2,2,2
"58572",616,0.43502048302534,1,2,2
"58573",616,0.718574797731577,2,2,2
"58574",616,0.52589687352498,2,2,2
"58575",616,0.602597089873214,1,2,2
"58576",616,0.826394080874641,2,2,2
"58577",616,1.02138191138936,2,2,2
"58578",616,1.20490993020249,1,2,2
"58579",616,0.933800310397411,1,2,2
"58580",616,1.47719928787855,2,2,2
"58581",616,2.24298396675206,1,2,2
"58582",616,1.67195843332896,1,2,2
"58583",616,1.13286029722808,2,2,2
"58584",616,0.967012977912421,1,2,2
"58585",616,0.781637368447311,1,2,2
"58586",616,1.23824211393299,1,2,2
"58587",616,1.82624763177674,1,2,2
"58588",616,1.61891336336026,2,2,2
"58589",616,1.38239664875748,2,2,2
"58590",616,1.32489559831794,3,2,2
"58591",616,1.76394678526176,2,2,2
"58592",616,1.51464433908897,2,2,2
"58593",616,1.15532896551106,1,2,2
"58594",616,1.10256078516885,2,2,2
"58595",616,0.901380904220777,2,2,2
"58596",616,1.13585957456314,3,2,2
"58597",616,1.40686173557812,2,2,2
"58598",616,0.869378111780005,2,2,2
"58599",616,0.636902340335717,2,2,2
"58600",616,0.97631132254442,1,2,2
"58601",616,0.909427962647364,1,2,2
"58602",616,1.18815695637245,2,1,2
"58603",616,0.84725302680276,1,2,2
"58604",616,1.27968752108849,-1,2,2
"58605",616,1.56739355081243,1,1,2
"58606",616,0.827189302693915,2,2,2
"58607",616,0.656366304261932,2,2,2
"58608",616,1.09148289824708,1,2,2
"58609",616,1.07774483241965,3,2,2
"58610",616,0.643981856324785,2,2,2
"58611",616,0.606462387357995,2,2,2
"58612",616,0.807435227289205,-1,2,2
"58613",616,0.643981856324785,2,2,2
"58614",616,1.32193460338906,1,2,2
"58615",634,1.05285139229035,2,2,2
"58616",634,0.941980866259091,2,2,2
"58617",634,0.941980866259091,2,2,2
"58618",634,1.08278165026157,-1,2,1
"58619",634,0.641512172599949,1,2,2
"58620",634,1.08278165026157,2,2,2
"58621",634,0.982376249395075,2,2,2
"58622",634,0.941980866259091,1,1,2
"58623",634,0.941980866259091,2,2,2
"58624",634,0.941980866259091,2,2,2
"58625",634,0.941980866259091,1,2,2
"58626",634,0.941980866259091,2,2,2
"58627",634,0.941980866259091,1,2,2
"58628",634,0.941980866259091,1,2,2
"58629",634,0.941980866259091,1,2,2
"58630",634,0.641512172599949,1,1,1
"58631",634,0.941980866259091,1,2,2
"58632",634,0.941980866259091,2,2,2
"58633",634,0.982376249395075,2,2,1
"58634",634,0.641512172599949,2,2,2
"58635",634,0.941980866259091,1,2,2
"58636",634,0.941980866259091,1,2,2
"58637",634,1.05285139229035,1,2,2
"58638",634,1.05285139229035,1,1,1
"58639",634,1.05285139229035,1,2,2
"58640",634,1.05285139229035,1,2,2
"58641",634,1.05285139229035,1,1,1
"58642",634,0.941980866259091,-1,2,2
"58643",634,0.941980866259091,2,2,2
"58644",634,0.641512172599949,-1,2,2
"58645",634,0.982376249395075,1,2,2
"58646",634,0.941980866259091,1,2,2
"58647",634,0.641512172599949,1,2,2
"58648",634,0.941980866259091,1,1,2
"58649",634,0.941980866259091,1,2,2
"58650",634,0.941980866259091,1,2,2
"58651",634,1.05285139229035,1,2,2
"58652",634,0.941980866259091,2,2,2
"58653",634,0.941980866259091,1,2,2
"58654",634,0.641512172599949,1,1,1
"58655",634,1.08278165026157,2,2,2
"58656",634,0.941980866259091,1,2,2
"58657",634,0.941980866259091,1,2,2
"58658",634,0.941980866259091,1,1,2
"58659",634,1.08278165026157,2,1,1
"58660",634,0.982376249395075,1,2,2
"58661",634,1.05285139229035,2,2,2
"58662",634,0.941980866259091,2,2,2
"58663",634,1.05285139229035,1,2,2
"58664",634,1.05285139229035,1,2,2
"58665",634,1.05285139229035,1,2,2
"58666",634,0.941980866259091,2,2,2
"58667",634,0.982376249395075,2,2,2
"58668",634,1.05285139229035,1,2,2
"58669",634,0.641512172599949,2,2,2
"58670",634,0.941980866259091,1,2,2
"58671",634,0.941980866259091,1,2,2
"58672",634,1.05285139229035,1,2,2
"58673",634,0.941980866259091,2,2,2
"58674",634,0.941980866259091,1,2,2
"58675",634,1.08278165026157,1,2,2
"58676",634,0.941980866259091,2,2,2
"58677",634,0.941980866259091,2,2,2
"58678",634,1.05285139229035,2,1,2
"58679",634,1.05285139229035,1,1,1
"58680",634,1.05285139229035,1,2,2
"58681",634,1.05285139229035,1,1,1
"58682",634,0.941980866259091,1,2,2
"58683",634,0.941980866259091,2,2,2
"58684",634,1.08278165026157,1,2,2
"58685",634,1.05285139229035,1,2,1
"58686",634,1.05285139229035,1,2,2
"58687",634,0.941980866259091,2,2,2
"58688",634,0.941980866259091,1,2,2
"58689",634,0.941980866259091,1,2,2
"58690",634,0.941980866259091,1,2,2
"58691",634,0.941980866259091,2,2,2
"58692",634,1.05285139229035,2,2,2
"58693",634,0.941980866259091,2,2,2
"58694",634,0.941980866259091,1,2,2
"58695",634,0.941980866259091,2,2,2
"58696",634,0.941980866259091,1,2,2
"58697",634,0.982376249395075,1,2,2
"58698",634,1.05285139229035,2,2,2
"58699",634,1.30162236763556,2,2,2
"58700",634,0.941980866259091,1,2,2
"58701",634,1.08278165026157,1,2,2
"58702",634,1.05285139229035,1,2,2
"58703",634,0.982376249395075,1,2,2
"58704",634,0.941980866259091,-1,2,2
"58705",634,1.05285139229035,1,1,1
"58706",634,0.941980866259091,1,1,1
"58707",634,1.05285139229035,1,1,1
"58708",634,0.941980866259091,2,2,2
"58709",634,0.982376249395075,1,1,1
"58710",634,0.641512172599949,1,2,2
"58711",634,0.941980866259091,2,2,2
"58712",634,1.05285139229035,1,2,2
"58713",634,1.05285139229035,1,2,1
"58714",634,1.05285139229035,1,2,2
"58715",634,1.08278165026157,1,1,2
"58716",634,1.05285139229035,1,2,2
"58717",634,0.941980866259091,1,2,2
"58718",634,0.941980866259091,1,2,2
"58719",634,1.08278165026157,1,1,2
"58720",634,0.941980866259091,2,2,2
"58721",634,1.05285139229035,1,2,2
"58722",634,0.982376249395075,2,2,2
"58723",634,0.941980866259091,1,2,2
"58724",634,0.941980866259091,1,2,2
"58725",634,1.08278165026157,2,1,2
"58726",634,0.941980866259091,2,2,2
"58727",634,0.941980866259091,1,2,2
"58728",634,1.05285139229035,1,1,2
"58729",634,1.05285139229035,2,1,1
"58730",634,1.05285139229035,1,1,2
"58731",634,1.05285139229035,1,2,1
"58732",634,0.941980866259091,1,2,2
"58733",634,1.08278165026157,1,1,2
"58734",634,0.941980866259091,2,2,2
"58735",634,1.05285139229035,1,2,2
"58736",634,0.941980866259091,2,2,2
"58737",634,0.941980866259091,1,2,2
"58738",634,0.941980866259091,1,2,2
"58739",634,0.941980866259091,1,2,2
"58740",634,0.941980866259091,1,1,1
"58741",634,1.30162236763556,2,1,2
"58742",634,1.30162236763556,2,2,2
"58743",634,1.05285139229035,2,2,2
"58744",634,0.941980866259091,2,2,2
"58745",634,1.05285139229035,2,1,2
"58746",634,1.30162236763556,1,2,2
"58747",634,1.30162236763556,2,2,2
"58748",634,0.941980866259091,1,2,2
"58749",634,1.08278165026157,1,2,2
"58750",634,0.941980866259091,1,2,2
"58751",634,1.08278165026157,2,2,2
"58752",634,0.941980866259091,1,2,2
"58753",634,0.941980866259091,2,2,2
"58754",634,0.982376249395075,1,2,1
"58755",634,0.941980866259091,1,2,2
"58756",634,0.941980866259091,1,2,1
"58757",634,0.941980866259091,2,2,1
"58758",634,0.941980866259091,2,2,2
"58759",634,0.941980866259091,2,2,2
"58760",634,0.641512172599949,1,2,2
"58761",634,0.941980866259091,1,2,2
"58762",634,0.941980866259091,2,2,2
"58763",634,1.05285139229035,2,2,2
"58764",634,0.941980866259091,1,2,2
"58765",634,0.641512172599949,1,1,1
"58766",634,0.941980866259091,1,2,2
"58767",634,0.982376249395075,1,2,2
"58768",634,0.941980866259091,2,2,2
"58769",634,0.941980866259091,1,2,2
"58770",634,1.05285139229035,2,2,2
"58771",634,0.941980866259091,2,2,2
"58772",634,0.941980866259091,1,2,2
"58773",634,0.941980866259091,1,2,2
"58774",634,0.941980866259091,1,2,2
"58775",634,0.941980866259091,1,2,2
"58776",634,1.05285139229035,1,2,2
"58777",634,1.05285139229035,1,2,2
"58778",634,1.05285139229035,1,2,2
"58779",634,1.05285139229035,1,2,2
"58780",634,0.941980866259091,2,2,2
"58781",634,1.05285139229035,2,2,2
"58782",634,0.941980866259091,2,2,2
"58783",634,0.941980866259091,1,1,1
"58784",634,0.941980866259091,1,2,2
"58785",634,0.941980866259091,1,2,1
"58786",634,1.05285139229035,2,2,2
"58787",634,0.941980866259091,1,2,2
"58788",634,1.05285139229035,1,2,2
"58789",634,0.941980866259091,1,2,2
"58790",634,0.941980866259091,1,2,2
"58791",634,0.941980866259091,1,2,2
"58792",634,0.941980866259091,2,2,2
"58793",634,0.941980866259091,2,1,2
"58794",634,0.941980866259091,1,2,2
"58795",634,0.941980866259091,1,2,2
"58796",634,0.941980866259091,1,2,2
"58797",634,1.05285139229035,1,2,2
"58798",634,1.08278165026157,2,2,2
"58799",634,1.05285139229035,1,1,2
"58800",634,0.941980866259091,2,2,2
"58801",634,1.05285139229035,1,2,2
"58802",634,1.30162236763556,1,2,1
"58803",634,1.05285139229035,1,2,2
"58804",634,0.941980866259091,2,2,2
"58805",634,0.982376249395075,1,2,2
"58806",634,1.05285139229035,1,2,2
"58807",634,0.941980866259091,2,1,2
"58808",634,1.05285139229035,1,1,2
"58809",634,1.05285139229035,1,1,1
"58810",634,1.05285139229035,2,2,2
"58811",634,1.05285139229035,2,2,2
"58812",634,1.05285139229035,1,2,2
"58813",634,1.05285139229035,2,2,2
"58814",634,0.941980866259091,1,2,2
"58815",634,1.30162236763556,1,2,2
"58816",634,0.982376249395075,1,1,2
"58817",634,1.05285139229035,1,2,2
"58818",634,1.05285139229035,1,2,2
"58819",634,1.05285139229035,1,2,1
"58820",634,0.941980866259091,1,2,2
"58821",634,0.941980866259091,1,2,2
"58822",634,0.941980866259091,2,2,2
"58823",634,0.941980866259091,2,2,2
"58824",634,0.941980866259091,2,1,2
"58825",634,0.941980866259091,2,2,2
"58826",634,1.05285139229035,2,1,1
"58827",634,1.08278165026157,1,2,2
"58828",634,0.941980866259091,2,1,2
"58829",634,0.641512172599949,1,2,2
"58830",634,1.05285139229035,1,2,2
"58831",634,0.941980866259091,1,2,2
"58832",634,0.941980866259091,1,2,2
"58833",634,1.05285139229035,1,2,2
"58834",634,0.941980866259091,1,2,2
"58835",634,0.941980866259091,1,2,2
"58836",634,0.941980866259091,1,2,2
"58837",634,1.05285139229035,1,2,2
"58838",634,0.941980866259091,1,1,1
"58839",634,0.941980866259091,1,2,2
"58840",634,0.941980866259091,2,2,2
"58841",634,1.05285139229035,1,2,2
"58842",634,0.641512172599949,1,1,2
"58843",634,1.05285139229035,1,2,2
"58844",634,0.941980866259091,1,2,2
"58845",634,0.941980866259091,1,2,2
"58846",634,0.941980866259091,1,1,1
"58847",634,0.941980866259091,2,2,2
"58848",634,0.941980866259091,1,1,2
"58849",634,0.941980866259091,1,2,2
"58850",634,0.941980866259091,1,1,1
"58851",634,1.05285139229035,2,2,2
"58852",634,1.30162236763556,1,2,1
"58853",634,0.941980866259091,-1,2,2
"58854",634,0.941980866259091,1,2,2
"58855",634,0.941980866259091,2,2,2
"58856",634,1.30162236763556,1,2,2
"58857",634,0.941980866259091,2,1,2
"58858",634,0.941980866259091,1,2,2
"58859",634,1.08278165026157,2,2,2
"58860",634,0.941980866259091,2,2,2
"58861",634,0.941980866259091,1,1,1
"58862",634,1.30162236763556,2,2,2
"58863",634,1.05285139229035,1,2,2
"58864",634,0.941980866259091,1,2,2
"58865",634,0.941980866259091,1,2,2
"58866",634,0.941980866259091,1,2,2
"58867",634,1.05285139229035,1,2,2
"58868",634,1.05285139229035,1,2,2
"58869",634,0.941980866259091,-1,2,2
"58870",634,1.30162236763556,1,2,2
"58871",634,0.982376249395075,1,2,2
"58872",634,1.05285139229035,1,2,2
"58873",634,0.941980866259091,1,2,2
"58874",634,0.941980866259091,1,1,1
"58875",634,1.05285139229035,1,2,2
"58876",634,0.941980866259091,2,2,2
"58877",634,0.941980866259091,1,1,2
"58878",634,1.05285139229035,2,2,2
"58879",634,0.941980866259091,2,2,2
"58880",634,0.941980866259091,-1,2,2
"58881",634,0.941980866259091,1,2,2
"58882",634,1.05285139229035,1,2,1
"58883",634,0.941980866259091,2,2,2
"58884",634,0.941980866259091,2,2,2
"58885",634,0.941980866259091,1,2,2
"58886",634,1.08278165026157,1,2,2
"58887",634,0.941980866259091,2,2,2
"58888",634,1.05285139229035,1,2,2
"58889",634,1.30162236763556,1,2,2
"58890",634,0.941980866259091,1,1,1
"58891",634,0.941980866259091,1,2,2
"58892",634,0.941980866259091,1,2,2
"58893",634,1.30162236763556,2,2,1
"58894",634,0.941980866259091,1,2,2
"58895",634,1.08278165026157,1,2,2
"58896",634,0.941980866259091,2,1,2
"58897",634,1.05285139229035,2,2,2
"58898",634,0.941980866259091,1,2,2
"58899",634,1.05285139229035,-1,1,2
"58900",634,0.941980866259091,2,2,2
"58901",634,0.941980866259091,1,2,2
"58902",634,0.941980866259091,2,2,2
"58903",634,0.941980866259091,2,1,1
"58904",634,0.941980866259091,1,2,2
"58905",634,0.941980866259091,2,2,2
"58906",634,1.05285139229035,1,2,1
"58907",634,1.05285139229035,1,2,2
"58908",634,0.941980866259091,1,2,2
"58909",634,1.05285139229035,1,2,2
"58910",634,0.941980866259091,2,2,2
"58911",634,0.941980866259091,2,2,2
"58912",634,1.30162236763556,1,2,2
"58913",634,1.05285139229035,1,1,2
"58914",634,1.08278165026157,1,1,2
"58915",634,0.982376249395075,2,2,2
"58916",634,0.941980866259091,2,2,2
"58917",634,0.941980866259091,1,1,2
"58918",634,0.941980866259091,1,2,2
"58919",634,0.941980866259091,2,2,2
"58920",634,0.982376249395075,2,2,2
"58921",634,1.05285139229035,1,2,2
"58922",634,0.982376249395075,1,2,2
"58923",634,0.941980866259091,1,2,2
"58924",634,0.941980866259091,2,2,2
"58925",634,0.941980866259091,1,2,2
"58926",634,0.941980866259091,2,2,2
"58927",634,1.05285139229035,2,2,2
"58928",634,1.05285139229035,1,1,1
"58929",634,0.941980866259091,2,2,2
"58930",634,0.941980866259091,1,2,2
"58931",634,0.641512172599949,1,2,2
"58932",634,0.982376249395075,2,1,2
"58933",634,0.941980866259091,2,2,2
"58934",634,0.982376249395075,2,2,2
"58935",634,1.05285139229035,2,2,2
"58936",634,0.941980866259091,2,2,2
"58937",634,0.941980866259091,2,2,2
"58938",634,1.05285139229035,1,2,2
"58939",634,0.982376249395075,2,2,2
"58940",634,0.941980866259091,1,2,2
"58941",634,0.941980866259091,2,2,2
"58942",634,0.941980866259091,1,1,2
"58943",634,0.982376249395075,2,2,2
"58944",634,1.05285139229035,2,2,2
"58945",634,1.05285139229035,1,2,2
"58946",634,0.941980866259091,1,1,1
"58947",634,0.941980866259091,2,1,2
"58948",634,1.05285139229035,1,2,2
"58949",634,1.05285139229035,1,2,2
"58950",634,0.982376249395075,1,1,2
"58951",634,1.05285139229035,1,2,2
"58952",634,1.05285139229035,1,2,2
"58953",634,1.05285139229035,2,2,2
"58954",634,1.05285139229035,1,2,2
"58955",634,0.941980866259091,1,2,2
"58956",634,1.30162236763556,2,2,2
"58957",634,1.08278165026157,1,1,2
"58958",634,0.982376249395075,1,2,2
"58959",634,1.05285139229035,1,1,1
"58960",634,0.941980866259091,2,2,2
"58961",634,1.05285139229035,1,2,2
"58962",634,1.05285139229035,2,2,2
"58963",634,1.05285139229035,1,2,2
"58964",634,0.982376249395075,1,2,2
"58965",634,1.05285139229035,2,2,2
"58966",634,1.05285139229035,1,2,2
"58967",634,1.05285139229035,1,2,2
"58968",634,1.05285139229035,1,1,2
"58969",634,0.941980866259091,1,1,2
"58970",634,1.05285139229035,1,2,2
"58971",634,1.30162236763556,2,2,2
"58972",634,0.941980866259091,2,2,2
"58973",634,0.941980866259091,2,2,2
"58974",634,1.05285139229035,1,2,2
"58975",634,1.05285139229035,2,1,2
"58976",634,1.05285139229035,1,2,2
"58977",634,1.05285139229035,1,2,2
"58978",634,1.05285139229035,2,2,2
"58979",634,0.941980866259091,2,2,2
"58980",634,0.982376249395075,1,2,2
"58981",634,0.941980866259091,1,2,2
"58982",634,0.982376249395075,1,2,2
"58983",634,0.641512172599949,1,2,1
"58984",634,0.641512172599949,1,2,1
"58985",634,0.941980866259091,1,2,2
"58986",634,1.05285139229035,2,2,2
"58987",634,0.941980866259091,2,2,2
"58988",634,1.05285139229035,1,2,2
"58989",634,0.941980866259091,2,2,2
"58990",634,1.05285139229035,2,1,2
"58991",634,1.05285139229035,1,2,2
"58992",634,1.08278165026157,1,2,2
"58993",634,1.05285139229035,1,2,2
"58994",634,1.05285139229035,2,2,2
"58995",634,1.05285139229035,2,1,1
"58996",634,1.05285139229035,1,2,2
"58997",634,1.05285139229035,1,2,2
"58998",634,1.05285139229035,1,2,2
"58999",634,0.941980866259091,2,2,2
"59000",634,1.05285139229035,1,1,1
"59001",634,1.05285139229035,1,2,1
"59002",634,0.941980866259091,1,2,2
"59003",634,1.30162236763556,1,2,2
