"","V2","V258","V102","V49","V54","V51","V52","V50","V48","V47","V53"
"7289",112,1.20514194122309,2,-1,2,2,3,3,1,2,2
"7290",112,1.23359843831987,1,-1,3,1,4,3,3,2,2
"7291",112,0.921872996049891,2,2,1,2,4,3,1,2,2
"7292",112,1.04835510847315,2,4,2,1,4,3,3,3,2
"7293",112,1.06301954801859,1,2,2,3,4,3,3,1,3
"7294",112,1.14034296148758,1,4,3,1,4,4,1,2,1
"7295",112,0.921872996049891,1,2,3,3,3,3,1,1,3
"7296",112,1.20514194122309,2,-1,3,1,3,3,1,3,2
"7297",112,0.930292930218316,1,-1,2,2,-1,4,1,-1,2
"7298",112,1.06517135688681,2,2,3,1,3,4,1,3,1
"7299",112,1.07898057746509,1,1,2,3,3,3,3,3,1
"7300",112,1.1574649867799,1,2,4,1,2,3,3,3,1
"7301",112,1.1574649867799,1,2,1,1,4,3,2,3,3
"7302",112,1.06409595424397,1,1,3,1,4,3,1,2,1
"7303",112,0.991739547639527,1,1,1,1,1,3,2,-2,1
"7304",112,1.01383542718981,1,1,1,4,4,4,1,1,4
"7305",112,1.07898057746509,1,1,3,2,3,3,2,2,2
"7306",112,1.11281869859897,2,3,2,1,4,3,-1,3,2
"7307",112,1.1807525642788,2,2,1,2,3,3,-1,3,2
"7308",112,0.944261095602251,2,2,4,3,3,2,-1,-2,2
"7309",112,1.07898057746509,1,1,2,4,4,3,2,3,3
"7310",112,1.22323691045194,1,3,2,2,3,3,3,2,3
"7311",112,0.935714737778259,2,1,1,4,4,2,1,1,4
"7312",112,1.25212067625601,1,3,3,1,1,2,1,2,1
"7313",112,0.935714737778259,1,1,1,1,4,3,1,3,1
"7314",112,1.1807525642788,2,2,2,2,1,3,3,2,2
"7315",112,1.22323691045194,1,2,1,1,2,2,1,3,1
"7316",112,1.06409595424397,1,1,4,1,3,4,2,-2,1
"7317",112,1.1574649867799,1,1,1,4,4,4,2,1,4
"7318",112,1.11281869859897,1,2,3,2,4,3,-2,1,2
"7319",112,1.01383542718981,1,1,2,4,4,4,1,1,4
"7320",112,1.1807525642788,2,2,3,1,1,3,3,2,1
"7321",112,1.22323691045194,1,1,1,1,1,3,3,3,1
"7322",112,1.11281869859897,3,3,4,1,1,4,3,1,1
"7323",112,1.1574649867799,1,1,1,4,4,3,1,3,4
"7324",112,1.22323691045194,1,2,2,1,4,2,-1,-1,3
"7325",112,1.25212067625601,1,2,3,1,1,3,2,-1,1
"7326",112,1.22323691045194,1,1,3,1,3,2,2,2,2
"7327",112,0.935714737778259,1,1,2,4,4,2,1,1,4
"7328",112,0.991739547639527,2,1,3,1,2,3,1,1,1
"7329",112,1.08116469532025,1,1,3,1,1,2,3,1,1
"7330",112,1.07898057746509,2,2,4,3,2,1,2,2,3
"7331",112,1.08116469532025,2,2,2,4,3,3,-1,2,4
"7332",112,1.08116469532025,1,1,2,2,2,3,-1,2,3
"7333",112,1.11281869859897,2,1,3,3,3,2,-1,-1,3
"7334",112,1.01383542718981,1,1,2,1,1,2,2,2,1
"7335",112,1.11281869859897,1,1,3,1,1,2,2,-1,1
"7336",112,0.944261095602251,1,1,3,3,3,2,2,3,4
"7337",112,1.1807525642788,3,2,4,3,2,3,-1,2,3
"7338",112,1.25212067625601,1,1,4,2,2,3,-1,3,3
"7339",112,0.991739547639527,1,2,4,2,1,2,1,2,2
"7340",112,1.08116469532025,1,1,2,1,1,1,-1,3,1
"7341",112,1.22323691045194,1,2,1,1,1,3,1,2,1
"7342",112,0.991739547639527,1,1,4,3,4,2,1,2,3
"7343",112,1.22323691045194,1,3,1,1,1,2,-1,1,1
"7344",112,1.06409595424397,1,2,1,2,3,3,2,1,2
"7345",112,1.07898057746509,1,1,3,4,4,2,-1,3,4
"7346",112,1.08116469532025,1,2,4,1,1,3,1,1,1
"7347",112,0.935714737778259,1,1,3,4,3,3,1,1,3
"7348",112,1.1574649867799,1,1,1,4,4,3,-1,3,2
"7349",112,1.1807525642788,1,2,2,2,2,3,-2,-2,1
"7350",112,0.935714737778259,2,1,2,4,4,2,1,-1,4
"7351",112,1.08116469532025,2,1,4,1,1,3,1,1,1
"7352",112,1.1574649867799,1,1,1,4,4,4,1,2,4
"7353",112,1.25212067625601,1,3,3,1,2,3,-1,3,1
"7354",112,1.22323691045194,1,1,1,3,4,1,-2,3,1
"7355",112,1.1574649867799,1,1,2,2,2,2,1,2,2
"7356",112,0.944261095602251,1,1,1,1,1,2,-2,-1,1
"7357",112,1.11281869859897,1,1,4,1,1,1,1,1,1
"7358",112,1.11281869859897,2,3,3,1,2,3,3,3,1
"7359",112,1.01383542718981,1,1,2,3,4,3,-1,3,3
"7360",112,1.01383542718981,1,2,1,4,4,1,1,2,3
"7361",112,1.1574649867799,1,4,1,1,3,4,2,2,4
"7362",112,1.25212067625601,1,3,3,1,1,3,-1,1,1
"7363",112,1.1574649867799,1,4,1,4,4,4,1,1,4
"7364",112,0.991739547639527,1,1,3,1,1,4,1,1,1
"7365",112,1.06409595424397,1,4,3,3,3,4,-1,2,2
"7366",112,1.22323691045194,1,3,1,1,3,3,1,-1,3
"7367",112,0.944261095602251,1,2,2,1,3,3,2,3,3
"7368",112,0.991739547639527,2,1,3,1,3,3,1,1,2
"7369",112,1.11281869859897,2,2,3,1,1,2,-2,1,1
"7370",112,1.22323691045194,1,2,4,1,1,2,3,3,3
"7371",112,1.22323691045194,1,2,4,2,3,1,1,2,3
"7372",112,1.1807525642788,1,1,3,3,3,2,2,2,4
"7373",112,1.22323691045194,1,1,2,1,1,3,-1,-1,1
"7374",112,1.25212067625601,1,3,3,1,1,2,2,2,1
"7375",112,0.935714737778259,2,3,3,2,4,4,1,3,2
"7376",112,0.944261095602251,2,2,3,1,2,1,2,-1,3
"7377",112,1.22323691045194,1,2,2,4,3,3,2,3,3
"7378",112,1.22323691045194,1,2,3,3,4,3,2,2,4
"7379",112,1.25212067625601,1,1,1,3,3,3,1,3,3
"7380",112,1.11281869859897,1,2,1,3,3,3,1,3,2
"7381",112,0.944261095602251,1,1,1,2,4,3,1,3,3
"7382",112,1.22323691045194,1,2,2,1,2,3,1,3,2
"7383",112,0.944261095602251,1,2,1,2,2,3,1,2,2
"7384",112,1.07898057746509,1,1,1,1,3,2,1,3,2
"7385",112,1.1574649867799,1,1,1,3,2,3,1,3,3
"7386",112,1.1807525642788,1,1,2,1,3,2,1,2,3
"7387",112,0.991739547639527,2,1,1,2,3,3,1,3,2
"7388",112,1.08116469532025,1,2,3,1,3,3,1,2,1
"7389",112,1.22323691045194,1,1,2,1,4,3,1,2,3
"7390",112,1.08116469532025,2,4,2,1,3,3,3,1,3
"7391",112,1.08116469532025,1,1,3,2,2,3,3,2,2
"7392",112,1.1574649867799,1,1,1,1,1,3,2,-2,1
"7393",112,1.11281869859897,1,2,3,3,2,2,-2,2,4
"7394",112,0.991739547639527,1,1,1,1,1,4,2,2,1
"7395",112,0.944261095602251,1,1,1,3,3,2,1,-1,3
"7396",112,1.22323691045194,1,2,2,4,4,3,2,2,3
"7397",112,1.06409595424397,2,1,3,1,1,1,1,2,1
"7398",112,1.01383542718981,1,1,1,3,3,3,1,1,3
"7399",112,0.935714737778259,1,1,3,3,3,4,2,3,3
"7400",112,1.07898057746509,1,1,1,3,3,2,1,3,3
"7401",112,1.1807525642788,1,1,2,1,1,3,2,1,1
"7402",112,0.935714737778259,1,3,1,1,4,2,1,2,3
"7403",112,1.1807525642788,1,3,2,1,4,3,3,2,2
"7404",112,0.991739547639527,1,1,2,2,4,3,1,2,1
"7405",112,1.08116469532025,1,2,3,2,4,3,2,-1,2
"7406",112,1.11281869859897,1,1,1,4,4,3,1,2,4
"7407",112,1.01383542718981,1,3,1,4,4,4,1,3,3
"7408",112,1.06409595424397,1,1,1,4,4,2,1,2,4
"7409",112,0.944261095602251,1,2,1,2,4,3,2,2,2
"7410",112,1.07898057746509,2,3,1,2,3,3,1,1,3
"7411",112,1.1574649867799,1,2,1,3,4,2,3,3,4
"7412",112,1.22323691045194,1,2,1,1,4,4,2,3,1
"7413",112,1.1807525642788,1,3,2,2,3,2,3,3,2
"7414",112,1.25212067625601,1,2,2,1,3,3,1,3,3
"7415",112,1.07898057746509,1,3,1,3,3,2,1,1,3
"7416",112,1.08116469532025,1,2,2,2,3,3,-1,-1,2
"7417",112,0.991739547639527,1,2,2,1,4,3,1,3,3
"7418",112,1.07898057746509,1,2,1,3,3,2,1,1,3
"7419",112,1.22323691045194,1,2,1,1,3,3,2,3,1
"7420",112,0.944261095602251,2,3,2,2,3,3,1,2,3
"7421",112,1.01383542718981,1,2,1,4,4,2,1,2,4
"7422",112,0.944261095602251,1,2,1,2,3,3,1,3,2
"7423",112,0.944261095602251,1,3,2,2,3,2,1,3,2
"7424",112,0.991739547639527,1,2,2,2,3,2,1,2,2
"7425",112,1.08116469532025,2,3,2,2,3,2,-1,-1,3
"7426",112,1.1574649867799,1,2,1,3,4,2,2,2,2
"7427",112,0.991739547639527,1,1,1,2,4,3,-1,3,2
"7428",112,1.1807525642788,1,3,2,2,3,2,-1,2,2
"7429",112,1.11281869859897,1,2,2,2,3,2,2,3,2
"7430",112,1.1807525642788,2,3,2,2,3,2,2,2,2
"7431",112,1.07898057746509,1,2,2,3,3,2,2,3,3
"7432",112,0.935714737778259,1,2,1,3,4,2,1,1,3
"7433",112,1.06409595424397,1,2,2,2,1,2,1,1,1
"7434",112,0.944261095602251,1,2,2,-1,4,2,1,2,2
"7435",112,0.935714737778259,2,2,2,3,3,2,2,-1,3
"7436",112,1.22323691045194,1,2,1,3,3,2,3,3,3
"7437",112,1.06409595424397,1,1,2,2,4,3,1,2,3
"7438",112,1.1574649867799,1,2,2,1,3,2,1,1,1
"7439",112,1.1574649867799,1,2,1,4,4,2,1,1,4
"7440",112,1.25212067625601,1,2,2,1,3,2,3,3,1
"7441",112,1.11281869859897,1,2,2,2,3,2,3,3,2
"7442",112,1.1574649867799,1,2,1,3,3,2,1,2,3
"7443",112,1.22323691045194,1,2,1,1,4,3,-1,-1,1
"7444",112,0.935714737778259,1,2,1,3,3,2,1,1,3
"7445",112,1.1807525642788,1,3,2,2,3,1,1,1,2
"7446",112,0.935714737778259,1,2,1,4,4,2,1,-1,4
"7447",112,1.07898057746509,1,3,2,1,3,2,1,-1,1
"7448",112,1.08116469532025,2,2,2,2,3,2,-1,3,2
"7449",112,1.07898057746509,1,3,1,2,4,2,2,1,2
"7450",112,1.11281869859897,1,2,2,1,3,2,1,-1,1
"7451",112,0.935714737778259,1,2,2,2,3,2,1,2,2
"7452",112,1.01383542718981,1,2,1,4,4,2,1,2,4
"7453",112,0.935714737778259,1,3,2,3,3,3,1,3,3
"7454",112,1.1574649867799,1,3,2,3,3,3,2,3,3
"7455",112,1.1807525642788,1,2,2,4,4,4,2,-1,3
"7456",112,1.1574649867799,1,3,2,3,3,3,1,3,3
"7457",112,0.991739547639527,1,3,2,3,3,3,3,3,3
"7458",112,1.01383542718981,1,3,2,3,3,3,3,3,3
"7459",112,1.1807525642788,1,2,2,3,3,3,2,3,3
"7460",112,0.944261095602251,1,3,2,3,3,3,3,3,3
"7461",112,1.08116469532025,1,2,2,3,3,3,3,-1,3
"7462",112,1.1574649867799,1,3,2,3,3,3,2,3,3
"7463",112,1.22323691045194,1,3,2,3,3,3,2,3,3
"7464",112,0.991739547639527,1,2,1,3,3,3,1,3,3
"7465",112,1.07898057746509,1,3,1,3,3,3,2,3,3
"7466",112,1.07898057746509,1,2,2,3,3,3,3,3,3
"7467",112,0.944261095602251,1,3,-1,-1,-1,3,3,3,-1
"7468",112,1.25212067625601,1,3,2,3,3,3,2,3,3
"7469",112,1.1574649867799,1,2,1,3,3,2,3,3,3
"7470",112,1.22323691045194,1,2,1,2,3,1,3,3,2
"7471",112,1.06409595424397,1,2,3,2,3,2,3,3,2
"7472",112,0.991739547639527,1,2,2,1,3,3,2,-1,1
"7473",112,1.01383542718981,1,1,2,3,4,3,3,2,3
"7474",112,1.11281869859897,1,1,2,2,3,2,-1,3,2
"7475",112,1.07898057746509,1,2,1,2,3,1,2,3,2
"7476",112,1.07898057746509,1,2,2,3,3,3,1,3,3
"7477",112,1.11281869859897,1,2,2,1,3,2,3,3,1
"7478",112,1.25212067625601,1,2,2,1,3,1,3,3,1
"7479",112,1.22323691045194,2,2,1,4,4,2,2,2,4
"7480",112,1.1807525642788,1,2,2,2,3,2,2,2,2
"7481",112,0.935714737778259,1,3,1,3,3,2,3,2,3
"7482",112,0.991739547639527,2,3,3,1,2,2,-1,1,1
"7483",112,1.1807525642788,1,2,3,1,3,1,3,2,1
"7484",112,1.25212067625601,1,3,1,1,2,1,-1,3,1
"7485",112,1.22323691045194,1,3,1,2,3,1,-1,3,2
"7486",112,1.1574649867799,1,2,2,3,4,3,1,-1,3
"7487",112,1.25212067625601,1,2,2,1,3,2,3,3,1
"7488",112,0.944261095602251,1,2,1,1,3,1,2,1,1
"7489",112,1.01383542718981,3,3,3,1,3,2,3,2,1
"7490",112,0.944261095602251,1,1,1,2,4,3,1,2,3
"7491",112,0.991739547639527,2,1,2,4,4,3,1,2,4
"7492",112,1.1807525642788,2,4,1,4,4,4,2,3,4
"7493",112,1.25212067625601,1,2,2,3,3,4,3,3,2
"7494",112,1.22323691045194,1,1,1,2,4,2,1,3,3
"7495",112,1.1574649867799,1,1,2,2,4,3,2,3,3
"7496",112,1.1574649867799,1,3,1,3,3,3,3,3,3
"7497",112,1.1574649867799,1,1,3,1,4,1,1,-2,2
"7498",112,1.22323691045194,-1,2,1,3,4,3,1,3,3
"7499",112,1.22323691045194,1,1,1,3,4,4,1,2,3
"7500",112,1.11281869859897,2,3,3,1,3,3,-1,-1,1
"7501",112,0.991739547639527,1,2,2,2,3,2,1,3,2
"7502",112,1.1574649867799,1,2,1,2,3,2,2,2,2
"7503",112,1.22323691045194,1,2,1,1,3,-1,1,2,1
"7504",112,0.935714737778259,1,2,1,3,4,2,1,3,3
"7505",112,1.25212067625601,2,3,2,2,3,2,-1,-1,2
"7506",112,0.944261095602251,1,2,1,2,3,2,1,2,2
"7507",112,0.985330899261567,1,1,1,2,3,3,2,1,1
"7508",112,0.957303272160122,1,1,1,1,4,4,2,1,1
"7509",112,0.957303272160122,1,2,3,1,1,1,1,2,2
"7510",112,1.04548206049286,1,1,1,1,1,1,3,3,2
"7511",112,0.957303272160122,1,1,3,1,1,3,2,1,1
"7512",112,0.985330899261567,1,1,1,1,3,3,1,1,1
"7513",112,0.957303272160122,1,2,2,2,3,3,3,2,3
"7514",112,0.878122933717048,1,1,1,2,1,1,2,1,2
"7515",112,0.957303272160122,1,3,2,2,3,2,2,3,2
"7516",112,0.828516491669424,1,1,2,2,2,2,2,2,1
"7517",112,1.02486237670474,1,3,1,2,3,1,2,2,2
"7518",112,0.957303272160122,1,2,1,3,4,4,1,2,3
"7519",112,0.828516491669424,1,2,2,3,4,3,1,2,3
"7520",112,0.828516491669424,1,1,1,2,4,3,-1,2,2
"7521",112,0.897687443995913,1,1,3,2,3,3,1,1,3
"7522",112,0.957303272160122,1,1,1,1,3,4,3,3,1
"7523",112,0.957303272160122,1,1,1,3,3,2,2,3,2
"7524",112,0.878122933717048,1,1,2,3,1,1,2,1,3
"7525",112,0.878122933717048,1,1,2,1,1,3,1,3,1
"7526",112,0.878122933717048,1,1,1,3,3,2,-1,1,2
"7527",112,0.828516491669424,1,1,2,1,4,2,1,2,1
"7528",112,0.955369373302175,1,1,2,2,3,3,2,2,2
"7529",112,0.985330899261567,1,1,2,2,4,2,2,3,1
"7530",112,1.04548206049286,2,2,2,2,1,3,1,3,3
"7531",112,0.878122933717048,1,2,2,2,2,3,2,2,2
"7532",112,0.878122933717048,3,2,3,1,4,1,1,3,1
"7533",112,0.897687443995913,4,3,3,1,4,4,2,2,2
"7534",112,0.878122933717048,1,1,2,2,3,4,2,1,1
"7535",112,0.985330899261567,1,1,1,2,3,3,1,3,4
"7536",112,0.985330899261567,1,1,1,1,2,2,2,2,1
"7537",112,1.08309927439484,2,1,1,2,1,2,3,3,3
"7538",112,1.04548206049286,1,1,3,1,2,1,-2,3,3
"7539",112,0.878122933717048,1,1,3,-1,1,3,1,-1,2
"7540",112,0.957303272160122,1,1,1,1,3,4,1,1,3
"7541",112,0.957303272160122,1,1,1,1,3,4,1,3,2
"7542",112,0.878122933717048,1,1,1,2,3,2,3,2,1
"7543",112,0.955369373302175,2,2,3,2,4,4,-1,-1,3
"7544",112,0.878122933717048,1,1,3,1,4,4,3,2,1
"7545",112,0.985330899261567,1,1,3,1,1,3,2,1,1
"7546",112,0.985330899261567,2,2,1,4,4,4,-1,3,4
"7547",112,0.955369373302175,1,2,2,1,3,2,2,3,1
"7548",112,0.83608375348011,1,2,1,1,3,3,1,2,2
"7549",112,0.878122933717048,2,2,2,2,3,3,2,2,4
"7550",112,0.985330899261567,1,1,2,3,3,3,2,3,2
"7551",112,0.985330899261567,2,1,2,1,1,1,3,1,1
"7552",112,0.83608375348011,1,1,4,4,4,4,3,3,4
"7553",112,0.897687443995913,1,1,1,2,3,2,1,3,1
"7554",112,1.02486237670474,1,1,4,3,3,3,3,3,3
"7555",112,0.955369373302175,1,2,2,2,3,1,2,1,1
"7556",112,1.10867403061489,1,2,4,2,4,1,3,3,4
"7557",112,1.02486237670474,1,2,3,3,3,3,3,3,3
"7558",112,0.897687443995913,2,2,3,2,1,2,3,3,2
"7559",112,0.985330899261567,1,2,2,3,3,3,1,2,1
"7560",112,1.02486237670474,1,2,2,3,3,3,2,3,3
"7561",112,0.897687443995913,1,2,2,2,3,2,1,2,1
"7562",112,0.878122933717048,1,2,1,1,4,2,2,3,2
"7563",112,0.942189976512653,1,2,2,3,1,1,2,3,3
"7564",112,1.04548206049286,1,1,1,3,4,2,1,2,3
"7565",112,0.955369373302175,1,2,1,3,3,3,1,3,3
"7566",112,0.942189976512653,1,1,1,3,4,1,1,3,4
"7567",112,0.878122933717048,1,2,3,1,4,4,1,3,2
"7568",112,0.83608375348011,1,3,1,1,4,4,1,-1,1
"7569",112,0.828516491669424,1,1,1,1,4,3,1,2,1
"7570",112,0.878122933717048,1,1,1,3,1,4,1,3,3
"7571",112,0.897687443995913,1,2,3,4,4,4,1,1,4
"7572",112,0.955369373302175,1,1,1,2,3,2,1,1,2
"7573",112,1.08309927439484,1,2,1,1,1,2,1,3,3
"7574",112,1.08309927439484,1,2,1,1,3,2,1,3,3
"7575",112,0.878122933717048,1,2,2,4,3,1,1,2,4
"7576",112,0.985330899261567,1,1,1,2,3,2,1,3,3
"7577",112,1.02486237670474,1,2,1,3,3,3,1,3,3
"7578",112,0.881386227598397,1,1,1,2,3,2,1,3,2
"7579",112,1.02486237670474,1,2,1,1,3,2,1,3,3
"7580",112,0.828516491669424,1,2,1,2,4,3,1,3,2
"7581",112,1.10867403061489,1,4,1,4,4,3,1,2,4
"7582",112,0.957303272160122,1,1,1,3,4,2,2,3,3
"7583",112,1.04548206049286,1,4,1,4,4,4,2,3,4
"7584",112,1.02486237670474,1,4,1,1,3,4,1,3,3
"7585",112,1.04548206049286,2,2,1,3,4,4,3,3,4
"7586",112,1.08309927439484,2,4,1,2,3,4,1,3,2
"7587",112,1.04548206049286,1,3,1,1,3,2,1,1,1
"7588",112,0.957303272160122,1,1,1,1,2,4,1,3,1
"7589",112,1.02486237670474,1,1,1,1,1,1,1,3,2
"7590",112,0.897687443995913,1,2,2,2,4,3,2,2,3
"7591",112,1.10867403061489,1,2,2,3,2,3,2,3,2
"7592",112,0.83608375348011,1,2,1,1,1,3,1,3,1
"7593",112,1.02486237670474,2,1,2,3,4,3,1,1,4
"7594",112,1.02486237670474,1,2,1,1,4,4,1,1,1
"7595",112,0.955369373302175,1,1,1,2,3,4,1,2,2
"7596",112,0.985330899261567,1,2,1,3,4,4,1,3,3
"7597",112,0.828516491669424,1,1,1,1,4,4,1,3,4
"7598",112,0.985330899261567,1,1,2,4,4,4,1,3,4
"7599",112,1.04548206049286,1,2,1,1,3,3,1,1,1
"7600",112,1.04548206049286,1,1,2,1,3,3,1,3,3
"7601",112,0.897687443995913,1,1,1,3,3,3,1,3,3
"7602",112,1.04548206049286,1,1,2,2,4,3,1,3,3
"7603",112,0.828516491669424,1,1,1,3,3,3,1,1,3
"7604",112,0.828516491669424,1,2,1,3,1,3,1,3,2
"7605",112,0.83608375348011,1,2,1,3,2,3,1,3,3
"7606",112,1.08309927439484,1,2,2,1,3,3,1,3,2
"7607",112,0.942189976512653,1,4,1,1,4,3,1,3,1
"7608",112,1.08309927439484,1,2,1,4,4,4,1,2,4
"7609",112,1.08309927439484,1,4,2,4,4,4,1,3,4
"7610",112,0.828516491669424,1,1,1,3,4,3,2,3,2
"7611",112,0.878122933717048,1,2,2,3,3,3,-1,3,3
"7612",112,0.985330899261567,1,1,1,4,4,4,3,3,4
"7613",112,0.955369373302175,1,2,1,2,3,3,1,3,3
"7614",112,1.08309927439484,1,2,2,2,3,3,1,3,3
"7615",112,0.942189976512653,1,2,1,2,2,2,1,-1,3
"7616",112,1.08309927439484,1,2,1,1,3,2,1,3,2
"7617",112,0.955369373302175,1,2,2,4,4,3,1,2,3
"7618",112,0.957303272160122,1,2,1,2,4,3,-1,2,3
"7619",112,1.08309927439484,1,2,1,3,4,4,1,3,4
"7620",112,1.10867403061489,1,4,2,1,4,4,1,1,1
"7621",112,1.08309927439484,1,2,1,1,3,3,1,3,3
"7622",112,0.942189976512653,1,1,2,2,3,3,2,3,3
"7623",112,1.10867403061489,1,1,1,3,3,4,2,3,3
"7624",112,1.08309927439484,1,2,2,2,3,3,1,3,3
"7625",112,1.10867403061489,1,1,1,1,4,2,1,3,1
"7626",112,0.83608375348011,2,3,2,2,3,4,1,1,2
"7627",112,0.955369373302175,1,2,1,3,2,2,1,3,2
"7628",112,0.985330899261567,1,2,1,2,4,4,1,3,2
"7629",112,1.08309927439484,1,1,1,4,3,4,1,3,4
"7630",112,0.878122933717048,1,1,1,1,4,3,1,1,1
"7631",112,0.878122933717048,1,1,1,2,3,3,1,3,3
"7632",112,0.957303272160122,1,2,2,4,4,4,2,3,4
"7633",112,0.878122933717048,1,2,3,1,2,2,1,1,1
"7634",112,1.04548206049286,3,4,4,1,3,4,-2,-2,1
"7635",112,0.897687443995913,1,4,1,2,3,3,1,2,2
"7636",112,1.08309927439484,1,3,1,1,4,3,1,2,1
"7637",112,0.942189976512653,1,1,1,3,4,4,2,3,4
"7638",112,1.10867403061489,1,2,1,1,1,2,1,3,1
"7639",112,0.83608375348011,1,1,2,1,4,3,1,2,3
"7640",112,0.83608375348011,1,3,1,1,3,1,1,3,1
"7641",112,1.02486237670474,3,1,1,1,3,3,1,-1,1
"7642",112,0.828516491669424,1,2,1,1,4,4,1,3,3
"7643",112,0.878122933717048,1,1,2,1,3,2,2,3,2
"7644",112,1.08309927439484,1,3,1,3,4,1,-1,-1,4
"7645",112,0.878122933717048,1,2,1,1,1,1,3,3,1
"7646",112,0.955369373302175,2,3,1,3,3,2,-1,-1,2
"7647",112,0.955369373302175,1,3,1,1,3,1,-1,-1,1
"7648",112,0.828516491669424,1,1,1,1,1,1,1,3,1
"7649",112,1.04548206049286,2,3,1,1,1,1,1,1,1
"7650",112,0.955369373302175,1,1,1,3,3,3,1,1,3
"7651",112,0.83608375348011,1,1,1,3,4,3,2,2,3
"7652",112,1.04548206049286,1,1,2,4,4,3,3,3,2
"7653",112,0.897687443995913,1,1,2,2,4,3,2,1,3
"7654",112,1.08309927439484,1,2,2,2,3,2,-1,1,2
"7655",112,1.10867403061489,2,1,3,1,3,3,3,1,1
"7656",112,1.02486237670474,1,1,1,3,4,3,-1,3,4
"7657",112,0.828516491669424,1,1,2,3,4,3,2,2,2
"7658",112,0.957303272160122,1,1,3,1,2,3,-1,-1,2
"7659",112,1.08309927439484,1,1,1,3,3,3,-2,-2,3
"7660",112,0.985330899261567,3,1,3,2,3,3,3,1,2
"7661",112,1.02486237670474,1,1,3,3,3,3,2,3,3
"7662",112,0.985330899261567,1,1,3,3,3,3,1,2,3
"7663",112,0.878122933717048,1,1,3,2,3,2,2,2,2
"7664",112,0.828516491669424,1,1,1,3,4,3,1,3,4
"7665",112,0.897687443995913,1,1,2,3,3,3,2,3,3
"7666",112,0.985330899261567,1,1,2,1,2,2,-1,3,2
"7667",112,0.878122933717048,1,1,2,2,3,3,2,3,2
"7668",112,1.04548206049286,1,1,2,2,4,3,3,3,2
"7669",112,0.828516491669424,1,2,2,3,3,4,3,1,3
"7670",112,0.985330899261567,2,1,2,2,3,3,2,3,2
"7671",112,0.878122933717048,2,2,2,1,2,3,2,1,1
"7672",112,0.897687443995913,1,1,1,4,4,3,1,1,3
"7673",112,0.828516491669424,1,1,2,3,4,3,1,1,4
"7674",112,0.878122933717048,1,1,3,3,4,2,2,3,3
"7675",112,0.955369373302175,1,1,1,3,3,3,2,2,4
"7676",112,0.942189976512653,1,1,1,2,2,3,1,3,3
"7677",112,0.897687443995913,1,2,1,2,3,3,1,3,2
"7678",112,0.955369373302175,1,1,1,3,3,4,1,2,3
"7679",112,0.957303272160122,1,1,2,1,3,3,1,2,2
"7680",112,0.957303272160122,1,1,1,1,3,2,3,3,2
"7681",112,1.04548206049286,1,1,2,2,2,3,1,2,2
"7682",112,0.955369373302175,1,1,2,1,2,2,1,2,1
"7683",112,0.828516491669424,1,2,1,2,3,3,1,2,1
"7684",112,0.985330899261567,1,1,1,1,3,4,2,3,2
"7685",112,0.878122933717048,1,1,2,2,4,3,3,3,3
"7686",112,0.828516491669424,1,2,2,2,1,1,1,2,2
"7687",112,1.04548206049286,1,2,2,3,3,2,2,3,3
"7688",112,0.828516491669424,1,2,1,1,4,2,2,3,2
"7689",112,0.83608375348011,1,2,2,2,1,1,1,2,2
"7690",112,0.955369373302175,1,2,2,2,3,2,1,2,1
"7691",112,0.897687443995913,1,2,1,1,4,2,2,3,2
"7692",112,0.955369373302175,1,2,1,1,4,2,2,3,2
"7693",112,0.957303272160122,1,1,1,4,4,4,1,1,4
"7694",112,1.04548206049286,1,1,1,1,4,3,1,1,1
"7695",112,1.04548206049286,1,1,1,2,4,4,-1,3,1
"7696",112,0.955369373302175,1,1,1,2,3,3,1,2,3
"7697",112,0.985330899261567,1,2,1,4,4,4,1,3,4
"7698",112,0.878122933717048,1,2,1,3,4,2,3,3,4
"7699",112,0.83608375348011,2,2,1,3,4,3,2,3,2
"7700",112,0.942189976512653,1,1,4,4,4,4,3,3,4
"7701",112,0.897687443995913,1,2,1,4,4,4,1,3,2
"7702",112,1.08309927439484,1,1,1,2,4,1,1,3,3
"7703",112,1.10867403061489,1,1,1,2,4,3,2,3,3
"7704",112,1.08309927439484,1,2,1,3,4,4,2,3,2
"7705",112,0.828516491669424,1,3,1,1,4,2,1,2,4
"7706",112,1.02486237670474,1,1,1,2,4,3,3,3,2
"7707",112,1.02486237670474,1,1,1,1,4,4,2,3,4
"7708",112,0.83608375348011,1,1,1,2,4,3,1,3,4
"7709",112,1.08309927439484,2,1,1,2,4,3,2,1,3
"7710",112,1.10867403061489,1,2,1,2,4,2,2,3,3
"7711",112,0.985330899261567,1,1,1,4,4,3,3,3,2
"7712",112,1.02486237670474,1,1,1,1,4,4,1,3,4
"7713",112,0.942189976512653,1,1,1,4,4,4,1,3,2
"7714",112,1.04548206049286,1,1,1,3,3,3,3,3,3
"7715",112,0.878122933717048,1,1,1,1,2,4,1,3,1
"7716",112,0.955369373302175,1,1,1,4,4,4,-1,2,4
"7717",112,0.897687443995913,1,1,1,4,4,3,1,3,1
"7718",112,1.02247870196363,1,2,2,2,2,3,2,2,2
"7719",112,1.05926823809766,1,2,1,2,2,2,2,2,2
"7720",112,0.921459315842919,1,2,3,2,2,3,3,2,2
