"","V2","V258","V102","V49","V54","V51","V52","V50","V48","V47","V53"
"1",12,1,2,1,1,1,1,1,1,1,1
"2",12,1,1,2,2,1,2,2,1,1,3
"3",12,1,1,1,1,1,1,1,3,2,1
"4",12,1,1,1,2,2,2,2,1,1,2
"5",12,1,2,1,2,1,3,2,1,1,2
"6",12,1,1,1,3,4,2,2,1,1,3
"7",12,1,2,1,1,1,1,1,2,2,1
"8",12,1,1,1,2,2,2,2,1,1,3
"9",12,1,2,1,1,1,1,1,1,1,1
"10",12,1,2,1,2,3,2,2,2,2,2
"11",12,1,1,1,1,1,1,1,2,2,1
"12",12,1,1,1,3,3,2,2,1,2,2
"13",12,1,1,2,2,2,3,2,2,2,2
"14",12,1,2,2,2,1,2,1,1,1,2
"15",12,1,1,2,2,2,2,1,1,2,3
"16",12,1,1,2,3,2,2,3,1,1,3
"17",12,1,1,1,2,2,2,1,1,1,2
"18",12,1,2,1,1,1,1,1,1,2,1
"19",12,1,1,1,2,2,3,2,1,1,2
"20",12,1,1,2,3,3,2,2,2,2,2
"21",12,1,1,1,4,4,4,3,-2,-2,1
"22",12,1,1,1,1,1,1,1,1,1,1
"23",12,1,1,1,3,1,3,3,1,1,1
"24",12,1,1,1,4,4,4,4,2,3,-2
"25",12,1,1,1,1,4,4,4,2,3,4
"26",12,1,1,1,1,2,4,1,2,2,1
"27",12,1,1,1,4,4,4,4,1,1,4
"28",12,1,1,1,1,1,4,4,1,3,4
"29",12,1,1,1,1,1,4,2,1,3,1
"30",12,1,1,1,1,1,4,1,3,1,1
"31",12,1,1,1,1,1,1,1,1,2,1
"32",12,1,1,1,2,1,1,1,1,2,2
"33",12,1,1,1,2,1,2,1,1,1,2
"34",12,1,1,1,2,2,2,2,1,1,2
"35",12,1,1,1,2,1,2,1,2,2,2
"36",12,1,1,2,2,2,2,2,2,2,2
"37",12,1,1,1,2,2,2,2,1,1,2
"38",12,1,1,1,1,1,1,1,1,1,1
"39",12,1,1,1,1,1,1,1,1,1,1
"40",12,1,4,1,1,1,1,1,1,1,1
"41",12,1,1,1,2,1,3,2,3,3,3
"42",12,1,1,2,3,2,2,3,2,1,3
"43",12,1,1,1,3,1,4,2,1,3,2
"44",12,1,1,1,2,1,3,3,3,2,3
"45",12,1,1,1,1,1,1,4,3,3,1
"46",12,1,1,1,3,2,4,4,1,2,2
"47",12,1,2,2,3,1,4,1,1,2,4
"48",12,1,1,1,2,1,4,2,1,3,3
"49",12,1,1,1,1,1,3,1,2,1,2
"50",12,1,1,1,2,2,2,2,2,3,3
"51",12,1,1,1,4,3,4,2,1,1,3
"52",12,1,2,1,-2,-2,4,1,3,3,4
"53",12,1,1,1,3,1,2,1,2,1,2
"54",12,1,1,2,1,1,4,2,2,2,3
"55",12,1,1,1,1,1,2,1,2,1,2
"56",12,1,1,1,-2,1,3,1,3,1,1
"57",12,1,1,1,1,1,3,2,2,2,1
"58",12,1,1,1,1,1,3,2,3,2,2
"59",12,1,1,1,3,2,3,2,1,2,4
"60",12,1,3,1,4,1,4,3,2,1,4
"61",12,1,1,1,2,2,3,-2,1,1,4
"62",12,1,1,1,2,3,3,3,1,1,3
"63",12,1,1,1,2,3,4,2,1,3,3
"64",12,1,1,2,2,1,3,-2,1,3,3
"65",12,1,1,1,3,3,3,3,1,3,3
"66",12,1,1,1,2,1,4,1,1,2,-2
"67",12,1,2,1,1,1,3,1,1,1,1
"68",12,1,1,1,3,4,4,2,2,3,4
"69",12,1,2,1,1,1,3,1,1,3,4
"70",12,1,1,1,1,1,-2,1,1,1,1
"71",12,1,1,2,3,3,3,2,1,2,3
"72",12,1,1,1,3,4,3,2,1,3,4
"73",12,1,1,1,1,1,1,1,-2,1,1
"74",12,1,1,1,3,4,3,2,1,3,4
"75",12,1,1,1,1,1,1,1,3,1,1
"76",12,1,1,2,3,3,3,2,1,2,3
"77",12,1,1,2,3,3,3,2,1,2,3
"78",12,1,1,1,2,1,1,2,2,2,2
"79",12,1,1,1,-2,-2,-2,-2,-2,-2,-2
"80",12,1,1,1,2,1,1,2,2,2,2
"81",12,1,1,2,3,3,3,2,1,2,3
"82",12,1,1,2,3,3,3,2,1,2,3
"83",12,1,1,1,3,4,3,2,1,3,4
"84",12,1,1,1,4,4,4,4,1,2,4
"85",12,1,1,2,3,3,3,2,1,2,3
"86",12,1,1,2,3,3,3,3,1,2,3
"87",12,1,1,1,1,1,1,1,3,1,1
"88",12,1,1,2,3,3,3,2,1,2,3
"89",12,1,1,1,-2,-2,-2,-2,-2,-2,-2
"90",12,1,1,1,2,1,1,2,2,2,2
"91",12,1,1,1,3,4,3,2,1,3,4
"92",12,1,1,1,3,4,3,2,1,3,4
"93",12,1,1,1,1,1,1,1,-2,1,1
"94",12,1,1,1,3,4,3,2,1,3,4
"95",12,1,1,1,1,1,1,1,3,1,1
"96",12,1,1,2,3,3,3,3,1,2,3
"97",12,1,1,2,3,3,3,3,1,2,3
"98",12,1,1,1,2,1,1,2,2,2,2
"99",12,1,1,1,-2,-2,-2,-2,-2,-2,-2
"100",12,1,1,1,2,1,1,2,2,2,2
"101",12,1,1,2,3,3,3,2,1,2,3
"102",12,1,1,2,3,3,3,2,1,2,3
"103",12,1,1,2,3,3,3,2,1,2,3
"104",12,1,1,2,1,1,1,2,1,2,1
"105",12,1,1,1,1,1,1,1,-2,1,1
"106",12,1,1,1,1,1,1,1,-2,1,1
"107",12,1,1,1,3,4,3,2,1,3,4
"108",12,1,1,1,3,4,3,2,1,3,4
"109",12,1,1,1,1,1,1,1,-2,1,1
"110",12,1,1,1,3,4,3,2,1,3,4
"111",12,1,1,2,3,3,3,2,1,2,3
"112",12,1,1,1,1,1,1,1,-2,1,1
"113",12,1,1,1,3,4,3,2,1,3,4
"114",12,1,1,2,3,3,3,2,1,2,3
"115",12,1,1,1,-2,-2,-2,-2,-2,-2,-2
"116",12,1,1,1,1,1,1,1,3,1,1
"117",12,1,1,1,-2,-2,-2,-2,-2,-2,-2
"118",12,1,1,1,2,1,1,2,2,2,2
"119",12,1,1,2,3,3,3,2,1,2,3
"120",12,1,1,2,3,3,3,3,1,2,3
"121",12,1,1,2,3,3,3,2,1,2,3
"122",12,1,1,2,3,3,3,2,1,2,3
"123",12,1,1,1,3,4,3,2,1,3,4
"124",12,1,1,1,-2,-2,-2,-2,1,2,-2
"125",12,1,1,2,3,3,3,2,1,2,3
"126",12,1,1,1,1,1,1,1,-2,1,1
"127",12,1,1,2,3,3,3,3,1,2,3
"128",12,1,1,1,1,1,1,1,3,1,1
"129",12,1,1,1,-2,-2,-2,-2,-2,-2,-2
"130",12,1,1,1,-2,-2,-2,-2,-2,-2,-2
"131",12,1,1,-2,-2,1,-2,-2,3,3,1
"132",12,1,1,2,-2,1,3,2,3,1,2
"133",12,1,1,2,2,1,3,1,-2,-2,2
"134",12,1,1,1,1,1,3,-2,3,1,1
"135",12,1,1,2,2,2,3,2,3,3,2
"136",12,1,1,2,2,1,-2,2,3,-2,2
"137",12,1,2,2,2,1,3,1,3,1,1
"138",12,1,1,2,2,1,3,2,3,1,2
"139",12,1,1,-2,2,1,2,1,3,-2,1
"140",12,1,1,-2,2,1,3,1,3,1,-2
"141",12,1,1,2,-2,1,3,2,3,3,2
"142",12,1,1,1,1,1,3,-2,-2,-2,1
"143",12,1,1,1,3,2,4,3,2,3,4
"144",12,1,1,2,3,3,3,2,1,3,3
"145",12,1,1,2,2,1,3,1,-2,-2,2
"146",12,1,1,2,2,2,3,2,3,3,2
"147",12,1,1,-2,2,1,3,2,2,2,-2
"148",12,1,2,2,2,1,3,1,3,1,1
"149",12,1,1,-2,2,2,3,2,3,3,2
"150",12,1,2,-2,3,1,4,2,3,2,3
"151",12,1,1,1,2,1,2,2,1,1,3
"152",12,1,1,1,1,1,1,1,1,2,1
"153",12,1,2,1,2,2,2,2,1,1,2
"154",12,1,1,1,1,1,1,2,1,1,1
"155",12,1,1,1,3,1,3,1,1,1,1
"156",12,1,1,-2,3,3,3,3,3,3,3
"157",12,1,1,-2,2,1,4,2,3,1,2
"158",12,1,1,1,1,1,1,1,1,1,1
"159",12,1,1,1,2,1,1,1,1,1,1
"160",12,1,1,-2,4,1,1,1,3,1,1
"161",12,1,1,1,2,1,3,2,3,3,3
"162",12,1,1,1,1,1,3,1,3,1,1
"163",12,1,1,1,1,1,1,1,3,3,1
"164",12,1,1,1,1,1,3,1,1,-2,3
"165",12,1,1,1,1,1,1,1,3,2,1
"166",12,1,1,1,1,1,1,2,1,2,1
"167",12,1,1,1,2,2,3,2,1,3,4
"168",12,1,1,1,1,1,1,1,3,1,1
"169",12,1,1,1,1,2,4,2,1,1,3
"170",12,1,1,1,1,1,1,2,3,2,1
"171",12,1,1,1,2,2,2,1,1,1,2
"172",12,1,1,2,2,2,2,2,1,1,2
"173",12,1,1,2,2,2,2,2,1,1,2
"174",12,1,1,1,1,4,4,2,2,2,-2
"175",12,1,1,2,2,2,2,2,1,1,2
"176",12,1,1,1,1,1,1,1,1,1,1
"177",12,1,1,1,3,3,3,3,2,2,3
"178",12,1,1,2,2,2,2,2,2,2,2
"179",12,1,1,2,2,2,2,2,3,2,2
"180",12,1,1,1,1,1,1,1,1,1,1
"181",12,1,1,1,2,1,2,2,2,2,1
"182",12,1,1,1,1,4,3,2,2,2,2
"183",12,1,1,1,2,1,2,2,1,1,1
"184",12,1,1,3,3,4,3,3,3,3,4
"185",12,1,1,2,2,2,2,2,2,2,2
"186",12,1,1,1,2,3,2,2,1,1,1
"187",12,1,1,1,1,1,2,2,2,2,1
"188",12,1,1,1,4,1,3,2,1,1,1
"189",12,1,1,1,4,4,4,4,1,1,4
"190",12,1,1,1,1,2,1,1,1,1,2
"191",12,1,1,1,1,1,3,3,3,3,1
"192",12,1,1,1,1,2,3,3,3,1,3
"193",12,1,3,2,1,1,1,1,3,1,1
"194",12,1,1,1,1,2,2,2,2,1,1
"195",12,1,1,1,1,1,1,2,-2,-2,3
"196",12,1,1,1,1,1,3,3,1,1,3
"197",12,1,1,1,1,2,2,1,1,1,1
"198",12,1,1,1,1,1,1,1,3,2,1
"199",12,1,1,-2,1,-2,1,1,3,3,-2
"200",12,1,1,1,1,1,2,1,2,1,1
"201",12,1,1,1,2,2,3,2,3,2,3
"202",12,1,1,1,1,1,3,1,1,-2,3
"203",12,1,1,1,2,1,1,2,2,1,2
"204",12,1,1,1,1,-2,-2,1,1,3,3
"205",12,1,1,1,1,1,3,1,2,2,3
"206",12,1,1,2,2,2,3,2,3,3,3
"207",12,1,1,1,1,1,3,2,3,3,2
"208",12,1,1,2,1,1,1,1,3,3,1
"209",12,1,1,-2,1,-2,1,1,-2,-2,1
"210",12,1,1,2,1,1,3,1,-2,1,3
"211",12,1,1,1,4,2,4,3,2,3,3
"212",12,1,1,2,2,3,4,3,2,3,3
"213",12,1,1,1,3,2,4,3,2,3,2
"214",12,1,1,2,1,4,4,1,1,-2,4
"215",12,1,1,1,-2,1,3,2,1,2,3
"216",12,1,1,1,3,4,4,3,2,3,3
"217",12,1,1,2,2,3,4,3,2,3,3
"218",12,1,2,2,2,3,4,-2,2,3,3
"219",12,1,1,-2,3,3,2,2,3,3,2
"220",12,1,1,-2,3,3,3,2,3,3,2
"221",12,1,1,1,-2,2,3,-2,2,-2,-2
"222",12,1,1,1,1,1,3,2,2,1,-2
"223",12,1,1,1,1,-2,3,2,1,-2,2
"224",12,1,1,1,1,1,3,2,1,3,2
"225",12,1,1,1,1,2,3,2,2,-2,-2
"226",12,1,1,1,1,1,-2,2,3,-2,2
"227",12,1,1,-2,4,3,3,2,2,3,3
"228",12,1,1,1,2,2,3,1,1,2,-2
"229",12,1,1,-2,2,3,3,2,2,3,4
"230",12,1,1,1,1,1,3,1,3,-2,2
"231",12,1,1,2,4,4,4,3,3,2,3
"232",12,1,1,2,3,3,4,1,1,3,2
"233",12,1,1,1,4,4,4,3,3,3,3
"234",12,1,1,-2,2,3,4,1,3,2,2
"235",12,1,1,2,3,4,4,4,2,3,3
"236",12,1,1,2,2,4,4,3,1,3,3
"237",12,1,1,-2,1,3,4,2,1,3,2
"238",12,1,1,2,3,3,4,1,3,1,2
"239",12,1,1,2,4,4,4,3,3,2,3
"240",12,1,1,2,3,3,4,1,1,3,2
"241",12,1,1,1,-2,3,4,2,1,3,3
"242",12,1,1,2,-2,3,4,-2,1,3,2
"243",12,1,1,2,4,2,3,4,3,1,2
"244",12,1,1,3,-2,2,4,-2,3,-2,1
"245",12,1,1,-2,4,3,4,3,2,3,3
"246",12,1,1,-2,4,2,4,2,3,1,3
"247",12,1,1,-2,-2,4,4,3,2,2,3
"248",12,1,1,-2,4,3,4,2,2,-2,3
"249",12,1,1,-2,4,3,3,2,1,3,4
"250",12,1,1,-2,-2,1,4,1,-2,2,1
"251",12,1,1,1,4,3,4,-2,1,3,3
"252",12,1,1,2,3,3,-2,4,3,1,2
"253",12,1,1,2,-2,3,4,3,3,2,3
"254",12,1,1,2,4,2,4,4,1,3,2
"255",12,1,1,-2,-2,1,3,2,2,1,2
"256",12,1,1,-2,4,3,4,2,3,1,3
"257",12,1,1,3,2,4,2,2,2,3,4
"258",12,1,1,-2,1,4,2,2,1,3,3
"259",12,1,1,3,-2,4,1,2,1,3,3
"260",12,1,1,2,4,1,4,3,1,3,2
"261",12,1,1,1,2,1,2,2,3,1,1
"262",12,1,1,2,4,3,4,4,2,3,3
"263",12,1,2,1,3,2,4,3,2,3,3
"264",12,1,1,1,1,2,4,2,1,1,3
"265",12,1,1,1,1,1,1,1,3,1,1
"266",12,1,1,1,2,2,2,-2,-2,-2,3
"267",12,1,1,1,1,1,1,1,2,2,1
"268",12,1,1,1,1,1,1,2,1,3,1
"269",12,1,1,1,2,1,3,2,3,1,1
"270",12,1,1,1,2,1,3,2,3,2,3
"271",12,1,1,1,1,1,1,2,1,1,1
"272",12,1,1,1,1,1,1,1,1,1,2
"273",12,1,1,1,4,2,4,2,1,2,3
"274",12,1,1,2,3,3,4,3,1,1,4
"275",12,1,1,-2,3,2,2,2,1,1,3
"276",12,1,1,1,2,3,3,1,2,1,3
"277",12,1,4,4,4,1,1,1,1,-2,1
"278",12,1,1,1,2,2,4,2,3,2,2
"279",12,1,1,2,1,1,3,1,3,2,-2
"280",12,1,1,1,1,1,2,2,3,3,-2
"281",12,1,2,2,2,1,4,1,1,1,-2
"282",12,1,1,2,2,1,2,1,1,1,1
"283",12,1,1,1,-2,1,3,1,3,-2,2
"284",12,1,1,1,2,3,3,3,1,3,3
"285",12,1,1,1,1,3,1,2,3,2,2
"286",12,1,1,1,2,2,3,1,3,1,2
"287",12,1,1,1,1,-2,4,1,1,3,3
"288",12,1,1,1,2,1,3,1,3,1,2
"289",12,1,1,1,1,3,4,2,2,3,3
"290",12,1,1,1,2,1,2,1,3,-2,2
"291",12,1,1,1,2,2,3,1,1,2,3
"292",12,1,1,1,1,1,1,1,1,1,1
"293",12,1,1,2,2,2,2,2,3,1,2
"294",12,1,1,1,2,2,3,2,3,2,1
"295",12,1,2,1,1,2,2,2,1,1,1
"296",12,1,1,1,2,1,3,2,1,2,1
"297",12,1,1,1,1,1,3,1,3,2,2
"298",12,1,1,-2,2,3,3,2,2,3,3
"299",12,1,1,1,1,1,3,1,2,2,3
"300",12,1,1,1,1,2,4,1,-2,1,-2
"301",12,1,1,1,1,1,2,1,3,1,1
"302",12,1,1,1,1,2,4,2,3,3,4
"303",12,1,1,1,3,3,3,2,2,3,3
"304",12,1,1,1,3,1,1,1,3,3,1
"305",12,1,2,1,1,1,1,1,3,1,1
"306",12,1,1,2,3,3,3,2,1,2,-2
"307",12,1,1,1,1,1,3,1,2,-2,2
"308",12,1,1,1,1,2,1,2,1,3,3
"309",12,1,1,1,3,1,3,1,1,1,2
"310",12,1,1,2,3,2,3,2,2,1,2
"311",12,1,1,1,1,1,3,1,1,1,3
"312",12,1,1,1,1,2,4,4,3,3,2
"313",12,1,1,1,3,1,3,2,2,-2,1
"314",12,1,1,1,1,1,1,4,2,3,1
"315",12,1,1,1,1,1,3,2,3,2,3
"316",12,1,3,1,-2,1,3,1,1,1,1
"317",12,1,2,1,2,1,4,2,1,1,3
"318",12,1,1,2,1,1,3,2,2,3,2
"319",12,1,1,-2,2,2,3,2,1,1,1
"320",12,1,1,1,1,2,3,1,1,1,3
"321",12,1,2,2,-2,2,3,2,3,3,2
"322",12,1,1,1,3,2,3,2,3,3,3
"323",12,1,1,1,-2,1,4,1,1,1,1
"324",12,1,1,-2,-2,1,3,1,3,3,-2
"325",12,1,1,2,2,2,4,2,1,3,4
"326",12,1,1,-2,2,2,3,2,2,3,2
"327",12,1,1,2,3,2,3,2,1,3,2
"328",12,1,1,2,2,3,3,2,3,-2,2
"329",12,1,1,1,1,1,1,1,3,3,1
"330",12,1,1,-2,-2,-2,3,2,3,-2,-2
"331",12,1,1,1,2,2,3,1,1,1,2
"332",12,1,1,2,1,1,2,1,3,1,1
"333",12,1,1,1,3,2,4,2,2,1,3
"334",12,1,1,2,3,2,3,3,1,1,2
"335",12,1,2,1,2,3,4,3,-2,3,3
"336",12,1,1,2,2,2,3,3,1,1,2
"337",12,1,2,1,1,1,4,1,1,1,2
"338",12,1,1,1,1,1,1,1,3,1,1
"339",12,1,1,1,1,1,3,1,3,1,1
"340",12,1,1,2,1,1,4,1,-2,-2,1
"341",12,1,1,1,3,3,3,2,1,1,3
"342",12,1,1,1,3,2,4,2,2,2,2
"343",12,1,2,2,2,2,3,2,2,2,2
"344",12,1,1,1,-2,3,4,3,2,2,4
"345",12,1,1,1,2,2,3,1,3,1,2
"346",12,1,2,1,2,1,2,1,3,2,2
"347",12,1,1,2,2,1,2,1,3,-2,2
"348",12,1,1,-2,1,1,3,1,1,1,2
"349",12,1,1,1,1,1,1,1,3,1,1
"350",12,1,1,1,-2,2,4,2,1,3,2
"351",12,1,1,1,4,3,4,2,1,2,4
"352",12,1,1,1,-2,1,4,2,2,1,1
"353",12,1,2,1,2,1,3,2,3,2,2
"354",12,1,1,2,2,1,2,1,3,1,2
"355",12,1,1,1,4,1,4,2,2,1,4
"356",12,1,1,1,1,1,2,1,3,1,1
"357",12,1,1,1,3,4,4,4,1,1,4
"358",12,1,1,1,1,1,1,1,3,1,1
"359",12,1,1,2,3,-2,4,2,1,1,-2
"360",12,1,1,1,2,3,4,3,1,-2,3
"361",12,1,1,2,2,1,3,3,2,3,1
"362",12,1,1,2,2,1,1,1,1,1,1
"363",12,1,1,1,1,1,1,1,2,1,1
"364",12,1,1,2,2,1,3,3,2,3,1
"365",12,1,1,1,1,1,1,1,1,3,1
"366",12,1,1,1,2,1,3,1,2,2,3
"367",12,1,1,2,1,1,3,1,2,3,1
"368",12,1,1,1,2,3,4,3,3,3,3
"369",12,1,1,-2,3,1,1,1,3,1,1
"370",12,1,1,-2,1,1,1,2,3,3,1
"371",12,1,1,1,4,1,4,2,1,1,4
"372",12,1,1,1,4,4,4,3,1,1,4
"373",12,1,1,1,1,1,2,2,3,3,1
"374",12,1,2,2,3,1,1,1,3,1,1
"375",12,1,1,-2,1,1,1,1,1,1,1
"376",12,1,1,2,1,1,4,1,1,1,1
"377",12,1,1,-2,1,1,1,1,1,1,1
"378",12,1,1,1,1,1,3,1,2,3,1
"379",12,1,1,-2,1,1,2,2,2,2,1
"380",12,1,1,-2,3,1,1,1,2,1,1
"381",12,1,2,1,2,3,4,3,1,3,3
"382",12,1,1,1,-2,1,4,1,2,1,2
"383",12,1,2,1,-2,1,4,-2,2,2,3
"384",12,1,1,1,4,4,4,3,1,3,4
"385",12,1,1,1,-2,1,3,2,-2,-2,2
"386",12,1,1,1,2,1,4,2,2,2,3
"387",12,1,1,1,2,1,4,3,3,2,1
"388",12,1,1,1,3,2,4,3,1,1,4
"389",12,1,1,1,-2,2,4,3,-2,-2,2
"390",12,1,1,-2,1,1,3,1,1,1,3
"391",12,1,1,2,3,3,3,2,3,1,3
"392",12,1,1,2,-2,2,2,-2,-2,-2,2
"393",12,1,1,2,2,1,3,2,3,1,2
"394",12,1,1,2,2,2,2,1,1,3,2
"395",12,1,1,2,2,1,3,1,3,1,2
"396",12,1,2,1,1,1,2,2,3,1,1
"397",12,1,1,2,1,1,3,3,3,1,1
"398",12,1,1,2,2,3,3,2,3,1,2
"399",12,1,1,-2,2,2,3,1,3,-2,2
"400",12,1,1,-2,2,1,4,1,3,1,2
"401",12,1,2,1,2,2,4,2,2,2,4
"402",12,1,1,1,2,2,4,2,1,3,4
"403",12,1,2,2,3,2,4,3,1,1,4
"404",12,1,1,1,1,3,4,2,3,2,3
"405",12,1,1,1,-2,1,2,2,2,2,-2
"406",12,1,1,1,1,1,2,1,3,1,2
"407",12,1,1,1,2,1,3,1,1,2,2
"408",12,1,1,1,-2,1,3,1,1,1,2
"409",12,1,1,1,1,3,4,2,2,-2,4
"410",12,1,1,2,2,2,4,2,1,3,3
"411",12,1,1,1,1,1,2,2,3,3,1
"412",12,1,1,2,2,2,3,2,2,1,2
"413",12,1,4,1,1,4,4,4,1,1,4
"414",12,1,1,2,2,2,2,2,3,3,2
"415",12,1,1,1,2,1,3,3,2,2,2
"416",12,1,2,2,2,2,4,3,2,2,2
"417",12,1,2,1,1,-2,4,3,1,-2,4
"418",12,1,1,2,2,1,4,3,3,1,1
"419",12,1,2,2,3,2,4,3,1,3,3
"420",12,1,1,2,2,2,3,3,2,2,2
"421",12,1,1,1,2,1,4,3,1,1,2
"422",12,1,1,1,2,1,3,3,3,1,1
"423",12,1,1,2,2,1,3,1,1,2,2
"424",12,1,2,4,3,1,4,2,2,1,3
"425",12,1,1,1,2,2,4,2,2,1,4
"426",12,1,1,2,2,1,3,2,3,1,1
"427",12,1,1,2,1,1,2,1,3,1,2
"428",12,1,1,3,2,2,4,2,1,3,2
"429",12,1,2,2,1,1,2,1,3,1,1
"430",12,1,2,-2,-2,-2,-2,1,3,1,-2
"431",12,1,1,1,-2,3,4,-2,1,2,3
"432",12,1,1,1,2,3,4,2,1,1,4
"433",12,1,1,2,2,2,2,2,1,1,2
"434",12,1,1,-2,3,1,4,1,3,3,1
"435",12,1,1,1,4,4,4,4,1,3,4
"436",12,1,1,2,2,3,3,2,1,3,2
"437",12,1,1,2,2,2,2,2,3,3,2
"438",12,1,1,1,3,1,1,1,3,3,1
"439",12,1,1,-2,2,1,4,1,3,3,-2
"440",12,1,1,-2,-2,-2,-2,-2,3,3,-2
"441",12,1,1,3,2,1,3,2,3,2,1
"442",12,1,1,2,-2,2,3,1,3,3,2
"443",12,1,1,1,3,2,-2,3,2,3,4
"444",12,1,1,1,1,1,3,3,3,1,4
"445",12,1,1,2,-2,1,2,3,1,1,1
"446",12,1,1,2,-2,3,-2,2,1,-2,3
"447",12,1,1,3,1,2,3,2,1,3,1
"448",12,1,3,2,1,2,1,1,2,1,2
"449",12,1,1,1,2,1,3,2,1,1,2
"450",12,1,2,4,-2,1,4,1,3,-2,1
"451",12,1,2,1,3,1,1,2,-2,2,2
"452",12,1,1,4,1,1,3,-2,1,1,1
"453",12,1,1,2,2,1,3,3,2,2,2
"454",12,1,1,3,-2,1,2,2,2,2,3
"455",12,1,1,1,4,4,4,3,1,1,4
"456",12,1,1,3,3,1,4,3,1,2,2
"457",12,1,1,1,-2,1,2,4,1,1,-2
"458",12,1,1,2,3,2,3,-2,2,1,4
"459",12,1,1,2,3,1,2,2,1,3,3
"460",12,1,1,3,2,1,3,1,3,2,1
"461",12,1,1,2,1,2,3,2,2,2,1
"462",12,1,2,1,3,3,3,3,1,2,3
"463",12,1,1,1,1,1,1,1,1,1,1
"464",12,1,1,2,2,4,4,2,3,3,4
"465",12,1,1,1,3,2,2,1,1,-2,2
"466",12,1,2,1,1,1,1,1,-2,1,1
"467",12,1,1,1,1,2,1,2,2,1,1
"468",12,1,2,1,1,2,2,2,1,1,2
"469",12,1,1,2,1,3,3,2,2,2,4
"470",12,1,1,1,1,2,2,2,3,2,2
"471",12,1,1,1,3,3,3,3,3,3,3
"472",12,1,1,1,3,3,3,3,2,2,3
"473",12,1,1,1,1,1,1,1,1,3,1
"474",12,1,1,1,1,1,1,1,2,2,1
"475",12,1,3,2,3,1,3,2,1,1,3
"476",12,1,1,1,2,2,2,2,2,2,2
"477",12,1,1,1,4,4,4,4,1,1,4
"478",12,1,1,1,4,4,4,3,3,3,4
"479",12,1,1,1,1,1,1,2,-2,-2,1
"480",12,1,1,-2,2,2,3,-2,1,2,2
"481",12,1,2,2,2,3,3,2,2,2,2
"482",12,1,1,1,3,2,1,2,2,2,2
"483",12,1,1,1,1,1,1,1,2,2,1
"484",12,1,2,1,2,2,3,2,2,2,2
"485",12,1,1,1,1,2,2,2,1,1,1
"486",12,1,1,2,2,2,2,2,1,1,2
"487",12,1,2,1,3,2,2,2,1,1,3
"488",12,1,2,2,2,2,2,2,1,1,2
"489",12,1,2,2,2,2,2,2,1,1,2
"490",12,1,1,1,2,2,2,2,1,1,1
"491",12,1,1,1,3,1,2,1,2,2,1
"492",12,1,1,2,3,3,3,3,2,2,3
"493",12,1,1,2,1,4,3,3,1,2,4
"494",12,1,2,3,4,3,3,2,1,1,3
"495",12,1,1,2,3,3,4,3,2,2,3
"496",12,1,1,3,3,2,3,2,1,2,4
"497",12,1,1,1,1,1,1,2,2,1,2
"498",12,1,1,1,2,2,1,2,1,1,2
"499",12,1,1,1,2,2,2,2,1,3,2
"500",12,1,1,2,3,2,3,1,2,1,3
"501",12,1,1,1,1,1,1,1,1,3,1
"502",12,1,1,1,2,1,3,2,1,3,3
"503",12,1,1,2,2,2,3,2,3,3,2
"504",12,1,1,2,2,2,3,2,2,3,3
"505",12,1,1,2,2,2,3,2,2,3,2
"506",12,1,2,-2,3,-2,3,-2,1,1,3
"507",12,1,1,2,2,3,1,2,1,1,2
"508",12,1,1,-2,2,-2,3,2,1,3,-2
"509",12,1,1,2,2,2,3,2,2,2,2
"510",12,1,1,-2,2,2,3,2,1,-2,3
"511",12,1,1,1,2,3,3,3,2,3,3
"512",12,1,1,-2,-2,-2,3,-2,-2,1,2
"513",12,1,1,2,2,1,3,1,3,1,2
"514",12,1,1,2,2,2,2,2,2,2,2
"515",12,1,1,2,2,2,3,2,2,2,2
"516",12,1,1,2,3,3,3,3,2,3,3
"517",12,1,1,2,2,2,3,2,1,3,3
"518",12,1,1,1,2,2,2,2,3,3,2
"519",12,1,1,2,3,2,3,2,-2,3,2
"520",12,1,2,2,2,2,2,2,1,1,2
"521",12,1,1,1,4,1,1,1,2,1,1
"522",12,1,1,2,1,1,3,1,3,1,1
"523",12,1,1,-2,3,1,-2,1,1,1,1
"524",12,1,1,1,3,3,4,3,1,3,3
"525",12,1,1,1,3,1,3,3,2,3,1
"526",12,1,1,2,1,1,3,3,3,3,1
"527",12,1,1,-2,2,1,3,3,2,3,3
"528",12,1,1,1,1,1,1,1,1,3,1
"529",12,1,1,-2,1,1,3,3,1,3,1
"530",12,1,2,-2,2,1,2,2,1,1,2
"531",12,1,2,-2,3,1,3,2,3,1,1
"532",12,1,1,1,2,2,4,3,1,3,4
"533",12,1,2,-2,1,1,1,1,1,1,1
"534",12,1,1,2,2,1,3,2,2,2,2
"535",12,1,1,2,3,1,3,1,1,1,1
"536",12,1,1,1,2,1,3,1,3,2,3
"537",12,1,1,-2,1,1,1,1,1,1,1
"538",12,1,1,1,1,1,1,1,1,3,1
"539",12,1,1,-2,3,1,3,2,1,1,2
"540",12,1,1,-2,1,1,3,1,1,1,1
"541",12,1,1,1,1,3,4,2,1,1,2
"542",12,1,4,-2,2,3,4,4,3,2,3
"543",12,1,1,1,1,1,1,1,1,1,1
"544",12,1,1,1,1,1,2,1,3,2,2
"545",12,1,2,1,1,1,2,1,1,1,1
"546",12,1,1,1,2,1,2,2,1,1,1
