"","V2","V258","V231","V232","V233","V239"
"21601",276,1.39138007379188,2,5,7,5
"21602",276,1.13583508266387,5,3,6,3
"21603",276,0.653491354413832,2,3,1,1
"21604",276,0.845712746859604,10,10,5,5
"21605",276,0.558045607127028,8,7,7,6
"21606",276,1.13583508266387,10,5,2,6
"21607",276,1.05512051180718,10,4,6,7
"21608",276,0.988216418853729,1,1,2,7
"21609",276,0.979214033257546,5,8,8,5
"21610",276,0.676406517749571,8,6,1,6
"21611",276,1.0880610591023,1,1,10,3
"21612",276,0.909445544887127,3,5,4,6
"21613",276,1.06494129609393,4,6,7,7
"21614",276,4.6975061839901,9,9,8,4
"21615",276,4.50016979972832,7,4,5,5
"21616",276,4.04994822008284,5,5,5,5
"21617",276,4.6975061839901,6,4,3,3
"21618",276,2.88229788832338,7,6,5,5
"21619",276,4.95427877315396,7,7,6,5
"21620",276,10.2843048451122,5,5,5,7
"21621",276,2.85559763104379,9,9,8,7
"21622",276,4.74159741344413,-3,-3,2,2
"21623",276,4.88982987627219,5,5,5,3
"21624",276,2.76117488212019,9,7,7,5
"21625",276,5.39467956851269,5,5,3,3
"21626",276,3.76136038182339,5,3,5,4
"21627",276,1.21409445744887,8,7,5,7
"21628",276,3.31615149415761,7,5,5,5
"21629",276,2.15003565994294,5,8,8,6
"21630",276,1.9786834341065,5,2,7,8
"21631",276,1.66134934184105,5,2,3,-2
"21632",276,4.95427877315396,9,2,7,5
"21633",276,4.40472405244151,8,8,9,3
"21634",276,1.59055785510743,10,3,4,5
"21635",276,0.648274062761499,10,1,10,5
"21636",276,0.642238372418604,10,9,9,6
"21637",276,0.971439245697206,9,10,10,6
"21638",276,1.05655270951566,1,1,5,3
"21639",276,0.642238372418604,5,8,10,5
"21640",276,0.648274062761499,9,8,6,7
"21641",276,10.1482460628063,1,1,3,2
"21642",276,2.39054257513188,10,7,8,7
"21643",276,3.50632688987697,9,8,8,6
"21644",276,0.981566929492912,8,6,7,-1
"21645",276,1.83710046063926,-2,-2,-2,-2
"21646",276,0.778808653906153,9,6,8,8
"21647",276,0.981566929492912,9,3,5,5
"21648",276,3.73506932388908,7,6,4,-2
"21649",276,1.53245154807752,7,3,7,8
"21650",276,0.920391627373396,5,3,4,6
"21651",276,0.920391627373396,5,5,5,7
"21652",276,1.85459373265003,3,2,9,-1
"21653",276,1.37920639326977,2,5,5,4
"21654",276,0.911798441122493,9,8,8,7
"21655",276,1.39189157297348,-2,-2,-2,-1
"21656",276,1.280896250566,2,6,6,-2
"21657",276,1.17880101391838,10,7,7,4
"21658",276,1.73817651891757,5,5,8,3
"21659",276,1.17880101391838,5,7,8,5
"21660",276,1.26923406922549,8,7,8,7
"21661",276,0.778808653906153,10,7,7,7
"21662",276,1.37920639326977,2,2,2,1
"21663",276,0.911798441122493,10,6,8,6
"21664",276,0.972462244060409,10,7,5,4
"21665",276,1.61470061647901,10,7,3,4
"21666",276,1.280896250566,1,5,8,2
"21667",276,1.68712890059376,1,3,1,1
"21668",276,1.83710046063926,1,1,7,5
"21669",276,1.48600742238812,2,3,7,5
"21670",276,1.58493136410982,8,8,8,7
"21671",276,1.280896250566,6,5,6,1
"21672",276,1.54861492221612,6,5,5,5
"21673",276,1.17573201882877,10,5,1,5
"21674",276,2.25223319642688,5,5,9,3
"21675",276,1.6863105019032,5,8,8,6
"21676",276,1.48212002860795,1,1,3,2
"21677",276,1.17573201882877,5,3,6,4
"21678",276,0.863103719034049,10,7,9,6
"21679",276,1.13235688822898,1,1,7,5
"21680",276,0.414518936769701,10,5,5,4
"21681",276,0.579528572754283,8,7,7,7
"21682",276,0.599374741000414,7,7,6,4
"21683",276,0.567252592395852,-3,-3,-3,-1
"21684",276,0.924483620826206,8,6,5,6
"21685",276,0.675588119059009,10,10,8,3
"21686",276,0.857886427381715,7,2,8,6
"21687",276,0.605001231998028,10,4,5,6
"21688",276,3.23553922313724,4,4,8,6
"21689",276,7.62420220127647,10,7,5,6
"21690",276,3.26520617567012,2,3,4,6
"21691",276,4.24472710843662,5,3,4,6
"21692",276,4.4309128105395,3,3,3,6
"21693",276,3.00505769190769,9,10,8,7
"21694",276,3.26520617567012,3,3,4,7
"21695",276,6.25481659229345,5,3,3,3
"21696",276,4.07787607539828,3,10,10,10
"21697",276,3.51573847481844,3,4,4,5
"21698",276,6.25481659229345,6,5,6,6
"21699",276,3.71553005515191,-3,-3,10,5
"21700",276,4.15470325247479,1,3,2,3
"21701",276,3.95808296706725,9,7,7,7
"21702",276,1.85377533395946,9,6,5,6
"21703",276,1.73827881875389,10,6,6,2
"21704",276,1.72211544461529,10,10,8,6
"21705",276,2.8066983092827,10,2,8,6
"21706",276,1.73827881875389,10,10,4,6
"21707",276,3.46970354847432,6,1,9,3
"21708",276,1.90523215162856,4,4,7,4
"21709",276,0.869548608722225,10,10,8,4
"21710",276,1.41715963254459,5,5,5,5
"21711",276,1.5328607474228,10,9,8,9
"21712",276,1.21266225974038,8,7,7,5
"21713",276,4.13219728848433,4,2,3,5
"21714",276,0.869548608722225,5,8,3,1
"21715",276,0.744129009393584,10,8,7,6
"21716",276,0.861569221489245,8,7,8,10
"21717",276,1.6954151873357,1,5,4,6
"21718",276,0.861569221489245,9,9,5,3
"21719",276,0.396514165577335,5,1,10,1
"21720",276,0.756098090243055,5,5,6,3
"21721",276,1.34524284761144,3,2,10,4
"21722",276,0.953025275159559,1,1,10,3
"21723",276,0.756098090243055,5,5,7,2
"21724",276,0.912923739322016,5,5,4,7
"21725",276,1.34524284761144,1,10,10,4
"21726",276,0.652979855232231,1,1,5,5
"21727",276,1.34524284761144,1,10,4,5
"21728",276,0.504542792731531,9,9,7,5
"21729",276,1.34524284761144,5,5,5,1
"21730",276,0.877016496773604,1,5,10,4
"21731",276,0.756098090243055,1,5,10,1
"21732",276,0.368790909934544,10,10,10,-2
"21733",276,1.35608663026139,3,3,2,3
"21734",276,0.900750058799905,4,3,4,4
"21735",276,0.76571427485716,10,10,9,8
"21736",276,0.707914867336212,1,4,2,3
"21737",276,0.900750058799905,5,5,4,4
"21738",276,1.84323845081848,5,8,10,7
"21739",276,2.51094948248083,8,4,7,3
"21740",276,2.51105178231715,9,4,8,-2
"21741",276,3.60126113798218,10,5,5,5
"21742",276,1.90625514999176,9,7,7,6
"21743",276,1.78738274018761,8,8,6,6
"21744",276,1.90625514999176,5,10,10,6
"21745",276,1.54073783481946,3,4,8,4
"21746",276,1.52662045740727,10,9,7,6
"21747",276,1.80415991334414,1,2,10,5
"21748",276,2.70358007427188,8,8,6,6
"21749",276,2.51094948248083,9,4,5,5
"21750",276,1.41787573139883,10,7,7,5
"21751",276,2.7284389344977,5,5,8,5
"21752",276,3.18142260972382,10,2,9,7
"21753",276,3.18142260972382,2,2,8,7
"21754",276,2.50552759115585,10,2,5,-2
"21755",276,3.85639692976491,5,6,5,-2
"21756",276,2.37120790606735,9,3,3,8
"21757",276,3.85639692976491,3,8,9,3
"21758",276,2.1493195610887,5,5,5,5
"21759",276,2.19719588448658,1,1,10,2
"21760",276,1.22463134058985,5,7,6,8
"21761",276,1.24079471472846,10,4,6,7
"21762",276,1.27833875465799,9,7,9,7
"21763",276,1.24079471472846,10,7,9,6
"21764",276,1.22463134058985,10,6,8,6
"21765",276,1.26647197364484,4,2,6,10
"21766",276,1.27833875465799,10,5,5,-2
"21767",276,1.95351767437172,6,2,7,5
"21768",276,1.27833875465799,8,6,6,7
"21769",276,1.26647197364484,10,8,8,5
"21770",276,1.19864718216451,-3,-3,-3,7
"21771",276,1.66820343087451,8,9,5,4
"21772",276,0.235698822881883,3,5,4,3
"21773",276,0.501371497805603,10,8,8,4
"21774",276,0.356617229412433,5,3,8,4
"21775",276,0.307615607815027,3,5,5,5
"21776",276,0.356617229412433,5,2,2,2
"21777",276,0.53932473708042,5,5,7,4
"21778",276,0.53932473708042,8,6,5,4
"21779",276,0.501371497805603,3,2,2,3
"21780",276,0.389660076543877,2,3,8,4
"21781",276,0.389660076543877,5,1,10,5
"21782",276,1.49889720176448,7,4,7,6
"21783",276,0.179536212742059,3,2,3,4
"21784",276,0.252475996038406,10,7,9,6
"21785",276,0.854919732128428,1,1,3,4
"21786",276,0.677429516112774,7,3,4,3
"21787",276,0.430375411399341,9,4,7,10
"21788",276,0.312116800613119,2,1,1,5
"21789",276,0.459940064095897,9,3,5,7
"21790",276,0.502905995350407,9,7,10,4
"21791",276,0.93768029971152,9,5,7,4
"21792",276,1.6641114374217,7,3,3,3
"21793",276,0.677429516112774,5,5,4,5
"21794",276,0.854919732128428,3,5,5,2
"21795",276,0.871696905284951,7,5,5,3
"21796",276,0.341067654291753,9,9,5,6
"21797",276,0.472011444781688,7,9,9,5
"21798",276,0.480297731523629,8,7,5,6
"21799",276,1.34534514744776,5,5,6,-1
"21800",276,0.50014389976976,10,10,7,6
"21801",276,0.371962204860472,8,7,3,5
"21802",276,0.121634505384791,10,7,5,5
"21803",276,0.333292866731413,4,3,2,4
"21804",276,0.264138177378916,10,4,7,5
"21805",276,0.356208030067152,5,10,3,3
"21806",276,0.196108786225942,5,1,6,4
"21807",276,0.371962204860472,1,1,10,3
"21808",276,0.241734513224779,5,5,10,5
"21809",276,0.365619615008616,10,5,5,6
"21810",276,0.365619615008616,1,1,1,3
"21811",276,0.389557776707557,5,4,8,6
"21812",276,0.0905353551434317,6,5,4,3
"21813",276,0.389557776707557,4,1,5,4
"21814",276,0.365619615008616,3,1,4,4
"21815",276,0.707914867336212,4,3,3,6
"21816",276,0.60581963068859,10,1,6,7
"21817",276,1.35608663026139,1,3,10,6
"21818",276,0.707914867336212,1,8,6,6
"21819",276,0.434365105015832,-3,-3,-3,6
"21820",276,0.828935573703081,-3,-3,-3,5
"21821",276,0.723362142620571,9,5,6,6
"21822",276,0.579221673245322,4,3,1,7
"21823",276,1.10545203127675,6,6,5,5
"21824",276,0.692979091233453,6,5,6,5
"21825",276,0.763054479112833,5,5,5,5
"21826",276,0.851236938020898,5,6,7,1
"21827",276,0.538097139044577,5,10,10,5
"21828",276,0.702288376338597,4,4,3,6
"21829",276,1.0072441884093,3,3,3,6
"21830",276,0.763054479112833,5,5,5,5
"21831",276,0.756098090243055,8,7,7,5
"21832",276,0.944125189399696,1,3,3,5
"21833",276,0.822388384178585,10,3,7,7
"21834",276,1.34524284761144,1,1,2,3
"21835",276,0.533186746901204,1,1,1,4
"21836",276,0.652979855232231,5,4,3,6
"21837",276,1.0072441884093,3,4,3,2
"21838",276,0.756098090243055,1,1,3,4
"21839",276,0.707710267663571,10,5,5,5
"21840",276,1.25603739034017,10,7,10,6
"21841",276,0.951593077451075,5,5,5,2
"21842",276,1.29122853403434,9,10,8,4
"21843",276,1.36498671602125,3,2,8,2
"21844",276,1.02453286074742,2,5,5,5
"21845",276,0.537278740354015,8,8,8,7
"21846",276,1.18841719853248,6,7,3,5
"21847",276,1.27936175302119,6,3,6,4
"21848",276,1.36478211634861,5,4,4,5
"21849",276,0.583927465716054,6,7,7,5
"21850",276,0.951593077451075,3,4,4,6
"21851",276,0.707710267663571,8,8,8,7
"21852",276,0.942897591363853,1,5,4,5
"21853",276,1.10391753373195,10,3,8,5
"21854",276,4.95427877315396,6,3,6,2
"21855",276,1.10545203127675,5,6,8,7
"21856",276,5.64449576880676,1,1,10,5
"21857",276,4.2764400576959,1,10,1,8
"21858",276,2.82777207556468,-3,-3,-3,-5
"21859",276,3.93557700307679,10,5,1,-2
"21860",276,0.846940344895447,5,1,5,7
"21861",276,1.18841719853248,8,10,5,4
"21862",276,1.17736881620989,4,5,8,5
"21863",276,1.13849487840819,1,1,1,-1
"21864",276,0.951593077451075,5,5,3,4
"21865",276,0.677327216276453,10,6,5,7
"21866",276,1.23700962078461,5,1,10,6
"21867",276,1.17736881620989,5,5,10,5
"21868",276,0.434365105015832,5,5,7,5
"21869",276,1.65296075526279,7,2,8,4
"21870",276,0.769192469292049,3,5,6,4
"21871",276,1.0153258754786,5,6,7,4
"21872",276,0.707914867336212,1,3,7,5
"21873",276,0.696866485013623,10,7,4,7
"21874",276,0.778297154724552,6,3,3,6
"21875",276,0.837017260772382,10,10,8,6
"21876",276,0.690421595325447,7,5,6,6
"21877",276,0.558045607127028,8,7,9,7
"21878",276,0.690421595325447,7,8,9,6
"21879",276,0.696866485013623,5,6,6,6
"21880",276,1.18227920835327,10,4,5,6
"21881",276,0.690421595325447,10,6,6,6
"21882",276,0.696866485013623,5,2,5,3
"21883",276,1.30432291308334,-3,-3,-3,4
"21884",276,1.30432291308334,7,5,7,5
"21885",276,0.558045607127028,3,2,2,3
"21886",276,0.513545178327714,7,5,5,7
"21887",276,1.90758504786392,4,4,6,3
"21888",276,2.21305235911622,8,3,3,7
"21889",276,1.46176236118022,4,3,3,4
"21890",276,2.31228320034688,4,3,3,4
"21891",276,2.42716591653453,6,6,5,-1
"21892",276,2.36026182358108,9,3,10,-1
"21893",276,0.194983488026419,10,5,5,4
"21894",276,0.237642519771968,4,9,8,5
"21895",276,0.213397458564066,8,5,9,8
"21896",276,0.424032821547485,5,6,10,5
"21897",276,0.443981289629936,5,7,8,4
"21898",276,1.41736423221723,2,9,5,3
"21899",276,0.750471599245441,10,10,10,7
"21900",276,1.13511898380962,3,5,6,5
"21901",276,0.807861807421107,7,7,8,4
"21902",276,1.38861797821123,5,9,9,8
"21903",276,1.37051090718255,9,8,9,6
"21904",276,1.04468592850251,8,8,8,8
"21905",276,0.526537257540388,10,4,9,10
"21906",276,0.417485632022988,8,3,4,4
"21907",276,0.366028814353897,9,8,4,4
"21908",276,0.221581445469687,7,2,6,3
"21909",276,0.135649582960667,3,6,7,4
"21910",276,0.158973945641687,10,1,5,3
"21911",276,0.557227208436466,6,4,1,3
"21912",276,0.256261089982256,10,8,6,4
"21913",276,0.214522756763589,9,4,8,5
"21914",276,0.499325501079198,7,8,8,4
"21915",276,0.250634598984641,2,3,3,5
"21916",276,1.32150928558514,8,6,6,5
"21917",276,1.8741330013872,3,3,5,4
"21918",276,1.60191313693898,10,10,7,6
"21919",276,2.17387152180556,8,4,7,4
"21920",276,1.32150928558514,7,3,2,3
"21921",276,2.29755202391676,10,3,4,1
"21922",276,2.29755202391676,8,6,5,7
"21923",276,0.17564881896189,8,4,5,7
"21924",276,0.401015358375426,4,4,3,3
"21925",276,0.253601294237929,3,3,3,5
"21926",276,0.317845591447053,9,6,8,5
"21927",276,0.253601294237929,3,3,2,3
"21928",276,0.192221392445772,2,3,3,3
"21929",276,0.439889296177126,6,3,4,7
"21930",276,0.208589366257014,10,7,8,7
"21931",276,0.225264239577217,6,3,7,7
"21932",276,0.290838434658504,4,4,8,4
"21933",276,0.178001715197256,1,1,2,2
"21934",276,0.393035971142446,7,2,5,-1
"21935",276,0.172272924363321,3,2,3,5
"21936",276,0.439889296177126,5,3,4,4
"21937",276,0.130739190817295,3,4,7,1
"21938",276,0.291349933840106,5,9,8,4
"21939",276,0.867911811341101,6,3,8,6
"21940",276,0.141787573139883,8,7,10,3
"21941",276,0.150585359063425,5,8,5,7
"21942",276,0.318561690301295,2,2,3,3
"21943",276,0.139946176086118,10,5,8,7
"21944",276,0.414416636933381,4,4,5,5
"21945",276,0.201939876896197,10,8,6,4
"21946",276,0.188947797683524,5,2,10,4
"21947",276,0.468635550183119,3,1,3,4
"21948",276,0.227310236303622,9,8,7,4
"21949",276,0.143424370521007,8,8,3,3
"21950",276,0.193346690645295,8,7,7,8
"21951",276,0.52346826245078,5,5,7,4
"21952",276,0.384135885382583,3,3,5,4
"21953",276,0.201939876896197,9,3,9,6
"21954",276,0.394263569178289,10,10,10,3
"21955",276,0.211453761673981,7,6,5,4
"21956",276,1.09563124699,2,2,6,5
"21957",276,0.157439448096883,2,3,3,2
"21958",276,0.180456911268942,2,5,5,3
"21959",276,0.227310236303622,5,1,10,5
"21960",276,0.187004100793439,6,7,3,4
"21961",276,0.366540313535498,3,2,8,5
"21962",276,0.441116894212969,8,8,5,5
"21963",276,0.318663990137616,5,3,2,7
"21964",276,0.415541935132903,-3,-3,-3,3
"21965",276,0.318663990137616,5,1,1,3
"21966",276,0.318663990137616,10,3,3,4
"21967",276,0.415541935132903,-3,-3,-3,3
"21968",276,0.251657597347844,2,3,5,5
"21969",276,0.405209651664557,2,9,7,6
"21970",276,0.349660840542655,7,5,8,5
"21971",276,0.467305652310956,9,3,5,5
"21972",276,0.467305652310956,4,6,8,4
"21973",276,0.597226444437688,9,3,7,5
"21974",276,0.597226444437688,8,8,5,4
"21975",276,0.267923271322766,3,6,5,4
"21976",276,0.467305652310956,3,8,7,4
"21977",276,0.653082155068551,3,7,6,8
"21978",276,0.244803508314387,9,5,6,7
"21979",276,0.349660840542655,4,8,3,6
"21980",276,0.240097715843654,4,6,4,4
"21981",276,0.248077103076635,1,6,6,4
"21982",276,0.174114321417086,3,8,8,5
"21983",276,0.120918406530549,8,10,10,-2
"21984",276,0.275493459210465,6,1,10,4
"21985",276,1.35383603386234,-3,-3,-3,5
"21986",276,0.877732595627846,1,1,7,2
"21987",276,1.1789033137547,5,7,5,3
"21988",276,1.66421373725802,10,4,7,-1
"21989",276,1.66421373725802,4,8,6,4
"21990",276,1.10545203127675,6,1,7,4
"21991",276,1.1789033137547,10,5,8,5
"21992",276,0.578505574391081,5,7,8,5
"21993",276,0.698503282394748,10,10,10,-1
"21994",276,1.19956788069139,10,10,1,-1
"21995",276,1.18841719853248,5,5,10,3
"21996",276,0.499939300097119,9,9,8,8
"21997",276,0.702288376338597,1,5,4,4
"21998",276,0.430886910580943,1,4,7,3
"21999",276,0.667608731826029,8,6,6,5
"22000",276,1.23414522536764,1,1,1,1
"22001",276,0.540961534461544,10,8,9,7
"22002",276,0.670984626424597,6,3,5,8
"22003",276,0.988114119017409,3,3,1,4
"22004",276,1.16621813405098,5,5,10,6
"22005",276,0.868321010686382,3,4,3,6
"22006",276,0.715587355060231,8,7,5,4
"22007",276,2.60864582616668,5,2,8,3
"22008",276,0.93389520576767,5,1,1,5
"22009",276,0.715587355060231,10,8,4,4
"22010",276,0.664744336409061,10,8,8,7
"22011",276,2.64301857117028,5,8,9,3
"22012",276,2.72301704317273,5,7,5,5
"22013",276,1.18821259885984,5,10,10,5
"22014",276,0.93389520576767,10,8,8,6
"22015",276,2.03453914473737,3,3,1,5
"22016",276,0.224855040231935,4,5,7,4
"22017",276,0.413598238242818,2,2,5,4
"22018",276,0.467817151492557,4,7,6,4
"22019",276,0.413598238242818,1,6,3,5
"22020",276,0.427817915491335,5,3,2,3
"22021",276,0.159690044495929,10,8,6,7
"22022",276,0.400299259521184,4,4,5,5
"22023",276,0.290224635640583,2,6,5,5
"22024",276,0.400299259521184,2,5,3,6
"22025",276,0.439070897486564,3,3,2,3
"22026",276,0.127465596055046,10,6,6,5
"22027",276,0.253192094892648,6,4,2,5
"22028",276,0.446743385210583,4,2,10,5
"22029",276,0.408176346917845,6,6,3,2
"22030",276,3.21886434981704,3,1,10,2
"22031",276,2.76117488212019,10,2,6,6
"22032",276,2.67749361601021,9,9,6,6
"22033",276,0.384033585546263,10,6,6,4
"22034",276,0.386079582272668,10,8,6,6
"22035",276,0.506997988803217,5,6,7,6
"22036",276,0.699219381248989,9,6,10,7
"22037",276,0.255238091619053,8,5,6,4
"22038",276,0.278971653645354,8,8,7,7
"22039",276,0.584643564570296,1,8,8,6
"22040",276,0.217796351525837,1,8,6,4
"22041",276,0.376156498149603,-3,-3,-3,5
"22042",276,0.780240851614637,5,6,2,5
"22043",276,0.437434100105439,8,2,7,2
"22044",276,0.512624479800832,10,6,8,5
"22045",276,0.386079582272668,10,5,5,5
"22046",276,0.22260444383289,6,4,5,5
"22047",276,0.255238091619053,7,5,3,6
"22048",276,0.512624479800832,6,9,5,3
"22049",276,0.506997988803217,1,4,8,2
"22050",276,0.255238091619053,8,6,6,6
"22051",276,0.358867825811478,10,10,8,5
"22052",276,0.766839573056682,10,8,8,6
"22053",276,0.554055913510538,9,6,4,2
"22054",276,0.747198004483192,1,2,6,4
"22055",276,0.780240851614637,9,8,8,5
"22056",276,0.506997988803217,5,10,8,3
"22057",276,0.386079582272668,10,9,8,5
"22058",276,0.157030248751602,5,7,10,6
"22059",276,0.33994235609223,1,1,4,4
"22060",276,0.241734513224779,5,5,5,3
"22061",276,0.372064504696792,10,5,5,5
"22062",276,0.103834333865066,1,1,5,4
"22063",276,0.264138177378916,8,4,8,5
"22064",276,0.278767053972713,4,4,5,4
"22065",276,0.147925563319099,5,5,5,1
"22066",276,0.147925563319099,-2,-2,-2,4
"22067",276,0.264138177378916,-2,-2,6,4
"22068",276,0.196108786225942,10,4,10,5
"22069",276,0.0905353551434317,6,6,5,3
"22070",276,0.208589366257014,1,4,6,4
"22071",276,0.143219770848367,4,4,7,4
"22072",276,0.540654634952584,10,8,9,3
"22073",276,0.954048273522762,2,2,8,3
"22074",276,1.54227233236427,2,3,5,3
"22075",276,0.540654634952584,2,4,8,4
"22076",276,0.637327980275231,2,2,8,4
"22077",276,0.677429516112774,2,2,4,3
"22078",276,0.828935573703081,9,7,8,5
"22079",276,1.24795570327087,5,3,8,3
"22080",276,0.762236080422271,6,6,10,4
"22081",276,0.533186746901204,10,8,7,5
"22082",276,0.944125189399696,2,8,6,4
"22083",276,0.924995120007807,8,8,8,7
"22084",276,1.02453286074742,3,8,6,7
"22085",276,0.911798441122493,7,5,4,-1
"22086",276,0.940340095455847,7,6,6,5
"22087",276,1.6651344357849,2,1,2,-1
"22088",276,1.37920639326977,-2,-2,-2,-2
"22089",276,0.909445544887127,1,5,5,6
"22090",276,1.30432291308334,5,5,2,3
"22091",276,0.647353364234617,9,6,7,4
"22092",276,0.558045607127028,-3,-3,-3,7
"22093",276,0.988216418853729,2,2,2,2
"22094",276,1.1572157484548,5,1,5,5
"22095",276,0.55886400581759,8,1,5,5
"22096",276,0.267923271322766,1,3,5,6
"22097",276,0.190277695555687,1,1,10,3
"22098",276,0.467305652310956,1,1,6,5
"22099",276,0.467305652310956,1,1,1,4
"22100",276,0.623619802208316,4,8,8,7
"22101",276,0.288485538423138,10,10,7,2
"22102",276,0.270787666739733,10,3,5,5
"22103",276,0.410017743971609,3,2,3,4
"22104",276,0.3594816248294,10,10,8,6
"22105",276,0.48050233119627,10,10,6,7
"22106",276,0.572981383229786,8,6,8,4
"22107",276,0.306797209124465,3,5,5,4
"22108",276,0.410017743971609,5,4,3,4
"22109",276,0.288485538423138,6,9,10,4
"22110",276,0.410017743971609,5,4,4,3
"22111",276,0.3594816248294,10,10,8,6
"22112",276,0.15610955022472,10,10,8,5
"22113",276,0.263831277869955,7,6,5,3
"22114",276,0.133194386888981,5,8,6,2
"22115",276,2.92792361532221,4,2,3,4
"22116",276,3.65650304959512,5,5,8,3
"22117",276,2.72250554399113,5,6,6,5
"22118",276,2.10369383408986,10,-3,10,6
"22119",276,2.10369383408986,7,7,6,-1
"22120",276,0.707710267663571,7,5,5,4
"22121",276,1.10391753373195,5,7,8,6
"22122",276,1.36478211634861,3,3,2,-1
"22123",276,0.814306697109284,10,6,10,2
"22124",276,0.884791284333944,5,4,1,3
"22125",276,1.46933254906792,5,3,10,-1
"22126",276,0.951593077451075,1,3,1,3
"22127",276,1.23700962078461,10,2,5,6
"22128",276,0.68366980612831,8,4,3,2
"22129",276,1.13849487840819,9,2,4,4
"22130",276,0.677327216276453,10,3,6,6
"22131",276,1.29122853403434,3,3,3,5
"22132",276,0.770624667000532,10,7,5,7
"22133",276,1.18841719853248,4,4,5,6
"22134",276,0.401629157393348,10,10,8,5
"22135",276,0.574822780283551,1,1,1,3
"22136",276,0.376565697494884,10,1,3,4
"22137",276,0.388330178671714,10,10,9,7
"22138",276,0.932667607731827,1,1,1,5
"22139",276,0.619527808755506,4,1,4,3
"22140",276,0.405414251337197,1,1,1,2
"22141",276,0.376565697494884,10,6,4,3
"22142",276,0.405414251337197,10,5,6,5
"22143",276,0.401629157393348,10,3,7,4
"22144",276,0.393445170487727,10,10,8,6
"22145",276,1.14647426564117,10,6,8,5
"22146",276,1.05512051180718,10,3,1,8
"22147",276,0.552930615311015,8,8,9,6
"22148",276,0.983715226055638,9,4,4,6
"22149",276,1.0880610591023,10,5,2,5
"22150",276,1.05512051180718,5,5,8,5
"22151",276,0.690421595325447,9,6,8,8
"22152",276,1.05512051180718,1,9,5,6
"22153",276,0.845712746859604,7,8,5,8
"22154",276,1.19793108331027,9,9,9,4
"22155",276,1.10238303618714,7,4,8,6
"22156",276,0.845712746859604,3,2,3,4
"22157",276,0.983715226055638,8,8,8,3
"22158",276,1.0880610591023,10,1,9,7
"22159",276,0.567252592395852,6,5,4,4
"22160",276,1.06146310165904,3,3,3,-1
"22161",276,0.48438972497644,-3,-3,-3,7
"22162",276,0.48438972497644,-3,-3,-3,7
"22163",276,0.567252592395852,9,6,-3,-2
"22164",276,0.850009339985055,-3,-3,-3,-1
"22165",276,0.099230841230654,5,8,4,2
"22166",276,0.0615845014647976,1,2,2,2
"22167",276,0.0973894441768892,1,1,5,2
"22168",276,0.179536212742059,1,5,9,3
"22169",276,0.143322070684687,1,5,5,5
"22170",276,0.121941404893752,6,5,9,5
"22171",276,0.166134934184105,8,7,6,3
"22172",276,0.16429353713034,2,5,5,3
"22173",276,0.264751976396838,2,5,9,2
"22174",276,0.179536212742059,10,3,5,3
"22175",276,0.141787573139883,10,3,4,5
"22176",276,0.108642426172118,3,2,8,1
"22177",276,0.264751976396838,2,4,7,3
"22178",276,0.24214371257006,7,1,10,5
"22179",276,0.379941592093452,8,6,8,6
"22180",276,0.392524471960845,1,5,2,4
"22181",276,0.648274062761499,10,6,10,7
"22182",276,0.662289140337375,5,10,6,5
"22183",276,0.902182256508389,9,10,10,6
"22184",276,0.671086926260917,7,3,10,7
"22185",276,0.671086926260917,7,6,6,4
"22186",276,0.901159258145186,7,6,8,6
"22187",276,0.676406517749571,10,6,6,7
"22188",276,1.22268764369977,3,4,4,4
"22189",276,1.30432291308334,1,1,2,4
"22190",276,0.552930615311015,9,7,9,7
"22191",276,0.690421595325447,9,8,7,7
"22192",276,1.18227920835327,5,1,7,5
"22193",276,1.06494129609393,5,1,7,3
"22194",276,0.909445544887127,6,8,8,1
"22195",276,0.772056864709016,10,6,1,4
"22196",276,0.971439245697206,7,5,8,5
"22197",276,0.553646714165257,5,6,6,7
"22198",276,1.07936557301508,9,3,3,7
"22199",276,0.662289140337375,5,4,2,6
"22200",276,0.648274062761499,9,9,6,3
"22201",276,0.310991502413596,7,7,7,3
"22202",276,0.179536212742059,5,5,5,6
"22203",276,0.389660076543877,10,2,9,5
"22204",276,0.389660076543877,8,10,7,5
"22205",276,0.276311857901027,8,6,7,6
"22206",276,0.525514259177185,10,5,4,6
"22207",276,0.286848741042014,7,1,3,6
"22208",276,1.15343065451095,3,3,3,5
"22209",276,3.53732374028201,3,4,3,-1
"22210",276,1.9786834341065,10,8,8,5
"22211",276,2.48956881668989,4,6,10,6
"22212",276,3.13763827977875,7,7,5,4
"22213",276,2.86091722253244,3,4,5,4
"22214",276,1.64590206655669,10,8,6,7
"22215",276,2.9147269364369,5,2,7,4
"22216",276,2.9147269364369,3,9,8,2
"22217",276,1.75536289141937,5,5,4,7
"22218",276,3.04546612725419,7,6,8,5
"22219",276,1.18831489869616,7,5,7,5
"22220",276,0.772056864709016,8,5,8,5
"22221",276,0.275698058883106,7,10,10,7
"22222",276,0.315799594720648,1,1,3,4
"22223",276,0.982896827365075,6,10,5,6
"22224",276,1.48958791665933,1,2,3,3
"22225",276,2.1099341241054,1,5,5,2
"22226",276,0.548736322021884,8,5,5,6
"22227",276,1.01716727253236,9,8,7,6
"22228",276,0.2968741250014,3,5,5,3
"22229",276,0.287257940387295,10,6,10,8
"22230",276,0.135342683451706,1,5,7,5
"22231",276,1.51199158081347,10,1,9,5
