"","V161","V162","V163"
"5128",1,1,2
"5129",3,4,4
"5130",2,2,3
"5131",3,4,3
"5132",2,3,4
"5133",2,2,3
"5134",2,3,3
"5135",2,3,4
"5136",2,3,2
"5137",2,3,3
"5138",1,2,2
"5139",3,4,4
"5140",1,3,3
"5141",1,3,3
"5142",1,2,2
"5143",2,3,3
"5144",1,1,2
"5145",0,2,3
"5146",2,3,3
"5147",1,2,4
"5148",2,3,4
"5149",1,2,3
"5150",4,3,4
"5151",3,2,4
"5152",3,2,4
"5153",2,3,4
"5154",2,2,4
"5155",4,4,4
"5156",3,2,4
"5157",2,3,4
"5158",3,3,4
"5159",3,3,4
"5160",4,3,4
"5161",4,3,4
"5162",4,4,4
"5163",3,2,4
"5164",3,2,4
"5165",4,4,4
"5166",4,4,4
"5167",4,3,4
"5168",4,3,4
"5169",2,2,3
"5170",4,3,4
"5171",3,2,4
"5172",3,2,4
"5173",3,3,4
"5174",4,3,4
"5175",3,4,4
"5176",4,4,4
"5177",4,4,4
"5178",4,3,4
"5179",2,3,4
"5180",2,3,4
"5181",4,4,4
"5182",4,4,4
"5183",4,4,4
"5184",3,3,4
"5185",4,3,4
"5186",3,2,4
"5187",3,2,4
"5188",3,1,4
"5189",3,2,4
"5190",4,3,3
"5191",4,3,4
"5192",3,2,4
"5193",3,2,3
"5194",3,2,3
"5195",2,3,4
"5196",4,3,4
"5197",4,4,4
"5198",3,2,4
"5199",3,2,4
"5200",3,2,4
"5201",3,2,4
"5202",3,2,4
"5203",2,2,4
"5204",4,2,4
"5205",4,3,4
"5206",4,4,4
"5207",4,3,4
"5208",4,3,4
"5209",3,4,4
"5210",4,4,4
"5211",3,3,4
"5212",3,2,4
"5213",4,3,4
"5214",4,3,4
"5215",4,4,4
"5216",3,3,4
"5217",4,3,4
"5218",4,4,4
"5219",3,2,3
"5220",4,4,4
"5221",2,3,4
"5222",4,4,4
"5223",4,3,4
"5224",3,3,4
"5225",3,2,4
"5226",3,2,4
"5227",3,2,3
"5228",4,3,4
"5229",4,2,3
"5230",2,3,4
"5231",1,1,3
"5232",2,4,4
"5233",2,3,3
"5234",1,2,2
"5235",3,2,4
"5236",1,3,4
"5237",1,2,3
"5238",3,3,4
"5239",3,4,4
"5240",4,4,4
"5241",4,4,4
"5242",3,3,4
"5243",3,3,4
"5244",4,4,4
"5245",2,4,4
"5246",1,4,4
"5247",3,4,1
"5248",2,3,4
"5249",4,4,4
"5250",3,4,4
"5251",2,3,4
"5252",2,3,4
"5253",2,4,4
"5254",4,4,4
"5255",3,4,4
"5256",2,4,4
"5257",0,4,4
"5258",4,0,4
"5259",4,1,4
"5260",4,0,4
"5261",4,0,4
"5262",4,0,4
"5263",4,0,4
"5264",3,2,3
"5265",4,0,4
"5266",3,3,4
"5267",2,3,4
"5268",2,3,4
"5269",3,3,4
"5270",4,4,4
"5271",2,3,4
"5272",2,3,4
"5273",2,4,3
"5274",3,4,4
"5275",4,3,4
"5276",2,3,2
"5277",3,4,3
"5278",4,3,4
"5279",2,3,4
"5280",3,2,4
"5281",2,3,4
"5282",3,4,4
"5283",2,2,3
"5284",3,2,4
"5285",3,3,3
"5286",3,4,3
"5287",4,4,4
"5288",4,4,4
"5289",2,2,2
"5290",2,1,4
"5291",3,4,4
"5292",2,3,4
"5293",3,3,4
"5294",2,3,3
"5295",3,2,4
"5296",4,4,4
"5297",4,4,4
"5298",2,3,4
"5299",3,4,4
"5300",2,4,3
"5301",3,4,4
"5302",2,4,4
"5303",2,3,4
"5304",3,4,4
"5305",2,3,3
"5306",4,4,4
"5307",3,3,4
"5308",4,4,4
"5309",3,3,4
"5310",2,3,4
"5311",4,4,4
"5312",4,4,4
"5313",3,3,4
"5314",-1,-1,-1
"5315",4,4,4
"5316",4,4,4
"5317",2,2,2
"5318",1,2,2
"5319",2,3,3
"5320",3,3,3
"5321",2,3,2
"5322",2,2,2
"5323",1,2,2
"5324",2,2,2
"5325",3,2,2
"5326",0,4,4
"5327",3,4,4
"5328",0,4,4
"5329",3,3,3
"5330",4,4,4
"5331",3,4,4
"5332",2,4,3
"5333",1,2,3
"5334",4,4,4
"5335",3,3,4
"5336",3,3,4
"5337",4,4,4
"5338",4,4,4
"5339",3,4,4
"5340",3,3,4
"5341",3,3,3
"5342",3,3,4
"5343",4,4,4
"5344",1,1,2
"5345",3,4,4
"5346",2,3,4
"5347",2,2,2
"5348",3,4,4
"5349",0,3,3
"5350",2,2,3
"5351",1,4,4
"5352",2,2,3
"5353",2,3,3
"5354",2,3,4
"5355",4,4,4
"5356",0,1,2
"5357",0,4,4
"5358",1,4,4
"5359",1,3,4
"5360",2,3,4
"5361",1,3,4
"5362",1,4,4
"5363",1,4,4
"5364",0,3,3
"5365",2,4,3
"5366",1,3,2
"5367",2,2,2
"5368",4,4,4
"5369",4,4,4
"5370",4,4,4
"5371",4,4,4
"5372",4,4,4
"5373",3,4,4
"5374",3,4,4
"5375",4,4,4
"5376",3,4,4
"5377",4,4,3
"5378",3,3,3
"5379",2,2,1
"5380",3,4,4
"5381",3,2,4
"5382",1,1,4
"5383",3,3,3
"5384",4,2,4
"5385",2,2,2
"5386",4,4,4
"5387",3,3,4
"5388",3,3,4
"5389",3,3,4
"5390",0,0,4
"5391",1,2,4
"5392",3,3,4
"5393",3,3,4
"5394",3,3,4
"5395",2,3,4
"5396",2,2,0
"5397",4,4,4
"5398",2,3,2
"5399",4,3,4
"5400",2,2,4
"5401",3,3,4
"5402",2,2,4
"5403",2,2,4
"5404",3,3,4
"5405",2,2,4
"5406",4,4,0
"5407",3,3,4
"5408",3,3,4
"5409",3,3,4
"5410",2,2,4
"5411",2,2,4
"5412",1,1,1
"5413",0,0,1
"5414",0,0,0
"5415",2,3,4
"5416",1,4,3
"5417",3,3,4
"5418",1,1,3
"5419",4,3,4
"5420",0,2,4
"5421",1,1,4
"5422",0,0,2
"5423",4,4,4
"5424",4,4,4
"5425",0,2,0
"5426",4,4,4
"5427",0,0,4
"5428",4,4,4
"5429",0,1,4
"5430",3,3,3
"5431",2,2,4
"5432",2,2,4
"5433",3,4,3
"5434",1,3,4
"5435",1,1,4
"5436",3,3,4
"5437",1,2,2
"5438",2,2,2
"5439",4,4,4
"5440",3,3,3
"5441",1,3,4
"5442",1,1,1
"5443",0,1,1
"5444",2,4,4
"5445",2,3,3
"5446",2,2,2
"5447",2,4,4
"5448",1,4,4
"5449",2,4,4
"5450",0,4,4
"5451",4,4,4
"5452",4,4,4
"5453",2,4,4
"5454",1,2,4
"5455",0,3,4
"5456",0,3,4
"5457",1,4,4
"5458",1,4,4
"5459",1,4,4
"5460",3,3,3
"5461",1,1,4
"5462",1,1,1
"5463",2,3,4
"5464",0,4,4
"5465",0,4,4
"5466",1,3,3
"5467",2,3,3
"5468",1,4,4
"5469",1,4,4
"5470",1,2,3
"5471",2,4,4
"5472",2,2,2
"5473",4,4,4
"5474",0,2,4
"5475",3,4,4
"5476",1,1,4
"5477",2,4,3
"5478",2,1,3
"5479",2,1,4
"5480",1,4,0
"5481",2,3,3
"5482",1,4,3
"5483",3,2,3
"5484",0,0,0
"5485",2,1,3
"5486",1,3,4
"5487",2,4,4
"5488",2,4,4
"5489",2,4,4
"5490",2,4,4
"5491",2,3,3
"5492",2,4,4
"5493",2,3,4
"5494",2,4,4
"5495",2,3,2
"5496",2,4,4
"5497",0,3,4
"5498",2,2,2
"5499",2,2,2
"5500",2,2,2
"5501",3,3,3
"5502",3,3,3
"5503",1,1,1
"5504",2,3,3
"5505",2,3,3
"5506",2,4,4
"5507",3,3,4
"5508",4,4,4
"5509",4,4,4
"5510",2,2,3
"5511",2,2,2
"5512",1,1,1
"5513",1,3,3
"5514",2,2,2
"5515",2,3,3
"5516",0,0,0
"5517",1,2,4
"5518",2,2,2
"5519",1,2,4
"5520",2,2,2
"5521",2,2,2
"5522",2,3,4
"5523",2,2,2
"5524",0,0,4
"5525",2,2,2
"5526",2,3,3
"5527",1,3,4
"5528",1,4,0
"5529",3,4,3
"5530",2,3,4
"5531",3,2,4
"5532",1,3,2
"5533",3,3,3
"5534",1,2,1
"5535",1,4,3
"5536",2,3,4
"5537",1,3,4
"5538",1,3,4
"5539",1,3,4
"5540",2,4,2
"5541",1,4,3
"5542",2,2,4
"5543",3,3,3
"5544",2,3,3
"5545",1,3,4
"5546",2,4,4
"5547",2,3,3
"5548",1,3,4
"5549",2,4,3
"5550",1,3,2
"5551",1,3,4
"5552",3,2,4
"5553",2,4,4
"5554",1,2,3
"5555",2,4,3
"5556",2,2,2
"5557",2,4,4
"5558",2,2,2
"5559",3,3,3
"5560",1,2,2
"5561",-1,2,2
"5562",3,3,3
"5563",1,1,1
"5564",2,2,2
"5565",2,2,3
"5566",0,2,3
"5567",2,4,4
"5568",0,1,4
"5569",0,0,3
"5570",0,3,4
"5571",2,3,2
"5572",0,2,4
"5573",2,3,4
"5574",1,2,0
"5575",4,4,4
"5576",4,4,4
"5577",3,3,4
"5578",4,4,4
"5579",2,3,3
"5580",3,4,4
"5581",1,2,3
"5582",2,3,3
"5583",2,2,2
"5584",2,3,3
"5585",4,3,4
"5586",0,0,0
"5587",0,0,0
"5588",3,4,4
"5589",3,2,4
"5590",0,0,0
"5591",2,3,4
"5592",0,4,4
"5593",3,4,4
"5594",4,2,4
"5595",2,3,4
"5596",2,2,2
"5597",1,2,3
"5598",3,3,3
"5599",2,2,2
"5600",0,3,4
"5601",0,3,4
"5602",2,2,2
"5603",2,0,0
"5604",1,2,4
"5605",2,3,4
"5606",1,3,4
"5607",1,3,4
"5608",2,3,3
"5609",1,3,4
"5610",4,4,4
"5611",4,4,4
"5612",4,4,4
"5613",4,4,4
"5614",4,4,4
"5615",1,3,3
"5616",0,4,4
"5617",1,4,3
"5618",3,4,4
"5619",3,4,4
"5620",2,4,4
"5621",1,4,4
"5622",1,3,4
"5623",0,3,4
"5624",1,3,4
"5625",1,3,4
"5626",4,4,4
"5627",4,4,4
"5628",4,4,4
"5629",4,4,4
"5630",3,3,3
"5631",2,2,2
"5632",1,3,4
"5633",2,3,4
"5634",2,1,3
"5635",4,4,4
"5636",1,3,4
"5637",1,2,4
"5638",0,1,3
"5639",1,4,4
"5640",3,4,4
"5641",2,4,4
"5642",0,2,4
"5643",1,4,4
"5644",4,4,4
"5645",2,2,4
"5646",1,2,1
"5647",1,3,4
"5648",2,3,4
"5649",1,2,3
"5650",0,3,4
"5651",1,2,2
"5652",2,2,2
"5653",1,2,3
"5654",1,2,2
"5655",2,3,3
"5656",1,1,4
"5657",0,1,4
"5658",1,1,4
"5659",2,2,2
"5660",1,2,2
"5661",2,4,4
"5662",1,1,1
"5663",1,4,4
"5664",2,2,2
"5665",0,4,4
"5666",1,3,4
"5667",2,4,4
"5668",4,4,4
"5669",3,3,2
"5670",2,4,3
"5671",2,3,4
"5672",2,4,4
"5673",1,4,4
"5674",0,2,4
"5675",2,3,4
"5676",1,3,4
"5677",2,4,3
"5678",1,3,4
"5679",2,3,4
"5680",2,3,4
"5681",2,4,4
"5682",2,3,4
"5683",1,3,4
"5684",1,3,4
"5685",1,4,3
"5686",1,4,4
"5687",2,4,4
"5688",1,4,4
"5689",0,1,4
"5690",2,4,4
"5691",0,4,3
"5692",2,3,4
"5693",0,0,4
"5694",2,4,4
"5695",1,3,4
"5696",3,3,4
"5697",2,2,2
"5698",2,3,4
"5699",2,3,4
"5700",2,3,3
"5701",2,4,4
"5702",1,3,3
"5703",2,3,3
"5704",1,3,3
"5705",2,2,2
"5706",1,2,3
"5707",2,3,4
"5708",3,3,4
"5709",2,2,2
"5710",2,3,3
"5711",2,3,3
"5712",3,3,3
"5713",2,4,4
"5714",3,4,4
"5715",3,4,4
"5716",3,3,4
"5717",2,3,3
"5718",3,3,3
"5719",2,4,4
"5720",2,4,4
"5721",2,3,3
"5722",3,3,3
"5723",3,3,3
"5724",3,3,3
"5725",2,3,4
"5726",3,3,4
"5727",3,4,4
"5728",3,4,4
"5729",3,4,3
"5730",1,3,4
"5731",2,3,4
"5732",1,2,4
"5733",2,4,4
"5734",1,4,4
"5735",2,3,4
"5736",1,3,4
"5737",2,3,3
"5738",3,3,3
"5739",1,3,3
"5740",3,3,4
"5741",3,4,3
"5742",2,4,3
"5743",1,3,4
"5744",1,3,3
"5745",2,3,2
"5746",3,4,4
"5747",4,0,4
"5748",2,3,4
"5749",2,4,3
"5750",1,3,4
"5751",2,4,4
"5752",1,3,3
"5753",1,4,3
"5754",2,4,4
"5755",1,3,3
"5756",0,3,2
"5757",3,4,3
"5758",3,4,3
"5759",1,1,1
"5760",2,2,2
"5761",2,2,2
"5762",2,3,3
"5763",1,2,2
"5764",3,3,3
"5765",2,2,2
"5766",2,3,3
"5767",2,3,3
"5768",1,4,3
"5769",2,3,4
"5770",1,1,1
"5771",0,0,0
"5772",1,4,4
"5773",2,4,4
"5774",0,4,4
"5775",0,4,4
"5776",-1,-1,-1
"5777",-1,-1,-1
"5778",1,3,3
"5779",1,3,3
"5780",2,2,3
"5781",3,3,4
"5782",2,3,3
"5783",2,3,4
"5784",2,4,4
"5785",2,3,3
"5786",0,4,4
"5787",3,4,4
"5788",3,3,3
"5789",2,3,3
"5790",1,3,2
"5791",2,2,3
"5792",4,4,4
"5793",0,2,4
"5794",2,4,2
"5795",0,3,4
"5796",0,0,4
"5797",4,3,3
"5798",0,4,4
"5799",2,3,3
"5800",1,3,3
"5801",2,1,3
"5802",2,2,1
"5803",4,4,4
"5804",1,4,4
"5805",3,4,3
"5806",3,4,4
"5807",1,3,2
"5808",2,3,4
"5809",1,3,4
"5810",4,4,4
"5811",4,4,4
"5812",2,2,2
"5813",0,1,0
"5814",1,3,0
"5815",1,1,1
"5816",4,4,4
"5817",4,4,4
"5818",4,4,4
"5819",4,4,4
"5820",4,4,4
"5821",4,4,4
"5822",3,3,3
"5823",0,0,0
"5824",0,2,0
"5825",3,3,3
"5826",4,4,4
"5827",3,3,3
"5828",1,1,2
"5829",3,3,3
"5830",4,4,4
"5831",3,3,3
"5832",4,4,4
"5833",4,4,4
"5834",0,1,0
"5835",2,0,0
"5836",2,2,0
"5837",4,4,4
"5838",3,3,3
"5839",4,4,4
"5840",1,0,0
"5841",4,4,4
"5842",3,3,3
"5843",0,1,0
"5844",1,0,1
"5845",4,4,4
"5846",4,4,4
"5847",4,4,4
"5848",4,4,4
"5849",4,4,4
"5850",4,4,4
"5851",4,4,4
"5852",0,2,0
"5853",1,1,1
"5854",3,3,3
"5855",3,3,3
"5856",0,0,0
"5857",3,3,3
"5858",3,3,3
"5859",2,2,2
"5860",2,2,2
"5861",1,1,1
"5862",4,4,4
"5863",3,3,3
"5864",4,4,4
"5865",3,3,3
"5866",4,4,4
"5867",1,1,1
"5868",4,4,4
"5869",2,2,2
"5870",3,3,3
"5871",2,2,2
"5872",3,3,3
"5873",1,1,1
"5874",2,2,2
"5875",4,4,4
"5876",3,3,3
"5877",4,4,4
"5878",2,2,2
"5879",3,3,3
"5880",3,3,3
"5881",2,2,2
"5882",2,2,2
"5883",3,3,3
"5884",0,0,0
"5885",4,4,4
"5886",2,2,2
"5887",4,4,4
"5888",3,3,3
"5889",2,2,2
"5890",2,2,2
"5891",4,4,4
"5892",2,2,2
"5893",4,4,4
"5894",3,3,3
"5895",4,4,4
"5896",3,3,3
"5897",3,3,3
"5898",3,2,2
"5899",4,4,4
"5900",3,3,2
"5901",3,3,3
"5902",3,3,3
"5903",2,2,2
"5904",2,2,2
"5905",3,3,4
"5906",3,2,3
"5907",3,3,3
"5908",0,1,0
"5909",3,3,3
"5910",1,1,1
"5911",4,4,4
"5912",3,3,3
"5913",3,3,3
"5914",1,1,1
"5915",2,2,2
"5916",3,3,3
"5917",3,3,3
"5918",1,2,3
"5919",2,2,2
"5920",2,2,2
"5921",2,2,2
"5922",2,2,2
"5923",3,3,3
"5924",2,2,2
"5925",3,3,3
"5926",2,2,2
"5927",0,1,2
"5928",3,3,3
"5929",4,4,4
"5930",4,4,4
"5931",3,3,3
"5932",0,0,0
"5933",-1,-1,-1
"5934",2,2,2
"5935",3,3,3
"5936",3,3,2
"5937",4,4,4
"5938",3,3,3
"5939",3,3,3
"5940",2,3,2
"5941",2,2,2
"5942",3,3,3
"5943",3,4,3
"5944",2,2,2
"5945",2,2,2
"5946",2,2,2
"5947",3,3,3
"5948",4,4,4
"5949",4,4,4
"5950",4,4,4
"5951",-1,-1,-1
"5952",2,2,2
"5953",3,3,3
"5954",2,2,2
"5955",2,2,2
"5956",3,3,3
"5957",3,3,3
"5958",2,2,2
"5959",2,2,2
"5960",3,3,3
"5961",1,1,1
"5962",3,2,3
"5963",3,3,3
"5964",2,2,2
"5965",4,4,4
"5966",1,1,1
"5967",2,2,2
"5968",4,4,4
"5969",2,2,2
"5970",4,4,4
"5971",2,2,2
"5972",3,3,3
"5973",3,3,3
"5974",4,4,4
"5975",3,3,3
"5976",1,1,1
"5977",3,2,2
"5978",2,2,2
"5979",3,3,3
"5980",2,2,2
"5981",2,2,2
"5982",3,3,3
"5983",3,3,3
"5984",2,2,2
"5985",3,2,3
"5986",3,3,3
"5987",4,4,4
"5988",3,3,4
"5989",3,3,3
"5990",4,4,4
"5991",2,2,3
"5992",1,1,1
"5993",3,3,3
"5994",1,1,0
"5995",4,4,4
"5996",3,3,3
"5997",3,3,3
"5998",4,4,4
"5999",2,2,2
"6000",2,2,2
"6001",3,3,3
"6002",2,2,2
"6003",1,2,2
"6004",4,4,4
"6005",2,2,2
"6006",1,1,1
"6007",4,4,4
"6008",3,3,3
"6009",3,3,3
"6010",3,3,3
"6011",2,2,2
"6012",2,2,2
"6013",3,3,3
"6014",2,2,2
"6015",2,2,2
"6016",1,1,1
"6017",2,2,2
"6018",3,3,3
"6019",2,2,2
"6020",1,1,1
"6021",3,3,3
"6022",3,3,3
"6023",3,3,3
"6024",3,3,3
"6025",3,3,3
"6026",1,1,1
"6027",3,3,3
"6028",4,4,4
"6029",3,3,3
"6030",3,3,3
"6031",4,4,4
"6032",3,3,3
"6033",1,1,1
"6034",2,2,2
"6035",2,2,2
"6036",1,1,1
"6037",2,2,2
"6038",0,0,0
"6039",3,3,3
"6040",3,4,3
"6041",4,3,3
"6042",4,4,4
"6043",4,4,4
"6044",4,4,4
"6045",3,3,3
"6046",3,3,3
"6047",1,1,1
"6048",3,3,3
"6049",1,1,1
"6050",1,1,1
"6051",3,3,3
"6052",3,2,3
"6053",3,3,3
"6054",3,3,3
"6055",4,4,4
"6056",1,1,1
"6057",4,4,4
"6058",4,4,4
"6059",1,1,1
"6060",3,3,3
"6061",2,2,2
"6062",2,2,2
"6063",1,1,1
"6064",1,1,1
"6065",4,4,4
"6066",3,3,2
"6067",3,3,3
"6068",3,3,3
"6069",3,3,3
"6070",3,3,3
"6071",3,3,3
"6072",4,4,4
"6073",3,3,3
"6074",2,2,2
"6075",3,3,3
"6076",4,4,4
"6077",3,3,3
"6078",2,2,2
"6079",1,1,1
"6080",3,3,3
"6081",4,4,4
"6082",3,3,3
"6083",-1,-1,-1
"6084",3,3,3
"6085",1,2,2
"6086",2,2,2
"6087",4,4,4
"6088",3,4,4
"6089",4,4,4
"6090",3,3,3
"6091",3,3,4
"6092",4,4,4
"6093",2,2,2
"6094",2,2,2
"6095",2,2,2
"6096",1,1,1
"6097",1,2,1
"6098",3,3,4
"6099",3,3,3
"6100",1,1,1
"6101",1,2,2
"6102",1,1,1
"6103",3,3,3
"6104",3,3,3
"6105",2,2,3
"6106",4,4,4
"6107",1,1,1
"6108",2,2,2
"6109",3,3,3
"6110",2,2,2
"6111",2,2,2
"6112",2,2,2
"6113",3,3,3
"6114",3,3,3
"6115",2,2,2
"6116",1,1,1
"6117",2,2,2
"6118",3,3,3
"6119",3,3,3
"6120",3,3,3
"6121",2,2,2
"6122",1,1,1
"6123",1,1,1
"6124",2,2,2
"6125",3,3,3
"6126",2,2,2
"6127",3,3,3
"6128",3,3,3
"6129",3,2,3
"6130",2,2,2
"6131",3,3,3
"6132",3,3,3
"6133",2,2,2
"6134",3,3,3
"6135",1,1,1
"6136",2,2,2
"6137",3,3,3
"6138",2,2,2
"6139",3,3,3
"6140",4,4,4
"6141",3,3,3
"6142",1,1,1
"6143",2,2,2
"6144",3,3,3
"6145",3,3,3
"6146",2,2,2
"6147",4,4,4
"6148",3,3,3
"6149",2,2,2
"6150",1,1,1
"6151",2,2,1
"6152",3,3,3
"6153",4,4,4
"6154",3,3,3
"6155",3,3,3
"6156",4,4,4
"6157",3,3,3
"6158",4,4,4
"6159",2,2,3
"6160",2,2,2
"6161",3,3,3
"6162",2,2,2
"6163",2,2,2
"6164",2,2,2
"6165",3,3,3
"6166",4,4,4
"6167",2,2,2
"6168",1,2,1
"6169",2,2,2
"6170",3,3,3
"6171",1,1,1
"6172",3,3,3
"6173",3,3,3
"6174",3,3,3
"6175",3,3,3
"6176",2,3,3
"6177",2,2,2
"6178",3,3,3
"6179",3,3,3
"6180",3,3,3
"6181",2,2,2
"6182",2,2,2
"6183",0,1,0
"6184",4,4,4
"6185",0,1,0
"6186",1,2,1
"6187",3,3,3
"6188",1,1,1
"6189",3,3,3
"6190",2,3,2
"6191",2,2,2
"6192",1,2,1
"6193",2,2,2
"6194",4,3,4
"6195",0,0,0
"6196",3,2,3
"6197",2,3,2
"6198",3,3,3
"6199",3,3,3
"6200",2,2,2
"6201",2,2,2
"6202",3,3,2
"6203",2,2,2
"6204",3,3,3
"6205",2,2,2
"6206",2,2,2
"6207",2,2,2
"6208",3,3,3
"6209",4,4,4
"6210",2,2,2
"6211",2,2,0
"6212",2,2,2
"6213",2,2,2
"6214",2,2,2
"6215",0,1,0
"6216",2,2,2
"6217",3,3,3
"6218",3,3,3
"6219",3,3,3
"6220",2,2,2
"6221",3,3,3
"6222",2,2,2
"6223",3,3,3
"6224",3,3,3
"6225",3,4,3
"6226",1,1,2
"6227",1,2,1
"6228",3,3,3
"6229",4,4,4
"6230",2,2,2
"6231",2,2,2
"6232",3,3,3
"6233",2,3,2
"6234",3,3,3
"6235",2,2,2
"6236",2,2,2
"6237",1,1,1
"6238",4,4,4
"6239",3,3,3
"6240",1,1,1
"6241",1,2,1
"6242",3,3,3
"6243",2,2,2
"6244",4,4,4
"6245",3,3,3
"6246",2,2,2
"6247",2,2,2
"6248",2,2,2
"6249",2,1,2
"6250",3,3,3
"6251",2,2,3
"6252",0,1,0
"6253",3,3,3
"6254",2,2,2
"6255",2,2,2
"6256",2,2,2
"6257",3,3,3
"6258",3,3,3
"6259",2,2,2
"6260",4,3,4
"6261",2,2,2
"6262",4,4,4
"6263",2,2,2
"6264",4,4,4
"6265",2,2,2
"6266",3,3,3
"6267",1,1,1
"6268",2,2,2
"6269",3,3,3
"6270",2,3,2
"6271",1,2,1
"6272",3,3,3
"6273",3,3,3
"6274",2,3,3
"6275",2,2,2
"6276",1,1,1
"6277",2,2,3
"6278",0,1,0
"6279",2,3,2
"6280",2,2,1
"6281",3,3,3
"6282",4,3,4
"6283",1,1,1
"6284",2,2,2
"6285",1,1,1
"6286",3,3,3
"6287",2,2,2
"6288",3,3,3
"6289",0,0,0
"6290",2,2,2
"6291",4,4,4
"6292",2,2,2
"6293",3,3,3
"6294",3,3,3
"6295",2,2,2
"6296",3,3,3
"6297",2,2,2
"6298",3,3,3
"6299",3,4,3
"6300",2,2,1
"6301",3,3,3
"6302",2,2,2
"6303",2,2,2
"6304",3,3,3
"6305",1,1,1
"6306",2,2,2
"6307",3,3,3
"6308",2,3,2
"6309",2,2,2
"6310",4,4,4
"6311",3,3,3
"6312",3,3,3
"6313",3,3,3
"6314",2,2,2
"6315",3,3,3
"6316",1,2,1
"6317",2,2,2
"6318",3,3,3
"6319",3,2,3
"6320",2,2,2
"6321",3,2,3
"6322",1,1,1
"6323",3,3,3
"6324",3,3,3
"6325",3,3,3
"6326",2,3,2
"6327",3,3,3
"6328",3,3,3
"6329",2,2,2
"6330",2,2,2
"6331",4,4,4
"6332",2,2,2
"6333",2,2,2
"6334",2,2,2
"6335",3,3,3
"6336",2,2,2
"6337",3,3,3
"6338",3,3,3
"6339",2,2,2
"6340",1,1,1
"6341",2,2,2
"6342",3,3,3
"6343",2,1,2
"6344",1,1,1
"6345",2,2,2
"6346",1,2,1
"6347",4,4,4
"6348",2,3,2
"6349",3,3,3
"6350",3,3,3
"6351",2,2,2
"6352",2,2,2
"6353",1,2,1
"6354",3,3,3
"6355",2,2,2
"6356",1,2,1
"6357",0,0,0
"6358",3,3,3
"6359",2,2,2
"6360",2,2,2
"6361",3,3,3
"6362",3,3,3
"6363",2,2,2
"6364",2,2,2
"6365",4,3,4
"6366",3,2,3
"6367",2,2,2
"6368",3,3,3
"6369",3,3,3
"6370",2,2,2
"6371",2,2,2
"6372",3,3,3
"6373",2,2,2
"6374",4,4,4
"6375",2,2,2
"6376",2,2,2
"6377",2,3,2
"6378",3,3,3
"6379",2,2,2
"6380",2,2,2
"6381",4,4,4
"6382",3,3,3
"6383",3,3,3
"6384",3,3,2
"6385",2,3,2
"6386",2,2,2
"6387",3,3,3
"6388",2,2,2
"6389",2,2,2
"6390",1,2,1
"6391",3,3,3
"6392",2,2,2
"6393",2,2,2
"6394",3,3,3
"6395",3,3,3
"6396",3,3,3
"6397",2,2,2
"6398",3,3,3
"6399",2,2,2
"6400",3,3,3
"6401",2,2,2
"6402",3,3,3
"6403",2,2,2
"6404",3,3,3
"6405",2,1,2
"6406",3,3,3
"6407",3,3,3
"6408",3,3,2
"6409",1,1,1
"6410",2,2,2
"6411",3,3,3
"6412",2,2,2
"6413",3,3,3
"6414",2,3,2
"6415",3,3,3
"6416",3,3,3
"6417",3,3,3
"6418",3,3,3
"6419",3,3,3
"6420",0,1,1
"6421",2,2,2
"6422",4,4,4
"6423",0,1,0
"6424",2,1,2
"6425",3,3,3
"6426",3,3,3
"6427",4,4,4
"6428",3,3,3
"6429",0,0,0
"6430",3,3,3
"6431",2,2,2
"6432",2,3,3
"6433",4,4,4
"6434",3,3,3
"6435",3,3,3
"6436",3,3,4
"6437",4,4,4
"6438",4,4,4
"6439",3,3,3
"6440",3,3,3
"6441",3,3,3
"6442",2,2,2
"6443",3,3,3
"6444",1,1,1
"6445",3,3,3
"6446",3,3,3
"6447",4,3,4
"6448",4,4,4
"6449",3,3,3
"6450",2,2,2
"6451",2,2,2
"6452",3,3,3
"6453",4,4,4
"6454",2,1,3
"6455",3,3,3
"6456",4,4,4
"6457",3,3,3
"6458",4,4,4
"6459",3,3,3
"6460",3,3,3
"6461",3,3,3
"6462",3,3,3
"6463",2,2,2
"6464",4,4,4
"6465",3,3,3
"6466",4,4,4
"6467",3,3,3
"6468",3,3,3
"6469",3,3,3
"6470",3,3,3
"6471",3,3,3
"6472",3,3,3
"6473",3,3,3
"6474",2,2,2
"6475",4,4,4
"6476",3,3,3
"6477",3,3,3
"6478",3,3,3
"6479",2,2,2
"6480",4,4,4
"6481",3,3,3
"6482",3,3,3
"6483",3,3,3
"6484",2,2,2
"6485",2,2,2
"6486",1,1,1
"6487",3,3,3
"6488",0,0,0
"6489",4,4,4
"6490",3,3,3
"6491",2,2,2
"6492",4,4,4
"6493",4,4,4
"6494",2,2,2
"6495",3,3,3
"6496",3,3,3
"6497",3,3,3
"6498",3,3,4
"6499",4,4,4
"6500",3,3,3
"6501",3,3,3
"6502",2,3,2
"6503",4,4,4
"6504",3,3,3
"6505",4,4,4
"6506",1,1,1
"6507",1,1,1
"6508",3,3,3
"6509",4,4,4
"6510",4,4,4
"6511",2,2,2
"6512",3,3,3
"6513",3,3,3
"6514",3,3,3
"6515",3,3,3
"6516",3,3,3
"6517",3,4,3
"6518",4,4,4
"6519",4,4,4
"6520",3,3,3
"6521",3,3,3
"6522",3,3,3
"6523",3,3,3
