"","V161","V162","V163"
"54945",4,3,2
"54946",0,1,2
"54947",3,2,3
"54948",3,2,4
"54949",3,2,2
"54950",4,2,3
"54951",4,2,3
"54952",3,2,2
"54953",4,3,3
"54954",4,3,4
"54955",2,1,2
"54956",4,2,3
"54957",4,2,4
"54958",0,0,2
"54959",2,2,3
"54960",4,4,4
"54961",-1,3,4
"54962",4,3,4
"54963",1,2,4
"54964",3,2,4
"54965",4,0,4
"54966",3,1,4
"54967",2,1,3
"54968",2,2,2
"54969",4,4,4
"54970",0,0,0
"54971",4,2,3
"54972",4,0,4
"54973",0,4,4
"54974",3,3,3
"54975",2,2,2
"54976",3,3,4
"54977",2,2,3
"54978",2,2,2
"54979",4,3,4
"54980",2,2,2
"54981",4,4,4
"54982",3,3,3
"54983",4,3,4
"54984",4,3,4
"54985",3,3,3
"54986",4,0,2
"54987",3,0,4
"54988",2,4,4
"54989",3,3,3
"54990",2,2,2
"54991",2,2,2
"54992",3,3,3
"54993",3,3,4
"54994",1,2,1
"54995",4,4,4
"54996",1,1,1
"54997",4,4,4
"54998",0,4,4
"54999",2,2,2
"55000",4,4,4
"55001",1,1,2
"55002",4,4,4
"55003",1,1,0
"55004",4,4,4
"55005",4,4,4
"55006",4,4,4
"55007",3,3,3
"55008",4,4,4
"55009",4,2,4
"55010",3,3,2
"55011",4,4,3
"55012",3,3,4
"55013",4,4,4
"55014",2,2,2
"55015",4,4,4
"55016",3,3,4
"55017",4,4,4
"55018",3,2,4
"55019",4,4,4
"55020",4,4,4
"55021",2,2,3
"55022",4,4,4
"55023",3,3,2
"55024",4,3,4
"55025",4,2,3
"55026",4,0,0
"55027",0,0,1
"55028",3,3,2
"55029",4,4,4
"55030",1,1,2
"55031",4,4,3
"55032",1,4,1
"55033",4,4,4
"55034",3,4,4
"55035",1,1,3
"55036",3,3,4
"55037",3,3,3
"55038",1,3,2
"55039",4,3,3
"55040",3,3,3
"55041",4,4,4
"55042",2,2,2
"55043",4,3,3
"55044",3,4,3
"55045",3,2,2
"55046",1,2,1
"55047",2,3,2
"55048",4,4,4
"55049",4,3,4
"55050",4,4,4
"55051",3,3,4
"55052",4,4,4
"55053",4,4,4
"55054",0,0,0
"55055",4,4,4
"55056",4,4,4
"55057",1,1,4
"55058",4,4,4
"55059",4,4,4
"55060",4,4,4
"55061",4,4,4
"55062",4,4,4
"55063",1,1,4
"55064",3,3,3
"55065",3,2,2
"55066",3,3,3
"55067",3,3,3
"55068",3,3,3
"55069",3,2,2
"55070",2,3,3
"55071",3,2,3
"55072",4,3,3
"55073",3,3,3
"55074",3,3,3
"55075",2,2,3
"55076",3,2,2
"55077",3,3,3
"55078",2,2,2
"55079",2,3,3
"55080",3,3,3
"55081",3,2,3
"55082",3,2,3
"55083",3,3,3
"55084",3,3,3
"55085",3,3,3
"55086",4,2,4
"55087",3,3,3
"55088",3,3,3
"55089",3,3,3
"55090",4,4,4
"55091",3,2,3
"55092",3,3,3
"55093",2,2,2
"55094",3,3,4
"55095",2,1,2
"55096",3,3,3
"55097",3,3,3
"55098",3,1,3
"55099",4,4,4
"55100",2,2,2
"55101",4,4,4
"55102",3,3,3
"55103",3,3,3
"55104",3,3,3
"55105",4,4,4
"55106",3,3,3
"55107",3,3,3
"55108",3,3,3
"55109",3,3,3
"55110",2,3,3
"55111",2,2,2
"55112",4,2,3
"55113",3,3,3
"55114",2,3,4
"55115",2,2,2
"55116",3,4,4
"55117",3,3,4
"55118",3,3,3
"55119",2,2,2
"55120",3,4,4
"55121",3,2,3
"55122",2,2,2
"55123",2,2,2
"55124",3,4,4
"55125",2,2,2
"55126",3,4,4
"55127",4,3,3
"55128",2,2,2
"55129",4,4,4
"55130",2,2,4
"55131",3,3,3
"55132",3,4,4
"55133",2,2,2
"55134",2,3,3
"55135",2,3,4
"55136",2,3,3
"55137",2,3,3
"55138",2,3,3
"55139",2,3,3
"55140",3,3,3
"55141",2,3,3
"55142",2,3,3
"55143",2,2,2
"55144",3,3,3
"55145",2,3,3
"55146",2,3,3
"55147",2,2,3
"55148",2,3,3
"55149",2,3,3
"55150",2,3,3
"55151",2,2,3
"55152",2,3,3
"55153",3,2,3
"55154",2,2,3
"55155",2,3,3
"55156",2,2,3
"55157",2,3,3
"55158",3,3,3
"55159",2,3,3
"55160",2,2,3
"55161",2,2,2
"55162",3,3,3
"55163",2,3,3
"55164",3,2,3
"55165",2,2,2
"55166",2,2,2
"55167",2,3,3
"55168",2,2,2
"55169",2,2,2
"55170",3,3,3
"55171",2,3,3
"55172",2,2,2
"55173",2,2,2
"55174",2,2,2
"55175",2,2,3
"55176",2,3,3
"55177",2,3,4
"55178",2,3,3
"55179",3,3,3
"55180",2,3,3
"55181",2,3,3
"55182",2,3,3
"55183",2,3,3
"55184",3,3,3
"55185",3,3,3
"55186",4,4,4
"55187",4,4,4
"55188",3,3,3
"55189",3,3,3
"55190",4,3,3
"55191",4,4,4
"55192",4,3,3
"55193",3,3,4
"55194",3,4,4
"55195",3,4,4
"55196",4,4,4
"55197",3,3,4
"55198",4,3,4
"55199",4,4,4
"55200",4,4,4
"55201",3,3,3
"55202",3,3,3
"55203",2,4,3
"55204",4,4,4
"55205",4,4,4
"55206",3,2,3
"55207",4,4,4
"55208",4,4,4
"55209",3,2,4
"55210",4,4,4
"55211",2,3,3
"55212",3,2,3
"55213",4,3,3
"55214",4,4,4
"55215",2,4,4
"55216",4,4,4
"55217",3,3,3
"55218",3,4,4
"55219",2,3,4
"55220",4,4,4
"55221",4,4,4
"55222",4,4,4
"55223",3,4,4
"55224",2,2,2
"55225",2,2,4
"55226",4,4,4
"55227",4,4,4
"55228",4,4,4
"55229",3,3,3
"55230",4,4,4
"55231",3,3,3
"55232",4,4,4
"55233",3,4,3
"55234",1,0,1
"55235",4,4,4
"55236",2,3,4
"55237",3,4,4
"55238",3,3,3
"55239",4,0,2
"55240",4,4,4
"55241",4,0,4
"55242",0,0,4
"55243",4,4,4
"55244",4,1,4
"55245",0,0,0
"55246",0,4,4
"55247",2,0,4
"55248",4,0,4
"55249",2,1,3
"55250",4,2,4
"55251",3,3,4
"55252",3,1,4
"55253",4,0,4
"55254",4,4,4
"55255",4,4,4
"55256",4,4,4
"55257",4,4,4
"55258",4,3,4
"55259",4,4,4
"55260",2,2,2
"55261",4,4,4
"55262",2,2,2
"55263",2,2,4
"55264",2,4,4
"55265",2,2,2
"55266",3,3,3
"55267",4,4,4
"55268",2,2,2
"55269",4,3,4
"55270",3,2,4
"55271",3,2,4
"55272",3,3,4
"55273",2,2,2
"55274",3,2,4
"55275",3,2,3
"55276",2,2,2
"55277",2,2,2
"55278",2,1,4
"55279",2,2,3
"55280",4,2,4
"55281",2,2,3
"55282",2,2,2
"55283",2,2,2
"55284",2,2,2
"55285",3,3,3
"55286",3,3,3
"55287",2,2,2
"55288",2,2,2
"55289",3,1,3
"55290",1,1,1
"55291",4,3,4
"55292",1,1,4
"55293",2,3,3
"55294",2,1,2
"55295",1,2,3
"55296",3,1,3
"55297",0,0,3
"55298",3,1,3
"55299",4,4,4
"55300",3,4,4
"55301",3,4,3
"55302",3,3,3
"55303",4,4,4
"55304",3,3,3
"55305",4,4,4
"55306",3,3,3
"55307",4,4,3
"55308",4,4,4
"55309",3,3,3
"55310",4,3,4
"55311",4,0,4
"55312",4,2,4
"55313",3,3,3
"55314",4,2,4
"55315",4,2,4
"55316",0,3,0
"55317",4,2,4
"55318",3,2,2
"55319",4,2,4
"55320",3,1,3
"55321",3,3,3
"55322",4,4,4
"55323",3,4,4
"55324",4,2,2
"55325",3,3,3
"55326",3,3,3
"55327",4,4,4
"55328",4,4,4
"55329",4,4,4
"55330",4,4,4
"55331",1,2,4
"55332",4,2,4
"55333",2,3,3
"55334",4,1,4
"55335",4,1,4
"55336",2,3,4
"55337",3,1,3
"55338",4,2,4
"55339",3,3,3
"55340",3,3,4
"55341",4,1,4
"55342",2,2,4
"55343",3,3,3
"55344",4,3,3
"55345",3,3,4
"55346",4,4,4
"55347",3,2,3
"55348",3,3,3
"55349",4,2,4
"55350",4,4,4
"55351",4,2,4
"55352",4,0,4
"55353",0,0,3
"55354",4,2,4
"55355",4,0,4
"55356",4,4,4
"55357",2,2,4
"55358",4,3,4
"55359",3,2,3
"55360",4,2,3
"55361",4,1,3
"55362",3,2,4
"55363",4,3,3
"55364",3,2,3
"55365",2,1,3
"55366",3,2,3
"55367",3,3,4
"55368",3,1,4
"55369",1,1,4
"55370",3,1,1
"55371",-1,4,1
"55372",4,2,3
"55373",4,2,3
"55374",3,2,4
"55375",4,3,3
"55376",4,2,4
"55377",3,1,3
"55378",3,4,4
"55379",3,2,3
"55380",4,1,4
"55381",4,2,4
"55382",2,1,1
"55383",3,2,4
"55384",4,1,3
"55385",4,2,3
"55386",4,2,3
"55387",3,3,3
"55388",3,2,3
"55389",2,2,3
"55390",3,2,4
"55391",3,2,3
"55392",3,2,2
"55393",2,0,1
"55394",4,2,1
"55395",4,3,3
"55396",4,0,4
"55397",4,2,2
"55398",3,2,1
"55399",2,2,2
"55400",2,2,2
"55401",2,3,2
"55402",2,2,3
"55403",3,2,2
"55404",3,2,3
"55405",3,2,4
"55406",3,2,4
"55407",3,2,4
"55408",3,3,4
"55409",4,0,4
"55410",4,1,2
"55411",3,3,3
"55412",3,3,3
"55413",3,3,3
"55414",3,3,3
"55415",4,-2,4
"55416",0,0,0
"55417",0,0,0
"55418",2,2,2
"55419",4,3,4
"55420",2,2,2
"55421",4,4,4
"55422",3,2,2
"55423",4,4,4
"55424",2,2,0
"55425",4,3,2
"55426",3,2,3
"55427",2,1,2
"55428",4,0,2
"55429",2,1,1
"55430",2,2,2
"55431",2,1,2
"55432",3,1,3
"55433",0,0,2
"55434",3,3,2
"55435",3,0,2
"55436",3,2,2
"55437",2,2,2
"55438",2,2,2
"55439",4,4,4
"55440",3,4,2
"55441",3,3,3
"55442",4,3,4
"55443",4,4,3
"55444",4,4,4
"55445",4,4,4
"55446",4,3,3
"55447",4,4,4
"55448",4,4,4
"55449",0,0,4
"55450",4,4,4
"55451",4,4,4
"55452",1,0,4
"55453",4,2,4
"55454",0,4,0
"55455",4,4,4
"55456",4,4,4
"55457",4,2,4
"55458",0,0,4
"55459",3,3,3
"55460",1,1,3
"55461",2,2,2
"55462",2,3,2
"55463",3,1,3
"55464",2,2,3
"55465",2,2,2
"55466",3,3,3
"55467",3,3,3
"55468",3,3,3
"55469",3,0,3
"55470",4,3,3
"55471",4,0,4
"55472",4,4,4
"55473",4,4,4
"55474",3,3,3
"55475",3,3,3
"55476",4,2,3
"55477",4,3,4
"55478",4,4,4
"55479",3,4,3
"55480",4,4,4
"55481",4,1,4
"55482",4,4,4
"55483",4,4,4
"55484",3,3,2
"55485",4,4,4
"55486",4,4,4
"55487",4,4,4
"55488",4,4,4
"55489",4,4,4
"55490",4,4,4
"55491",2,2,4
"55492",4,4,4
"55493",1,4,4
"55494",4,3,3
"55495",4,2,-1
"55496",4,4,0
"55497",4,4,4
"55498",4,4,4
"55499",3,2,3
"55500",4,2,4
"55501",3,3,4
"55502",4,3,4
"55503",4,4,4
"55504",3,3,4
"55505",3,4,3
"55506",4,2,4
"55507",4,2,3
"55508",3,4,4
"55509",3,2,3
"55510",2,2,2
"55511",4,4,4
"55512",3,2,2
"55513",2,2,2
"55514",3,2,3
"55515",3,2,4
"55516",4,4,4
"55517",3,2,4
"55518",3,3,3
"55519",0,1,1
"55520",3,2,4
"55521",3,3,3
"55522",0,0,0
"55523",2,2,4
"55524",3,1,3
"55525",3,3,3
"55526",2,2,3
"55527",4,4,4
"55528",3,3,3
"55529",4,3,4
"55530",4,3,3
"55531",1,3,3
"55532",3,1,2
"55533",3,2,3
"55534",4,3,3
"55535",3,3,3
"55536",3,4,4
"55537",3,3,3
"55538",4,2,3
"55539",3,3,4
"55540",4,4,3
"55541",3,4,4
"55542",3,3,3
"55543",3,3,3
"55544",3,3,4
"55545",3,3,4
"55546",4,4,4
"55547",2,2,4
"55548",4,4,4
"55549",4,3,3
"55550",4,4,4
"55551",3,3,3
"55552",4,0,4
"55553",4,4,4
"55554",0,0,4
"55555",4,1,4
"55556",3,3,3
"55557",0,4,4
"55558",4,2,4
"55559",4,4,4
"55560",4,4,4
"55561",4,0,4
"55562",4,3,3
"55563",4,4,4
"55564",4,0,4
"55565",4,4,4
"55566",4,4,4
"55567",4,4,3
"55568",4,4,4
"55569",3,2,3
"55570",4,2,4
"55571",1,1,1
"55572",3,2,3
"55573",3,3,4
"55574",3,2,3
"55575",3,1,3
"55576",4,2,4
"55577",3,2,4
"55578",3,1,3
"55579",2,2,1
"55580",4,2,1
"55581",4,3,2
"55582",4,3,1
"55583",1,3,1
"55584",4,4,4
"55585",4,3,4
"55586",4,3,3
"55587",2,2,2
"55588",3,3,1
"55589",4,3,4
"55590",3,3,4
"55591",4,3,4
"55592",4,4,4
"55593",3,2,3
"55594",4,4,4
"55595",4,3,4
"55596",4,3,3
"55597",4,3,4
"55598",4,4,4
"55599",2,2,3
"55600",2,2,2
"55601",3,3,4
"55602",3,2,3
"55603",4,4,4
"55604",4,2,4
"55605",3,2,4
"55606",3,1,4
"55607",4,4,4
"55608",2,2,3
"55609",2,4,4
"55610",3,2,4
"55611",4,4,4
"55612",4,4,4
"55613",4,3,4
"55614",4,3,3
"55615",4,4,4
"55616",4,4,4
"55617",4,3,4
"55618",4,4,4
"55619",2,2,2
"55620",4,2,4
"55621",4,2,4
"55622",4,2,4
"55623",4,2,3
"55624",4,4,4
"55625",3,2,4
"55626",4,3,4
"55627",4,4,4
"55628",4,4,4
"55629",3,2,4
"55630",4,4,4
"55631",3,4,4
"55632",2,3,4
"55633",4,4,4
"55634",4,4,4
"55635",4,3,3
"55636",3,3,4
"55637",3,3,4
"55638",3,3,4
"55639",1,0,1
"55640",4,0,0
"55641",4,4,4
"55642",4,4,4
"55643",4,4,4
"55644",4,4,4
"55645",4,3,3
"55646",3,2,4
"55647",2,2,2
"55648",4,4,4
"55649",2,3,1
"55650",2,4,4
"55651",4,4,4
"55652",-1,-1,-1
"55653",4,0,0
"55654",4,4,0
"55655",3,0,0
"55656",3,1,3
"55657",4,4,-1
"55658",2,1,3
"55659",4,4,4
"55660",0,0,4
"55661",4,4,4
"55662",2,3,4
"55663",4,4,4
"55664",2,2,2
"55665",4,3,3
"55666",4,3,4
"55667",2,2,2
"55668",4,4,4
"55669",2,2,4
"55670",1,2,4
"55671",3,1,2
"55672",2,2,4
"55673",1,2,4
"55674",1,3,3
"55675",2,2,4
"55676",2,1,3
"55677",1,1,3
"55678",1,3,3
"55679",4,4,4
"55680",4,1,4
"55681",1,3,4
"55682",4,4,4
"55683",3,2,4
"55684",2,3,2
"55685",3,3,4
"55686",2,0,4
"55687",2,1,4
"55688",3,1,4
"55689",3,2,3
"55690",3,2,3
"55691",3,2,3
"55692",3,2,3
"55693",3,3,3
"55694",3,2,2
"55695",2,2,1
"55696",2,2,2
"55697",2,2,2
"55698",3,2,1
"55699",3,2,2
"55700",3,2,2
"55701",2,1,2
"55702",3,2,2
"55703",2,2,2
"55704",3,3,2
"55705",2,2,2
"55706",4,3,4
"55707",4,4,4
"55708",2,1,3
"55709",2,2,2
"55710",2,2,2
"55711",4,4,4
"55712",1,1,1
"55713",4,-1,2
"55714",2,4,3
"55715",2,4,1
"55716",2,3,2
"55717",3,2,3
"55718",3,3,3
"55719",1,1,2
"55720",0,4,1
"55721",1,2,2
"55722",1,1,2
"55723",4,0,3
"55724",4,4,4
"55725",4,4,4
"55726",3,1,3
"55727",3,3,3
"55728",2,2,2
"55729",0,0,0
"55730",4,2,4
"55731",4,2,4
"55732",4,1,1
"55733",4,3,3
"55734",2,3,1
"55735",4,4,4
"55736",2,1,3
"55737",4,2,4
"55738",3,4,3
"55739",3,1,4
"55740",3,2,4
"55741",3,1,3
"55742",4,1,4
"55743",3,1,3
"55744",3,2,4
"55745",3,1,4
"55746",3,3,3
"55747",4,0,1
"55748",4,1,4
"55749",4,4,4
"55750",4,1,4
"55751",3,0,1
"55752",4,0,3
"55753",4,0,0
"55754",1,0,0
"55755",1,1,1
"55756",3,2,2
"55757",3,2,2
"55758",4,2,2
"55759",4,3,2
"55760",4,2,4
"55761",4,2,2
"55762",-1,-1,-1
"55763",4,2,1
"55764",2,3,4
"55765",4,4,4
"55766",4,4,2
"55767",4,2,4
"55768",4,4,4
"55769",4,1,4
"55770",4,1,4
"55771",3,3,2
"55772",2,1,4
"55773",4,4,4
"55774",3,2,4
"55775",4,1,4
"55776",2,1,3
"55777",1,0,2
"55778",2,1,4
"55779",1,4,3
"55780",2,2,3
"55781",4,3,2
"55782",2,2,2
"55783",3,2,2
"55784",2,2,2
"55785",2,3,2
"55786",3,3,2
"55787",3,2,2
"55788",2,2,3
"55789",2,2,3
"55790",2,2,2
"55791",2,2,3
"55792",2,3,3
"55793",1,1,3
"55794",3,3,4
"55795",2,2,2
"55796",3,2,2
"55797",3,2,2
"55798",4,4,4
"55799",3,3,3
"55800",2,1,2
"55801",3,2,3
"55802",3,2,2
"55803",3,2,3
"55804",2,2,2
"55805",3,2,2
"55806",3,3,3
"55807",3,3,3
"55808",2,1,3
"55809",4,2,4
"55810",4,2,4
"55811",3,2,2
"55812",2,1,2
"55813",3,2,3
"55814",3,3,2
"55815",3,1,2
"55816",3,3,2
"55817",3,2,3
"55818",3,2,3
"55819",3,1,3
"55820",2,1,3
"55821",4,2,3
"55822",3,1,4
"55823",3,2,3
"55824",4,3,2
"55825",3,1,3
"55826",3,1,3
"55827",3,2,3
"55828",3,2,4
"55829",3,3,3
"55830",4,3,2
"55831",3,2,3
"55832",4,2,3
"55833",3,2,3
"55834",2,2,3
"55835",2,1,2
"55836",4,1,4
"55837",3,1,3
"55838",4,4,4
"55839",2,1,1
"55840",3,1,1
"55841",3,1,1
"55842",4,4,2
"55843",4,4,1
"55844",4,3,3
"55845",4,2,1
"55846",3,2,1
"55847",3,1,1
"55848",4,3,3
"55849",4,2,4
"55850",3,2,3
"55851",3,2,3
"55852",3,3,4
"55853",4,2,4
"55854",3,2,3
"55855",3,2,4
"55856",4,1,3
"55857",4,3,3
"55858",4,4,0
"55859",3,1,3
"55860",2,0,3
"55861",3,1,3
"55862",3,1,3
"55863",3,1,3
"55864",3,2,3
"55865",3,-2,3
"55866",3,-1,-1
"55867",3,-1,2
"55868",3,-1,3
"55869",2,0,4
"55870",0,1,1
"55871",3,2,2
"55872",0,0,1
"55873",3,1,2
"55874",2,0,1
"55875",1,0,1
"55876",4,2,2
"55877",4,2,3
"55878",0,0,1
"55879",2,3,4
"55880",1,2,3
"55881",1,2,2
"55882",2,4,4
"55883",2,4,3
"55884",1,2,3
"55885",1,3,1
"55886",1,3,2
"55887",2,3,1
"55888",-1,-1,-1
"55889",3,2,3
"55890",3,2,3
"55891",3,1,3
"55892",3,3,4
"55893",3,2,3
"55894",3,2,2
"55895",3,2,3
"55896",3,1,3
"55897",4,4,4
"55898",3,2,3
"55899",3,4,4
"55900",-2,-1,-1
"55901",-1,0,2
"55902",-1,2,4
"55903",-2,-2,4
"55904",4,4,4
"55905",3,-1,1
"55906",3,3,4
"55907",3,0,4
"55908",4,2,4
"55909",2,3,3
"55910",3,2,3
"55911",4,4,4
"55912",4,3,4
"55913",2,3,3
"55914",0,2,3
"55915",2,2,2
"55916",2,1,4
"55917",4,-1,4
"55918",2,2,2
"55919",3,2,3
"55920",1,1,3
"55921",4,0,2
"55922",3,2,3
"55923",0,0,0
"55924",1,2,3
"55925",2,0,4
"55926",3,2,0
"55927",3,3,1
"55928",3,2,3
"55929",3,1,3
"55930",3,1,3
"55931",2,3,4
"55932",1,1,4
"55933",2,0,2
"55934",1,0,3
"55935",2,2,2
"55936",2,1,1
"55937",2,0,2
"55938",1,1,3
"55939",3,2,2
"55940",4,1,1
"55941",4,2,2
"55942",3,2,2
"55943",4,3,3
"55944",4,0,4
"55945",4,2,3
"55946",4,2,2
"55947",4,0,4
"55948",4,2,2
"55949",-2,0,2
"55950",2,1,2
"55951",4,2,3
"55952",3,1,2
"55953",3,2,2
"55954",2,1,3
"55955",4,1,4
"55956",4,2,1
"55957",4,1,2
"55958",4,0,2
"55959",4,4,4
"55960",4,2,4
"55961",4,2,4
"55962",4,4,4
"55963",4,4,4
"55964",-2,-2,-2
"55965",-2,-1,-1
"55966",4,4,4
"55967",4,4,4
"55968",4,4,4
"55969",-1,-1,-1
"55970",-1,-1,4
"55971",2,4,3
"55972",4,4,4
"55973",4,4,4
"55974",-1,-1,-1
"55975",4,0,0
"55976",2,2,0
"55977",2,2,4
"55978",-1,-1,-1
"55979",2,-2,3
"55980",3,2,2
"55981",4,2,2
"55982",4,1,4
"55983",2,1,3
"55984",1,0,1
"55985",0,-1,-2
"55986",4,1,4
"55987",3,0,3
"55988",4,0,4
"55989",3,3,2
"55990",4,2,4
"55991",3,2,3
"55992",2,3,3
"55993",3,2,3
"55994",3,3,3
"55995",2,2,2
"55996",2,3,3
"55997",3,2,3
"55998",3,3,3
"55999",3,3,3
"56000",3,3,3
"56001",2,2,2
"56002",3,2,2
"56003",3,3,4
"56004",4,4,0
"56005",2,2,2
"56006",4,2,3
"56007",4,3,3
"56008",3,2,2
"56009",1,2,3
"56010",2,2,2
"56011",1,1,3
"56012",2,2,1
"56013",2,2,2
"56014",4,2,4
"56015",4,2,1
"56016",2,0,4
"56017",2,0,4
"56018",4,3,2
"56019",2,1,4
"56020",4,0,2
"56021",0,0,4
"56022",4,3,2
"56023",4,3,4
"56024",4,1,4
"56025",4,1,3
"56026",3,3,3
"56027",2,1,4
"56028",4,4,4
"56029",4,1,4
"56030",4,1,3
"56031",3,3,3
"56032",4,2,3
"56033",4,2,4
"56034",2,2,3
"56035",1,2,3
"56036",3,3,3
"56037",3,3,3
"56038",2,2,2
"56039",2,1,3
"56040",1,1,1
"56041",1,1,1
"56042",3,3,3
"56043",2,2,2
"56044",2,3,4
"56045",1,2,4
"56046",4,4,4
"56047",4,4,4
"56048",4,3,4
"56049",4,3,4
"56050",4,4,1
"56051",4,4,1
"56052",2,3,4
"56053",2,4,4
"56054",3,2,2
"56055",2,1,1
"56056",1,1,4
"56057",3,1,1
"56058",4,1,4
"56059",2,2,4
"56060",2,2,3
"56061",2,3,3
"56062",2,1,2
"56063",2,2,3
"56064",3,3,3
"56065",3,2,2
"56066",3,3,3
"56067",3,3,3
"56068",2,3,2
"56069",4,3,3
"56070",4,3,4
"56071",3,1,1
"56072",3,2,4
"56073",3,2,4
"56074",2,2,4
"56075",3,4,4
"56076",1,4,4
"56077",2,1,4
"56078",3,2,3
"56079",3,3,4
"56080",3,3,4
"56081",4,4,4
"56082",2,3,4
"56083",4,2,4
"56084",4,4,4
"56085",4,4,4
"56086",4,3,4
"56087",3,3,3
"56088",4,4,4
"56089",3,0,1
"56090",2,1,4
"56091",2,1,4
"56092",1,0,4
"56093",2,0,1
"56094",0,0,0
"56095",1,2,2
"56096",1,1,4
"56097",1,1,1
"56098",1,1,1
"56099",1,0,3
"56100",1,1,3
"56101",3,2,3
"56102",2,1,2
"56103",4,1,1
"56104",1,1,3
"56105",4,1,4
"56106",2,0,4
"56107",3,1,3
"56108",1,2,2
"56109",2,1,3
"56110",2,2,3
"56111",3,1,3
"56112",3,-2,1
"56113",3,1,1
"56114",2,0,1
"56115",2,1,1
"56116",1,2,0
"56117",2,1,0
"56118",2,1,1
"56119",3,3,3
"56120",3,0,0
"56121",3,1,1
"56122",3,1,1
"56123",3,3,1
"56124",3,3,0
"56125",2,1,0
"56126",3,1,1
"56127",3,1,1
"56128",3,2,1
"56129",1,1,3
"56130",3,1,4
"56131",3,3,3
"56132",3,2,3
"56133",3,2,3
"56134",3,1,4
"56135",3,2,2
"56136",3,1,1
"56137",4,1,0
"56138",2,1,2
"56139",2,1,3
"56140",4,4,4
"56141",2,1,3
"56142",1,2,2
"56143",2,1,2
"56144",4,4,4
"56145",4,3,4
"56146",4,3,4
"56147",4,3,3
"56148",4,2,0
"56149",4,3,4
"56150",2,3,2
"56151",2,3,2
"56152",3,2,3
"56153",3,4,3
"56154",3,1,3
"56155",3,0,3
"56156",4,0,4
"56157",3,1,3
"56158",3,0,4
"56159",4,0,4
"56160",3,0,3
"56161",4,0,4
"56162",4,0,4
"56163",4,0,4
"56164",3,0,0
"56165",2,0,3
"56166",4,1,3
"56167",4,4,4
"56168",3,2,2
"56169",0,2,2
"56170",4,2,3
"56171",4,0,4
"56172",3,2,3
"56173",3,1,4
"56174",3,3,4
"56175",2,0,0
"56176",2,0,0
"56177",2,0,1
"56178",2,2,0
"56179",2,2,0
"56180",2,2,0
"56181",2,2,2
"56182",2,2,0
"56183",2,0,1
"56184",4,3,4
"56185",4,4,4
"56186",4,3,4
"56187",4,4,4
"56188",4,3,4
"56189",3,3,3
"56190",4,2,1
"56191",2,-1,2
"56192",3,2,3
"56193",4,3,4
"56194",2,1,3
"56195",4,4,4
"56196",2,1,2
"56197",2,2,3
"56198",3,2,2
"56199",2,2,2
"56200",3,2,4
"56201",3,2,2
"56202",3,1,2
"56203",2,2,2
"56204",3,2,4
"56205",3,2,3
"56206",3,1,3
"56207",3,3,3
"56208",3,2,3
"56209",2,2,2
"56210",3,1,3
"56211",3,2,3
"56212",2,2,1
"56213",3,1,3
"56214",2,1,3
"56215",3,2,1
"56216",3,2,1
"56217",2,3,1
"56218",2,3,1
"56219",1,4,2
"56220",1,4,2
"56221",1,4,2
"56222",1,4,1
"56223",1,4,1
"56224",0,0,4
"56225",4,4,4
"56226",2,1,3
"56227",4,4,4
"56228",4,4,4
"56229",4,0,4
"56230",4,3,4
"56231",4,1,3
"56232",4,4,4
"56233",4,4,4
"56234",4,4,4
"56235",4,3,3
"56236",2,2,4
"56237",1,2,3
"56238",2,0,2
"56239",2,2,2
"56240",3,3,3
"56241",3,2,3
"56242",4,3,4
"56243",4,4,4
"56244",0,2,4
"56245",4,0,2
"56246",3,3,4
"56247",2,1,3
"56248",2,3,3
"56249",0,0,2
"56250",2,4,3
"56251",0,0,2
"56252",0,0,1
"56253",2,2,2
"56254",1,4,4
"56255",2,2,3
"56256",3,3,4
"56257",2,-1,-1
"56258",3,2,4
"56259",1,1,2
"56260",4,1,4
"56261",3,3,3
"56262",2,3,1
"56263",0,0,2
"56264",4,4,4
"56265",2,2,2
"56266",2,1,3
"56267",2,2,2
"56268",3,2,1
"56269",3,2,2
"56270",2,3,3
"56271",1,1,1
"56272",3,2,3
"56273",3,1,4
"56274",4,3,4
"56275",4,4,4
"56276",4,4,4
"56277",4,4,4
"56278",4,4,4
"56279",3,3,3
"56280",3,3,3
"56281",3,3,3
"56282",3,4,4
"56283",4,4,4
"56284",4,4,4
"56285",3,3,3
"56286",2,2,3
"56287",3,2,3
"56288",3,3,3
"56289",4,3,4
"56290",3,2,3
"56291",3,3,3
"56292",3,3,3
"56293",1,2,3
"56294",3,2,3
"56295",3,2,3
"56296",3,3,3
"56297",3,1,3
"56298",3,1,3
"56299",4,3,4
"56300",4,4,4
"56301",4,4,4
"56302",4,4,4
"56303",4,4,4
"56304",3,3,3
"56305",3,2,3
"56306",3,1,3
"56307",3,3,3
"56308",2,1,3
"56309",3,3,3
"56310",3,2,3
"56311",3,3,3
"56312",3,3,3
"56313",2,1,3
"56314",2,2,4
"56315",4,4,4
"56316",4,3,4
"56317",2,3,3
"56318",3,3,3
"56319",3,3,4
"56320",4,4,4
"56321",4,4,4
"56322",4,4,4
"56323",3,2,4
"56324",3,1,3
"56325",1,1,3
"56326",2,1,3
"56327",1,2,3
"56328",2,2,3
"56329",3,2,2
"56330",3,1,4
"56331",2,2,4
"56332",4,4,4
"56333",2,2,3
"56334",3,2,4
"56335",3,3,3
"56336",3,2,3
"56337",3,3,3
