"","PC1","PC2","PC3","PC4","PC5"
"V98_High",0.038,-0.013,-0.023,-0.035,0.012
"V98_ Very High",0,-0.039,-0.019,0.014,0.021
"V99_Low",0.055,0.034,-0.02,-0.02,-0.021
"V99_Med",0.027,0.004,-0.025,0.036,-0.018
"V99_High",0.002,-0.01,-0.025,0.003,-0.007
"V99_ Very High",-0.006,-0.012,-0.01,0.033,0.001
"V100_Low",0.044,0.019,-0.017,-0.015,-0.009
"V100_Med",0.024,0.003,-0.02,0.029,-0.015
"V100_High",0.013,0.015,-0.015,0.013,-0.012
"V100_ Very High",-0.011,0.003,0.011,0.048,0.004
"V101_Low",0.009,0.013,-0.003,-0.007,0.005
"V101_Med",0.025,0.018,-0.038,-0.013,-0.008
"V101_High",0.026,0.007,-0.032,-0.012,-0.014
"V101_ Very High",-0.044,-0.053,0.026,0.048,0.015
"V131_Low",0.005,-0.026,-0.023,-0.002,0.011
"V131_Med",0.025,-0.008,-0.016,0.002,0.009
"V131_High",0.034,0.037,-0.013,-0.015,-0.03
"V131_ Very High",-0.049,0.055,0.024,0.018,0.002
"V132_Low",0.003,0.003,-0.043,0.025,-0.008
"V132_Med",-0.017,-0.015,-0.045,0.019,0.009
"V132_High",-0.039,-0.011,-0.015,-0.02,-0.001
"V132_ Very High",-0.05,-0.01,-0.005,-0.036,0.009
"V134_Low",-0.002,-0.021,-0.024,-0.019,0.003
"V134_Med",0.018,-0.02,-0.04,-0.023,-0.006
"V134_High",0.031,0.012,-0.024,-0.02,-0.024
"V134_ Very High",-0.038,0.053,0.065,0.081,0.043
"V135_Low",0.002,0.011,-0.032,0.014,-0.012
"V135_Med",-0.01,0.008,-0.043,0.01,0.017
"V135_High",-0.027,-0.012,-0.029,-0.006,0.008
"V135_ Very High",-0.051,-0.021,-0.004,-0.011,0.034
"V136_Low",-0.009,-0.013,-0.025,-0.01,0
"V136_Med",-0.003,-0.014,-0.037,-0.008,-0.008
"V136_High",0.006,-0.003,-0.029,-0.021,-0.032
"V136_ Very High",0.021,0.04,0.048,0.06,0.072
"V137_Low",0.011,-0.013,-0.016,-0.032,-0.012
"V137_Med",0.014,0.006,-0.026,0.01,-0.011
"V137_High",-0.004,0.018,-0.012,0.02,-0.023
"V137_ Very High",-0.049,0.035,-0.001,0.067,0.042
"V138_Low",0.018,0.005,-0.003,0.002,-0.021
"V138_Med",0.017,0.002,-0.008,0.013,-0.015
"V138_High",-0.018,-0.011,-0.019,0.008,-0.003
"V138_ Very High",-0.076,-0.031,-0.03,-0.006,0.084
"V141_Low",-0.013,0.02,0.015,0.031,-0.03
"V141_Med",-0.01,0.006,-0.024,0.02,-0.061
"V141_High",0.051,-0.004,-0.058,-0.049,-0.031
"V141_ Very High",0.021,-0.058,-0.03,-0.02,0.011
"V192_Low",0.004,-0.013,0.002,0.007,-0.013
"V192_Med",0.021,-0.024,-0.013,0.009,-0.014
"V192_High",0.041,0.002,-0.039,-0.037,-0.018
"V192_ Very High",-0.058,0.04,0.024,0.024,0.071
"V194_Low",0.013,0.018,-0.016,-0.011,0.009
"V194_Med",0.001,0.009,-0.065,0.003,0.014
"V194_High",-0.001,-0.022,-0.044,0.01,-0.018
"V194_ Very High",-0.019,-0.051,0,0.05,-0.001
"V197_Low",-0.002,-0.022,0.001,-0.007,-0.024
"V197_Med",0.014,-0.026,-0.015,0.004,-0.044
"V197_High",0.044,0.011,-0.042,-0.026,-0.005
"V197_ Very High",-0.039,0.05,0.028,0.038,0.112
"V198_Low",-0.002,0.014,-0.03,0.008,-0.018
"V198_Med",0.005,0.007,-0.027,0.011,-0.036
"V198_High",0.002,-0.002,-0.02,0.002,-0.025
"V198_ Very High",-0.003,-0.017,-0.009,0.003,-0.011
"V200_Low",-0.004,-0.001,-0.032,-0.01,-0.003
"V200_Med",0,-0.006,-0.022,-0.006,-0.003
"V200_High",-0.003,-0.006,-0.015,-0.005,0
"V200_ Very High",-0.002,-0.006,-0.012,-0.002,0.003
"V209_Low",-0.023,0.011,0.001,-0.015,-0.008
"V209_Med",-0.024,-0.009,-0.02,-0.037,0
"V209_High",-0.016,-0.017,-0.048,-0.039,0.022
"V209_ Very High",-0.013,-0.022,-0.035,-0.025,0.024
"V210_Low",-0.001,-0.005,-0.033,-0.037,0.007
"V210_Med",0.001,-0.005,-0.02,-0.02,0
"V210_High",-0.001,-0.006,-0.014,-0.01,-0.001
"V210_ Very High",-0.001,-0.007,-0.013,-0.006,0.003
"V199_Low",0.015,0.009,-0.027,0.004,0
"V199_Med",0.009,-0.002,-0.022,0.028,-0.005
"V199_High",-0.002,-0.011,-0.012,0.017,0.001
"V199_ Very High",-0.007,-0.018,-0.009,0.012,0
"V201_Low",-0.005,0.006,-0.032,0.003,0.009
"V201_Med",-0.003,0.002,-0.016,0.008,0
"V201_High",-0.004,-0.002,-0.011,-0.002,-0.001
"V201_ Very High",-0.006,-0.006,-0.007,0.001,0.001
"V202_Low",-0.004,-0.003,-0.044,-0.007,0.012
"V202_Med",-0.001,-0.004,-0.028,-0.001,0.002
"V202_High",-0.002,-0.006,-0.016,-0.004,0.001
"V202_ Very High",-0.003,-0.008,-0.015,-0.001,0.002
"V203_Low",0.005,-0.001,-0.038,0.007,-0.013
"V203_Med",0.05,-0.024,-0.029,0.028,-0.045
"V203_High",0.031,-0.017,0.001,0,-0.025
"V203_ Very High",0.099,-0.038,0.065,-0.028,0.013
"V204_Low",-0.001,0.033,-0.031,0.001,-0.002
"V204_Med",0.053,0.036,0.003,0.033,-0.006
"V204_High",0.041,0.008,0.013,-0.003,0.006
"V204_ Very High",0.053,-0.012,0.04,-0.007,0.02
"V205_Low",-0.025,0.021,-0.034,-0.018,-0.002
"V205_Med",0.028,0.027,0.01,0.031,-0.032
"V205_High",0.04,-0.001,0.018,0.018,-0.004
"V205_ Very High",0.082,-0.046,0.077,0.032,0.002
"V207_Low",-0.007,-0.005,-0.002,-0.015,-0.028
"V207_Med",0.018,-0.017,-0.003,-0.009,-0.03
"V207_High",0.023,-0.01,0.003,-0.016,-0.005
"V207_ Very High",0.031,-0.016,0.012,-0.01,-0.015
"V206_Low",-0.001,-0.004,-0.071,0.013,0.02
"V206_Med",0.042,-0.015,-0.083,0.06,-0.008
"V206_High",0.046,-0.012,-0.009,0.042,-0.008
"V206_ Very High",0.129,-0.05,0.097,0.058,0.013
"V208_Low",-0.029,0.01,-0.05,-0.037,0.014
"V208_Med",-0.019,-0.001,-0.032,-0.026,0.019
"V208_High",-0.008,-0.003,-0.015,-0.012,0.007
"V208_ Very High",-0.004,-0.006,-0.011,-0.005,0.007
"V231_Low",0.007,0.005,-0.038,-0.001,0.016
"V231_Med",0.023,0.008,-0.044,0.012,0
"V231_High",0.037,0.019,-0.047,-0.021,0.006
"V231_ Very High",0.033,0.018,0.018,0.034,0.025
"V232_Low",0.023,0.023,-0.042,0.01,0.006
"V232_Med",0.027,0.012,-0.044,0.002,0.014
"V232_High",0.039,0,-0.028,-0.022,0.025
"V232_ Very High",0.011,-0.018,0.005,0.022,0.012
"V233_Low",0.009,0.022,-0.014,0.02,-0.003
"V233_Med",0.016,0.023,-0.046,0.018,-0.005
"V233_High",0.055,0,-0.049,-0.029,0.027
"V233_ Very High",0.014,-0.07,0.01,0.038,0.018
"V239_Low",0.003,0.006,0.013,0.035,-0.009
"V239_Med",0,0.006,-0.009,0.029,0.004
"V239_High",-0.004,-0.004,-0.033,-0.04,0.031
"V239_ Very High",0,-0.004,-0.006,-0.016,0.014
"V161_Med",0.012,0.027,-0.008,0.004,-0.047
"V161_High",0.002,-0.042,0.048,0.016,0.063
"V162_Med",0.03,0.02,0.01,-0.002,-0.072
"V162_High",-0.049,0.006,-0.011,0.033,0.117
"V163_Med",0.029,0.013,0.01,-0.017,-0.065
"V163_High",-0.049,-0.007,-0.003,0.039,0.093
